,enterprise_id,year_id,years,market_cap,enterprise_value,month_end_stock_price,net_cash_per_share,net_current_asset_value,net-net_working_capital,intrinsic_value:_projected_fcf,median_ps_value,peter_lynch_fair_value,graham_number,earnings_power_value_(epv),altman_z-score,piotroski_f-score,beneish_m-score,scaled_net_operating_assets,sloan_ratio_%,current_ratio,quick_ratio,cash_ratio,interest_coverage,highest_stock_price,lowest_stock_price,shares_buyback_ratio_%,buyback_yield_%,yoy_rev._per_sh._growth,yoy_eps_growth,yoy_ebitda_growth_(%),5-year_ebitda_growth_rate_(per_share),shares_outstanding_(basic_average),shares_outstanding_(eop),beta,number_of_shareholders,number_of_employees,forex_rate
931,37,97,1997,1184.123,1173.723,4.2,-0.72,0.73,-0.71,0.0,0.0,0.0,0.0,-1.64,3.9,6.0,-2.2,0.968,15.85,2.15,2.13,0.22,,6.75,3.58,-2.48,-0.79,8.05,418.18,7.36,0.0,278.776,281.934,1.17,0,3000,1.0
932,37,98,1998,2953.528,2851.028,8.29,-0.76,1.6,-0.76,0.74,0.0,0.0,2.01,-2.64,4.99,5.0,-2.22,1.485,26.2,2.62,2.61,0.37,,11.08,3.98,-26.37,-16.97,-15.83,-91.84,-13.31,0.0,314.294,356.276,1.45,0,2860,1.0
933,37,99,1999,5118.437,3748.737,13.64,1.36,2.12,1.36,-0.22,0.0,0.0,2.29,-2.07,4.98,5.0,-2.96,0.128,4.94,1.96,1.95,1.63,,18.38,5.7,-5.33,-2.47,17.31,4725.0,87.44,0.0,381.854,375.252,1.81,0,100698,1.0
934,37,0,2000,6946.2,5256.505,17.0,2.17,3.23,2.17,0.44,0.0,6.37,4.95,-0.48,6.93,5.0,-2.48,0.153,17.45,2.64,2.64,2.1,,42.56,11.5,-8.89,0.0,22.07,-24.87,110.92,23.85,401.54,408.6,2.09,0,4850,1.0
935,37,1,2001,7237.884,5989.793,17.19,1.42,3.2,1.47,1.35,0.0,2.63,7.31,-1.28,7.31,4.0,-2.81,0.317,-1.14,2.97,2.97,1.89,,34.5,11.72,-3.05,-1.22,17.69,-127.59,50.82,40.61,413.965,421.052,2.35,0,6100,1.0
936,37,2,2002,9286.993,8056.999,21.99,1.27,2.96,1.36,3.34,0.0,14.08,6.85,-1.04,9.12,6.0,-1.7,0.344,-13.6,2.81,2.81,1.79,,25.05,14.54,-0.3,1.99,-1.67,260.0,-48.36,52.21,424.727,422.328,1.8,0,6500,1.0
937,37,3,2003,8601.72,7423.319,21.51,0.96,2.11,1.12,5.08,21.24,16.55,6.79,1.14,8.04,7.0,-2.29,0.269,-2.62,2.1,2.1,1.52,,27.39,17.4,5.31,7.66,25.87,153.13,67.82,37.21,408.374,399.894,1.33,0,6700,1.0
938,37,4,2004,7117.007,6115.438,18.72,0.29,1.63,0.45,8.44,26.16,21.18,7.83,5.76,6.69,7.0,-2.97,0.294,-1.88,1.71,1.71,1.14,,26.57,17.93,4.93,6.9,19.44,-2.47,24.84,25.33,390.91,380.182,0.5,0,6700,1.0
939,37,5,2005,8604.96,7628.25,24.0,-0.07,1.66,0.11,13.1,30.78,13.03,8.42,6.46,7.41,7.0,-2.49,0.263,-8.25,1.61,1.61,0.99,,24.5,18.51,5.69,6.32,17.45,27.85,28.26,12.74,369.202,358.54,0.84,0,7000,1.0
940,37,6,2006,10624.559,9443.326,30.87,0.48,2.28,0.69,20.92,35.91,17.45,9.03,9.02,11.55,9.0,-2.62,0.205,-5.57,1.79,1.79,1.18,,31.35,21.35,4.01,4.75,20.25,14.85,7.93,16.22,347.854,344.171,0.94,0,7500,1.0
941,37,7,2007,9706.067,9401.544,28.64,-2.7,-0.78,-2.4,26.33,42.42,29.73,4.26,8.12,4.68,6.0,-2.49,0.625,26.01,1.68,1.68,1.12,24.27,35.78,26.98,1.53,3.03,18.09,6.9,29.11,25.32,342.637,338.899,1.34,900,8200,1.0
942,37,8,2008,8816.658,8993.728,27.33,-5.47,-2.54,-5.18,29.67,49.89,24.75,2.92,7.16,4.01,5.0,-2.82,0.529,-5.7,1.21,1.21,0.56,12.38,32.7,25.42,4.81,6.77,17.53,13.71,14.12,20.2,329.0,322.6,1.13,800,8200,1.0
943,37,9,2009,9586.15,9237.15,29.7,-2.86,-0.93,-2.54,27.27,47.75,23.98,6.94,8.69,4.71,5.0,-2.71,0.473,1.39,1.82,1.82,1.24,13.39,31.94,20.19,-0.05,1.06,6.71,-4.26,4.88,17.66,322.0,322.766,0.79,800,7800,1.0
944,37,10,2010,12475.975,11851.975,39.75,-2.41,-0.26,-2.08,33.46,49.58,27.22,9.01,9.68,5.55,9.0,-3.05,0.455,11.02,1.88,1.88,1.33,15.86,39.75,27.47,2.76,3.69,11.15,31.11,21.23,15.57,316.0,313.861,0.78,750,7700,1.0
945,37,11,2011,14037.88,13615.88,46.7,-3.57,-0.8,-3.14,29.45,50.0,34.29,9.45,12.74,5.97,7.0,-2.43,0.422,-17.14,1.25,1.25,0.79,20.04,56.07,38.4,4.23,7.28,3.91,12.99,17.26,15.62,307.0,300.597,0.72,700,8000,1.0
946,37,12,2012,17132.668,16887.668,58.02,-4.05,-1.41,-3.69,31.62,57.18,39.24,15.4,13.5,8.39,6.0,-2.94,0.489,-4.89,1.2,1.2,0.59,23.36,61.54,39.94,1.77,5.25,14.75,30.0,11.17,14.82,296.0,295.289,0.73,700,8500,1.0
947,37,13,2013,19144.232,17982.232,63.92,-0.98,1.47,-0.66,35.23,59.35,38.37,20.66,18.86,8.91,8.0,-2.97,0.506,-0.42,1.87,1.87,1.3,52.52,67.99,57.09,-1.43,1.53,4.31,8.85,1.34,14.16,297.0,299.503,0.69,625,8000,1.0
948,37,14,2014,23357.352,21942.352,81.97,-0.73,1.75,-0.43,40.98,67.24,33.92,19.25,22.53,10.14,4.0,-3.26,0.303,-9.42,1.84,1.84,1.35,52.0,83.29,63.02,4.86,6.75,11.96,10.25,10.06,11.12,285.0,284.95,0.72,540,8000,1.0
949,37,15,2015,29372.964,28175.964,105.77,-3.38,-0.27,-3.14,46.98,69.11,0.0,11.81,21.45,9.92,6.0,-3.45,0.218,-20.97,1.47,1.47,0.97,36.92,108.1,78.64,2.54,4.24,0.52,-58.97,-35.35,3.11,281.0,277.706,0.94,535,7700,1.0
950,37,16,2016,28619.104,28539.104,110.99,-7.79,-5.72,-7.48,52.99,85.27,0.0,0.0,14.58,9.65,7.0,-3.27,0.218,-20.05,0.72,0.72,0.48,35.49,116.39,79.87,7.15,7.91,20.85,188.28,64.74,-0.15,262.0,257.853,1.28,500,7900,1.0
951,37,17,2017,35080.206,34791.206,137.21,-7.58,-5.08,-7.27,66.47,98.38,0.0,3.51,21.31,12.54,8.0,-2.87,0.251,-14.68,0.73,0.73,0.4,59.08,142.81,105.28,0.85,2.39,12.39,2.44,13.5,4.15,257.0,255.668,1.36,470,8200,1.0
952,37,18,2018,52819.732,51541.732,204.24,-2.33,0.4,-2.04,78.82,121.9,57.89,22.51,26.7,18.36,7.0,-3.28,0.378,-4.89,1.39,1.39,0.98,120.0,218.31,134.11,-1.15,0.51,15.95,34.66,11.02,10.45,256.0,258.616,1.13,440,8900,1.0
953,37,19,2019,72150.516,69846.516,277.31,0.79,4.07,1.04,90.74,151.52,88.32,32.24,29.3,21.61,6.0,-2.97,0.281,-2.1,1.83,1.83,1.39,154.5,283.77,182.75,-0.6,0.77,11.32,15.72,14.3,14.77,260.0,260.18,0.93,415,9400,1.0
954,37,20,2020,80189.284,76775.284,306.37,4.68,8.23,5.11,104.83,183.72,116.96,45.13,50.64,11.51,5.0,-2.93,0.269,-4.49,2.26,2.26,2.0,241.78,310.38,194.72,-0.6,0.4,13.19,17.49,14.5,16.59,261.0,261.74,0.94,380,10600,1.0
955,37,21,2021,144806.353,143416.353,529.97,-6.5,-1.79,-5.43,126.96,232.58,104.12,25.0,54.77,17.86,5.0,0.39,0.776,17.9,1.94,1.94,1.46,86.21,529.97,299.2,-4.39,0.69,21.31,9.25,17.56,12.87,270.0,273.235,1.05,490,13500,1.0
956,37,22,2022,128608.92,132867.92,456.17,-28.42,-22.15,-27.23,165.5,336.25,118.5,0.0,47.01,8.35,3.0,-2.27,1.334,12.97,1.39,1.39,0.9,31.74,694.66,353.31,-3.18,1.45,26.99,-3.7,9.85,13.86,280.0,281.932,1.29,640,17300,1.0
957,37,23,2023,143491.426,146518.426,511.7,-24.42,-17.67,-23.34,197.24,439.2,153.1,0.0,-13.73,9.93,6.0,-2.83,0.732,-6.26,1.47,1.47,0.97,12.67,511.84,361.19,0.54,1.37,13.3,15.66,20.42,15.67,281.0,280.421,1.39,585,18200,1.0
958,38,94,1994,28853.856,30889.856,11.219,-2.45,-0.57,-2.12,4.41,0.0,0.0,5.17,8.78,5.46,6.0,-2.49,0.64,7.19,1.62,1.09,0.12,,12.375,8.906,1.89,2.04,2.77,325.0,6.11,0.0,2608.759,2571.92,1.46,0,81600,1.0
959,38,95,1995,35206.084,37668.084,13.688,-3.08,-0.73,-2.66,6.33,11.9,0.0,5.72,8.2,5.03,7.0,-2.22,0.783,10.13,1.57,1.06,0.15,,13.938,9.188,0.0,0.35,12.23,14.71,18.24,2.71,2571.795,2572.04,1.22,0,81500,1.0
960,38,96,1996,55375.785,56602.785,21.375,-2.94,-0.34,-2.5,9.79,14.94,10.86,7.07,10.05,6.49,7.0,-2.75,0.656,0.65,1.81,1.29,0.27,,22.875,13.438,-0.72,0.38,20.77,19.23,24.72,11.28,2583.871,2590.68,1.18,0,82300,1.0
961,38,97,1997,66291.129,66562.129,24.875,-2.69,0.07,-2.22,11.68,17.56,17.16,8.56,11.48,7.1,7.0,-2.58,0.621,3.44,1.81,1.33,0.39,,26.875,20.938,-2.87,0.4,8.75,16.67,15.27,15.56,2660.829,2664.97,1.06,0,89300,1.0
962,38,98,1998,88610.768,87697.768,32.938,-2.36,0.55,-1.89,13.89,19.58,19.85,9.5,13.02,8.73,7.0,-2.67,0.572,2.68,2.0,1.52,0.52,,33.469,24.875,-0.95,0.45,4.11,11.06,6.52,16.72,2674.494,2690.27,1.12,0,90500,1.0
963,38,99,1999,112732.194,114431.194,41.938,-3.88,-0.64,-2.29,14.87,26.87,24.64,8.59,11.9,7.36,4.0,-2.44,0.735,14.94,1.39,1.04,0.34,,44.438,32.0,0.08,0.67,2.59,-12.03,7.37,20.05,2780.556,2688.1,0.95,0,93100,1.0
964,38,0,2000,129414.416,129791.416,46.563,-3.26,0.09,-1.56,13.6,24.77,20.36,9.96,11.41,8.64,5.0,-2.6,0.608,4.96,1.77,1.36,0.52,,53.063,39.031,-3.4,0.48,7.57,31.13,9.43,14.38,2988.112,2779.37,0.9,0,97800,1.0
965,38,1,2001,146134.969,144029.969,52.531,-2.55,1.02,-0.79,17.39,30.23,15.34,12.91,16.08,8.91,7.0,-2.66,0.627,2.09,2.3,1.9,0.93,,52.531,33.5,-0.09,0.4,3.31,15.83,8.61,9.39,2993.5,2781.87,0.48,0,98500,1.0
966,38,2,2002,180090.702,174900.702,59.1,-2.06,1.38,-0.43,21.11,35.98,13.31,14.61,19.2,10.26,5.0,-2.74,0.556,2.33,2.3,1.92,0.99,,60.97,41.625,-9.54,1.14,11.45,14.29,16.35,7.01,3031.016,3047.22,0.17,0,101800,1.0
967,38,3,2003,159426.856,156090.856,53.71,-3.5,0.47,-1.58,23.68,45.15,15.9,15.22,21.31,8.16,7.0,-2.55,0.503,1.52,1.68,1.39,0.65,,65.49,41.85,2.59,3.86,13.29,17.39,20.51,6.99,2998.636,2968.29,0.23,0,108300,1.0
968,38,4,2004,153325.33,147896.33,51.66,-4.0,0.54,-1.73,24.86,53.24,27.74,16.73,21.89,6.99,6.0,-2.56,0.529,2.34,1.71,1.44,0.71,,58.67,48.73,0.01,0.57,12.07,6.02,9.18,11.61,2968.0,2967.97,0.26,0,110600,1.0
969,38,5,2005,188422.088,178383.088,63.42,-2.9,1.96,-0.55,40.83,64.57,41.06,20.38,30.75,8.13,7.0,-2.71,0.451,-1.05,1.96,1.69,0.93,,63.76,49.5,-0.1,0.37,19.07,19.65,19.63,15.04,2968.1,2971.02,0.4,0,109900,1.0
970,38,6,2006,178766.248,165313.248,60.1,-1.35,3.81,1.08,46.14,69.72,49.31,26.08,35.58,8.31,7.0,-2.53,0.474,-2.48,2.49,2.18,1.28,,69.4,60.04,-0.12,0.53,6.06,22.26,2.47,14.55,2976.331,2974.48,0.0,0,115600,1.0
971,38,7,2007,191011.045,193520.045,66.02,-9.39,-2.86,-6.28,52.25,74.9,40.72,17.49,34.66,6.15,5.0,-2.23,0.711,24.23,1.2,0.94,0.21,,69.1,56.8,2.73,2.92,6.98,11.34,7.87,10.95,2939.628,2893.23,0.02,0,122200,1.0
972,38,8,2008,189442.674,189664.674,66.7,-9.97,-2.71,-6.58,55.98,87.02,36.56,22.01,41.32,5.42,5.0,-2.61,0.617,1.81,1.51,1.25,0.47,51.4,68.4,59.77,1.83,2.14,16.64,-2.68,4.81,8.84,2882.9,2840.22,0.13,171981,119200,1.0
973,38,9,2009,165477.814,164520.814,59.83,-10.7,-2.9,-7.15,60.49,91.84,36.38,22.88,47.31,5.0,7.0,-2.69,0.513,2.55,1.65,1.41,0.61,37.17,72.22,55.33,2.62,4.02,7.1,25.9,26.75,8.8,2802.5,2765.8,0.55,0,118700,1.0
974,38,10,2010,177405.751,172521.751,64.41,-8.96,-1.65,-5.39,64.66,87.11,42.56,26.86,54.16,4.9,6.0,-2.63,0.538,3.48,1.82,1.58,0.89,36.95,64.96,46.6,0.42,1.2,-1.29,-3.72,-4.45,9.31,2759.5,2754.32,0.63,185121,115500,1.0
975,38,11,2011,169351.485,158466.485,61.85,-6.82,0.36,-3.16,63.54,82.91,47.39,31.07,60.34,4.69,5.0,-2.66,0.483,4.67,2.05,1.82,1.2,36.32,66.03,57.02,0.59,1.65,-0.49,8.64,7.19,9.72,2751.4,2738.1,0.59,181232,114000,1.0
976,38,12,2012,178663.529,166029.529,65.58,-8.92,-0.83,-4.85,59.2,81.19,0.0,26.22,63.27,4.18,5.0,-2.47,0.432,-0.01,2.38,2.11,1.41,28.29,67.92,57.66,0.5,1.41,6.1,-26.99,-20.51,3.96,2736.0,2724.36,0.53,176293,117900,1.0
977,38,13,2013,194772.149,189848.149,70.1,-12.75,-3.74,-8.35,60.91,76.48,0.0,21.48,59.23,4.22,5.0,-2.36,0.527,-0.03,1.9,1.59,0.87,32.02,72.52,61.78,-1.99,6.63,2.0,10.6,10.21,-1.53,2753.3,2778.49,0.41,169820,127600,1.0
978,38,14,2014,258341.502,247315.502,91.59,-10.43,-0.79,-5.92,63.48,78.98,0.0,30.46,64.79,4.8,6.0,-2.51,0.519,1.15,2.2,1.89,1.14,39.33,95.63,70.74,-1.52,1.37,3.71,24.61,9.09,-2.85,2809.2,2820.63,0.51,165304,128100,1.0
979,38,15,2015,291041.315,276712.315,104.57,-9.89,-1.75,-5.46,64.53,82.68,0.0,31.02,69.06,5.31,7.0,-2.63,0.418,7.61,2.23,1.9,1.32,39.66,109.07,86.62,1.33,2.45,4.71,18.5,25.18,2.43,2815.2,2783.22,0.86,162062,126500,1.0
980,38,16,2016,283010.035,264495.035,102.72,-8.67,-0.74,-4.29,68.43,79.39,45.22,33.22,72.33,5.12,5.0,-2.7,0.404,2.68,2.17,1.88,1.38,33.13,106.39,90.73,1.01,1.87,-4.01,-3.86,-4.29,7.82,2771.8,2755.16,1.0,158749,127100,1.0
981,38,17,2017,311817.017,297036.017,115.21,-10.67,-2.13,-5.93,71.8,82.16,61.51,32.39,76.03,5.06,8.0,-2.49,0.417,1.79,2.47,2.16,1.59,28.78,125.4,95.75,1.77,2.88,3.47,8.21,4.25,9.88,2737.3,2706.51,0.67,156073,126400,1.0
982,38,18,2018,374801.694,391086.694,139.72,-29.39,-20.15,-23.99,74.43,89.99,39.84,0.0,44.56,4.19,5.0,-2.78,0.541,-3.11,1.41,1.12,0.6,20.23,143.62,111.76,0.89,1.7,8.03,-92.07,1.45,6.46,2692.0,2682.52,0.65,147484,134000,1.0
983,38,19,2019,343572.396,354365.396,129.05,-27.61,-17.72,-22.03,74.0,112.82,0.0,0.0,47.14,4.24,8.0,-2.6,0.448,-2.44,1.47,1.2,0.63,21.07,148.14,119.4,0.75,1.71,7.36,1093.62,7.6,4.26,2681.5,2662.32,0.62,142029,135100,1.0
984,38,20,2020,384004.234,392413.234,145.87,-30.0,-20.13,-24.16,77.97,121.04,0.0,0.0,51.4,4.29,7.0,-2.58,0.444,-1.33,1.26,1.01,0.54,65.94,146.44,125.72,1.12,1.76,2.25,0.36,-3.36,2.45,2645.1,2632.51,0.78,135953,132200,1.0
985,38,21,2021,414304.424,424385.424,157.38,-32.83,-22.94,-27.19,83.25,130.48,0.0,0.0,55.05,3.99,4.0,-2.7,0.465,6.86,1.21,0.99,0.59,98.17,157.38,111.14,0.0,0.78,1.15,-2.13,-2.45,2.61,2632.8,2632.51,0.75,132376,136400,1.0
986,38,22,2022,449737.898,451880.898,171.07,-29.06,-17.88,-22.72,92.15,156.05,0.0,0.0,62.07,4.48,8.0,-2.22,0.435,3.38,1.35,1.12,0.7,129.22,179.47,153.07,0.13,0.77,13.41,41.74,26.67,2.94,2632.1,2628.97,0.73,127899,144300,1.0
987,38,23,2023,461692.44,477832.44,176.65,-33.31,-21.15,-26.28,99.35,176.84,0.0,0.0,87.0,4.42,6.0,-2.46,0.511,4.87,0.99,0.77,0.42,85.88,186.01,158.14,0.58,1.31,1.63,-13.83,-4.19,4.12,2625.2,2613.6,0.5,124211,155800,1.0
988,39,94,1994,10145.612,19017.612,13.38,-165.96,0.0,-167.05,7.73,0.0,0.0,23.01,0.0,,5.0,-2.21,0.132,6.44,,,,,15.38,11.83,-2.46,-5.83,8.18,47.92,,,753.6,758.267,0.93,0,41567,1.0
989,39,95,1995,8773.091,15576.091,11.96,-199.35,0.0,-200.11,12.0,0.0,18.52,20.96,0.0,,5.0,-2.41,0.107,3.53,,,,,13.83,11.38,3.26,1.52,-5.36,-19.55,,,747.9,733.536,0.29,0,42130,1.0
990,39,96,1996,14715.31,20789.31,19.58,-211.92,0.0,-212.26,11.18,0.0,25.43,25.46,0.0,,6.0,-2.0,0.098,8.27,,,,,21.38,12.08,-2.46,4.92,61.09,30.58,,,801.829,751.548,0.88,0,39078,1.0
991,39,97,1997,38501.49,45797.49,29.79,-226.05,0.0,-226.35,10.27,0.0,18.22,22.95,0.0,,1.0,-1.32,0.14,8.79,,,,,31.79,18.04,-71.97,1.37,-33.32,-18.32,,,1311.111,1292.43,1.21,0,67785,1.0
992,39,98,1998,46095.485,56527.485,36.5,-257.5,0.0,-256.88,16.14,0.0,21.22,30.85,0.0,,6.0,-2.37,0.091,4.63,,,,,42.13,28.46,2.29,5.48,8.94,61.82,,,1272.924,1262.89,0.94,0,69033,1.0
993,39,99,1999,60202.813,70902.813,47.33,-249.81,0.0,-249.26,20.22,0.0,22.55,33.77,0.0,,5.0,-2.81,0.092,4.03,,,,,51.33,26.83,-0.72,1.28,12.41,5.88,,,1269.15,1271.98,1.51,0,72683,1.0
994,39,0,2000,64258.96,55225.96,51.79,-272.56,0.0,-271.79,17.07,31.54,28.96,33.16,-4.76,,6.0,-2.18,0.037,6.88,,,,,59.29,44.33,2.45,5.97,7.84,30.53,,,1912.9,1240.76,1.61,0,74801,1.0
995,39,1,2001,87630.586,149324.586,45.44,-331.95,0.0,-325.0,11.83,29.27,15.87,27.81,-38.89,,2.0,3.76,0.252,2.85,,,,,65.67,36.88,-55.43,0.88,8.41,-22.49,,,1884.1,1928.49,1.76,0,74801,1.0
996,39,2,2002,72087.571,111270.571,36.53,-312.73,0.0,-307.62,8.99,25.47,12.34,20.01,-26.08,,2.0,-2.74,0.111,-1.08,,,,,55.98,30.82,-2.33,-0.07,-14.17,-72.03,,,1972.4,1973.38,1.51,0,95812,1.0
997,39,3,2003,47969.04,91545.04,24.0,-344.39,0.0,-339.59,-5.56,27.63,9.34,22.27,-27.74,,3.0,-2.28,0.122,6.61,,,,,39.6,15.95,-1.28,-0.36,2.38,0.0,,,1990.123,1998.71,1.76,0,94335,1.0
998,39,4,2004,75025.433,135877.433,36.73,-339.91,0.0,-335.87,1.99,33.83,0.0,32.92,-29.21,,7.0,-2.65,0.14,-2.63,,,,,37.3,20.75,-2.2,-1.62,10.11,305.0,,,2009.0,2042.62,1.83,0,93453,1.0
999,39,5,2005,138726.972,257640.972,39.01,-279.72,0.0,-275.3,6.03,34.76,11.34,23.52,0.51,,3.0,-0.01,0.291,4.26,,,,,43.01,35.19,-74.1,-0.08,-8.16,-52.16,,,2780.0,3556.19,1.95,0,160968,1.0
1000,39,6,2006,138386.726,224422.726,39.69,-287.81,0.0,-276.63,-7.22,35.98,24.29,27.87,0.95,,5.0,-2.41,0.167,4.31,,,,,40.2,33.27,1.95,1.97,2.62,53.55,,,3492.0,3486.69,1.35,0,168847,1.0
1001,39,7,2007,167199.144,295772.144,48.3,-314.83,0.0,-309.87,-21.44,42.01,48.9,37.48,-5.6,,4.0,-2.72,0.204,12.11,,,,,48.95,38.05,0.72,1.36,13.74,69.75,,,3470.0,3461.68,0.64,0,174360,1.0
1002,39,8,2008,146986.137,372817.137,43.65,-411.99,0.0,-406.46,-73.5,49.23,57.1,42.97,-22.65,,3.0,-1.99,0.258,12.81,,,,,53.2,40.46,2.72,5.56,19.42,7.18,,,3403.6,3367.38,0.97,229510,180667,1.0
1003,39,9,2009,118487.218,426320.218,31.53,-435.67,0.0,-432.0,-54.89,44.68,10.85,21.05,-2.42,,3.0,-1.28,0.283,12.2,,,,,49.85,22.72,-11.6,-9.71,-7.82,-68.82,,,3501.0,3757.92,0.76,233908,224961,1.0
1004,39,10,2010,164261.473,446829.473,41.67,-359.42,0.0,-348.66,-9.11,58.61,14.46,34.58,-14.03,,8.0,-2.47,0.202,-6.91,,,,,47.16,15.9,-4.9,-3.5,35.57,67.41,,,3862.8,3941.96,1.15,231559,222316,1.0
1005,39,11,2011,165874.502,464775.502,42.42,-403.02,0.0,-391.56,25.58,58.28,0.0,55.5,-26.12,,7.0,-2.36,0.23,-1.55,,,,,47.81,35.63,0.8,1.81,-0.25,75.22,,,3956.3,3910.29,1.14,225114,239831,1.0
1006,39,12,2012,125441.943,318674.943,33.25,-416.83,0.0,-406.67,78.43,54.1,0.0,59.45,8.94,,7.0,-2.79,0.174,4.14,,,,,48.0,28.38,3.52,7.07,-3.95,13.13,,,3900.4,3772.69,1.58,223070,260157,1.0
1007,39,13,2013,167259.682,331807.682,43.97,-422.82,0.0,-413.19,98.87,52.66,0.0,64.91,15.12,,6.0,-2.48,0.159,4.92,,,,,46.27,31.0,-0.83,0.99,2.35,16.07,,,3809.4,3803.95,1.67,217055,258965,1.0
1008,39,14,2014,219657.313,228724.313,58.48,-404.33,0.0,-394.29,181.98,52.11,0.0,60.48,18.97,,5.0,-2.62,0.089,2.5,,,,,58.48,44.57,1.26,2.18,0.54,-16.54,,,3782.4,3756.11,2.0,207543,251196,1.0
1009,39,15,2015,232471.558,113171.558,62.58,-411.73,0.0,-402.98,201.41,51.03,0.0,70.56,56.53,,8.0,-2.41,0.038,5.86,,,,,63.15,53.31,1.1,2.05,-1.87,21.89,,,3763.5,3714.79,1.81,205115,241359,1.0
1010,39,16,2016,241898.924,232779.924,66.03,-409.96,0.0,-407.53,187.94,50.52,41.63,78.34,31.6,,6.0,-2.83,0.083,-6.63,,,,,70.08,54.38,1.38,2.32,-1.03,13.42,,,3741.2,3663.47,1.16,200881,234598,1.0
1011,39,17,2017,307295.085,273416.085,86.29,-451.61,0.0,-447.91,206.99,53.34,39.43,82.46,0.0,,6.0,-2.4,0.083,3.7,,,,,87.13,53.07,2.79,2.96,5.57,3.17,,,3658.8,3561.19,1.18,196792,242315,1.0
1012,39,18,2018,366301.582,296947.582,106.94,-480.07,0.0,-472.85,181.02,57.51,36.78,85.22,0.0,,3.0,-2.15,0.064,0.28,,,,,107.83,82.15,3.82,4.21,7.59,1.94,,,3551.6,3425.3,1.33,192658,252539,1.0
1013,39,19,2019,319780.667,418362.667,97.62,-566.84,0.0,-558.04,178.35,70.77,50.92,104.34,0.0,,7.0,-2.36,0.13,8.25,,,,,118.77,92.14,4.37,6.25,13.17,42.63,,,3396.4,3275.77,1.2,195417,256105,1.0
1014,39,20,2020,429912.388,525692.388,139.4,-590.8,0.0,-581.84,143.33,85.7,60.89,118.98,0.0,,7.0,-2.38,0.126,3.14,,,,,139.4,97.11,5.85,5.58,12.42,19.11,,,3221.5,3084.02,1.19,195467,256981,1.0
1015,39,21,2021,387491.07,216838.07,127.07,-728.61,0.0,-716.21,106.19,99.35,51.6,113.28,0.0,,4.0,-2.08,0.029,10.96,,,,,141.09,79.03,1.12,1.68,8.4,-17.16,,,3082.4,3049.43,1.22,199515,255351,1.0
1016,39,22,2022,466206.153,114809.153,158.35,-821.41,0.0,-807.11,109.03,108.88,100.22,154.21,0.0,,7.0,-2.4,-0.027,2.66,,,,,171.78,125.65,3.45,3.95,3.54,72.97,,,3021.5,2944.15,1.15,199031,271025,1.0
1017,39,23,2023,393484.266,193546.266,134.1,-889.31,0.0,-866.65,179.11,133.97,76.92,137.54,0.0,,6.0,-2.35,0.017,1.87,,,,,168.44,101.96,0.34,0.8,7.73,-21.29,,,2965.8,2934.26,1.12,203141,293723,1.0
1018,40,94,1994,57918.28,60020.28,11.16,-1.24,-0.58,-1.14,2.81,0.0,0.0,2.58,3.31,7.74,7.0,-2.56,0.605,4.6,0.86,0.65,0.19,,11.25,9.5,0.71,0.92,9.32,33.87,14.58,0.0,5180.952,5189.81,1.13,0,34000,1.0
1019,40,95,1995,65736.042,67859.042,12.88,-1.42,-0.67,-1.32,3.88,8.95,8.08,3.07,4.02,7.65,7.0,-2.54,0.612,2.94,0.84,0.67,0.22,,13.28,9.84,1.66,1.71,17.47,19.28,20.61,17.16,5160.0,5103.73,0.44,0,33000,1.0
1020,40,96,1996,92970.752,95867.752,18.56,-1.69,-0.84,-1.58,5.21,11.97,8.65,3.18,4.57,8.98,6.0,-2.65,0.597,5.88,0.74,0.59,0.16,,20.03,12.28,1.85,1.84,13.72,18.18,13.07,17.07,5050.0,5009.2,0.57,0,32000,1.0
1021,40,97,1997,130549.957,133629.957,26.31,-1.73,-0.83,-1.63,6.2,14.48,8.27,3.65,5.35,11.12,6.0,-2.77,0.614,6.68,0.8,0.67,0.19,,27.0,18.19,0.94,1.07,4.08,17.95,0.11,14.59,4988.0,4961.99,0.33,0,26000,1.0
1022,40,98,1998,164741.608,166879.608,33.34,-1.59,-0.74,-1.5,7.31,15.56,7.8,4.39,6.63,13.97,7.0,-2.8,0.582,3.53,0.81,0.68,0.24,,35.94,25.94,0.42,0.67,1.35,18.84,24.2,12.15,4954.0,4941.26,1.17,0,29500,1.0
1023,40,99,1999,165189.505,168531.505,33.5,-1.81,-0.88,-1.47,7.36,16.55,7.48,4.9,7.26,12.42,5.0,-2.49,0.696,11.81,0.74,0.64,0.21,,43.97,28.09,0.21,0.76,0.48,-13.41,0.45,11.13,4934.0,4931.03,1.13,0,28600,1.0
1024,40,0,2000,143993.96,148408.96,29.13,-2.08,-1.14,-1.7,6.73,18.38,3.2,4.05,6.71,9.77,3.0,-2.66,0.728,9.11,0.66,0.55,0.18,,35.25,23.78,-0.25,-0.11,2.87,-30.99,-14.59,6.69,4938.0,4943.15,1.22,0,37400,1.0
1025,40,1,2001,151421.274,155180.274,30.47,-1.94,-0.99,-1.56,6.54,22.57,0.0,3.78,6.1,10.65,7.0,-2.79,0.605,-1.17,0.71,0.6,0.2,,33.44,21.69,-0.53,-0.13,3.15,-10.2,-6.56,-1.1,4954.0,4969.52,0.49,0,36900,1.0
