enterprise_id,years,roe_%,roe_%_adjusted_to_book_value,roa_%,return-on-tangible-equity,return-on-tangible-asset,roc_(joel_greenblatt)_%,roce_%,5-year_rore_%,1-year_roiic_%,roic_%,wacc_%,effective_interest_rate_on_debt_%,gross_margin_%,operating_margin_%,net_margin_%,ebitda_margin_%,fcf_margin_%,debt-to-equity,equity-to-asset,debt-to-asset,liabilities-to-assets,gross-profit-to-asset_%,degree_of_financial_leverage,asset_turnover,dividend_payout_ratio,days_sales_outstanding,days_payable,days_inventory,cash_conversion_cycle,receivables_turnover,inventory_turnover,cogs-to-revenue,inventory-to-revenue,capex-to-revenue,capex-to-operating-income,capex-to-operating-cash-flow
86,2007,19.668,6.15,7.788,25.389,8.551,24.99,22.01,9.88,12.32,12.6,5.33,4.65,24.224,5.884,3.239,7.531,1.312,0.634,0.406,0.257,0.594,58.245,0.11,2.404,0.229,2.84,37.05,45.35,11.14,128.67,8.05,0.76,0.094,0.045,0.764,0.774
86,2008,20.179,6.47,8.081,26.374,8.92,24.03,21.77,10.55,5.99,12.05,2.7,5.03,24.637,5.823,3.377,7.58,1.513,0.691,0.395,0.273,0.605,58.956,2.09,2.393,0.278,3.14,37.78,44.22,9.58,116.33,8.25,0.75,0.091,0.04,0.68,0.724
86,2009,20.603,7.28,8.186,27.1,9.047,23.95,21.64,9.27,-11.07,12.03,4.66,5.03,24.814,5.632,3.31,7.369,2.881,0.647,0.399,0.258,0.587,61.364,2.49,2.473,0.284,3.41,35.54,41.83,9.7,107.13,8.73,0.75,0.086,0.028,0.505,0.497
86,2010,21.171,7.38,8.609,27.537,9.502,24.43,21.7,8.78,24.66,13.01,4.88,4.94,25.48,5.882,3.521,7.68,3.447,0.586,0.414,0.242,0.572,62.293,1.68,2.445,0.292,3.6,35.59,40.34,8.35,101.4,9.05,0.75,0.082,0.03,0.508,0.464
86,2011,23.58,8.19,9.333,30.887,10.298,24.5,21.72,14.15,14.26,13.21,5.27,4.84,25.342,6.055,3.885,7.914,2.594,0.727,0.379,0.276,0.604,60.881,3.52,2.402,0.289,3.99,37.16,40.07,6.9,91.38,9.11,0.75,0.082,0.03,0.497,0.537
86,2012,22.45,7.64,8.391,30.649,9.323,24.21,21.05,10.29,5.45,12.78,3.61,4.49,24.975,5.933,3.516,7.784,2.406,0.749,0.369,0.276,0.606,59.604,0.19,2.387,0.322,4.51,38.29,42.03,8.25,80.99,8.68,0.75,0.086,0.03,0.51,0.557
86,2013,23.025,7.57,8.574,31.92,9.567,24.38,21.27,11.02,11.55,12.72,3.97,4.18,24.827,5.916,3.627,7.765,2.708,0.709,0.376,0.267,0.595,58.689,2.28,2.364,0.317,4.95,38.69,43.78,10.04,73.77,8.34,0.75,0.09,0.028,0.465,0.504
86,2014,20.999,6.62,7.857,28.461,8.711,23.01,20.24,7.82,751.23,11.58,4.38,4.22,24.822,5.642,3.364,7.529,2.129,0.743,0.372,0.277,0.595,57.974,0.82,2.336,0.388,5.15,38.48,45.19,11.86,70.85,8.08,0.75,0.093,0.028,0.488,0.564
86,2015,20.759,6.16,8.016,27.263,8.83,23.24,19.92,3.52,-4.12,12.16,3.31,4.61,24.825,5.59,3.369,7.502,3.375,0.616,0.4,0.247,0.578,59.066,3.5,2.379,0.385,5.06,37.9,44.99,12.15,72.19,8.11,0.75,0.093,0.025,0.448,0.426
86,2016,18.147,6.95,7.291,23.114,7.98,20.75,17.71,0.33,105.27,11.5,3.17,5.09,25.127,5,3.048,6.977,3.334,0.621,0.404,0.251,0.581,60.111,0.84,2.392,0.429,4.69,38.88,45.3,11.11,77.75,8.06,0.75,0.093,0.024,0.476,0.417
86,2017,17.232,6.6,6.849,21.897,7.482,19.82,17.14,-4.33,-58.3,10.86,2.49,4.93,25.648,4.685,2.808,6.78,4.333,0.59,0.391,0.231,0.595,62.558,0.72,2.439,0.457,4.3,40.37,44.21,8.14,84.8,8.26,0.74,0.09,0.022,0.466,0.335
86,2018,12.671,3.14,4.89,16.384,5.359,15.24,13.53,-13.03,-16.7,9.37,3.8,5.04,25.372,4.085,1.971,5.593,3.655,0.597,0.381,0.227,0.605,62.947,1.08,2.481,0.509,4.18,42.78,42.44,3.84,87.4,8.6,0.75,0.087,0.02,0.492,0.355
86,2019,8.872,2.32,3.148,13.216,3.563,12.21,10.31,-28.97,-122.48,8.5,5.88,4.49,25.098,4.268,1.297,4.76,3.384,0.8,0.331,0.265,0.637,60.924,1.45,2.427,0.92,4.22,44.12,41.71,1.81,86.48,8.75,0.75,0.086,0.02,0.471,0.373
86,2020,20.224,4.71,6.53,35.051,7.563,19.05,15.12,6.53,80.42,8.83,4.78,3.98,24.689,3.926,2.84,6.432,2.777,0.97,0.316,0.306,0.655,56.763,1.98,2.299,0.408,4.38,43.49,41.02,1.91,83.39,8.9,0.75,0.085,0.02,0.52,0.424
86,2021,17.366,3.54,5.526,28.282,6.299,19.32,14.36,3.59,-730.91,8.17,3.37,3.41,24.83,4.033,2.416,6.086,4.616,0.782,0.321,0.25,0.653,56.785,-12.28,2.287,0.455,4.18,41.73,38.81,1.26,87.37,9.4,0.75,0.08,0.018,0.455,0.285
86,2022,16.656,3.59,5.498,25.754,6.224,18.6,13.04,16.51,106.51,10.92,4.37,3.31,25.099,4.529,2.387,5.473,1.934,0.689,0.34,0.234,0.625,57.807,-0.33,2.303,0.399,4.71,44.41,43.16,3.46,77.42,8.46,0.75,0.089,0.023,0.505,0.542
86,2023,14.605,2.89,4.786,22.733,5.422,16.51,12.41,18.94,-62.96,7.79,6.08,3.66,24.14,3.342,1.911,4.922,1.96,0.768,0.315,0.242,0.655,60.472,1.65,2.505,0.525,4.84,42.9,44.51,6.45,75.41,8.2,0.76,0.092,0.028,0.825,0.584
