,enterprise_id,years,roe_%,roe_%_adjusted_to_book_value,roa_%,return-on-tangible-equity,return-on-tangible-asset,roc_(joel_greenblatt)_%,roce_%,5-year_rore_%,1-year_roiic_%,roic_%,wacc_%,effective_interest_rate_on_debt_%,gross_margin_%,operating_margin_%,net_margin_%,ebitda_margin_%,fcf_margin_%,debt-to-equity,equity-to-asset,debt-to-asset,liabilities-to-assets,gross-profit-to-asset_%,degree_of_financial_leverage,asset_turnover,dividend_payout_ratio,days_sales_outstanding,days_payable,days_inventory,cash_conversion_cycle,receivables_turnover,inventory_turnover,cogs-to-revenue,inventory-to-revenue,capex-to-revenue,capex-to-operating-income,capex-to-operating-cash-flow,net_interest_margin_(bank_only)_%
1034,40,2010,30.147,5.7,15.302,68.452,21.373,92.81,29.77,16.54,-8.66,17.4,7.22,3.35,64.221,26.56,22.02,34.001,19.984,0.478,0.51,0.244,0.479,44.628,1.03,0.695,0.562,40.33,45.76,74.74,69.31,9.05,4.88,0.36,0.073,0.064,0.242,0.243,
1035,40,2011,42.246,8.69,19.388,146.741,28.8,111.43,33.44,37.71,0.99,14.14,6.67,4.16,63.857,23.956,33.563,46.65,20.835,0.755,0.425,0.321,0.571,36.887,1.2,0.578,0.348,42.55,47.4,71.95,67.1,8.58,5.07,0.36,0.071,0.063,0.263,0.232,
1036,40,2012,27.408,5.47,11.229,213.003,17.462,72.26,21.57,13.15,11.73,11.68,4.3,1.6,60.863,21.858,18.444,29.713,14.082,0.903,0.396,0.357,0.601,37.054,1.31,0.609,0.508,36.66,40.67,57.53,53.52,9.96,6.34,0.39,0.062,0.063,0.287,0.308,
1037,40,2013,27.998,5.67,10.857,191.507,16.23,69.09,21.41,15.63,14.47,11.53,3.61,1.3,60.32,22.788,18.783,29.548,16.38,0.995,0.381,0.378,0.615,34.865,2.33,0.578,0.511,36.79,39.66,60.88,58.01,9.92,6.0,0.4,0.066,0.058,0.254,0.261,
1038,40,2014,26.027,4.75,9.742,155.86,14.156,69.37,19.8,8.81,-20.73,10.41,3.96,1.33,60.684,22.647,18.321,29.703,17.057,1.118,0.368,0.412,0.629,32.268,1.63,0.532,0.57,37.52,38.66,64.8,63.66,9.73,5.63,0.39,0.07,0.054,0.24,0.242,
1039,40,2015,22.358,3.68,7.797,149.274,11.082,60.6,16.09,-20.17,-3.34,9.78,5.6,1.23,61.109,22.321,15.431,25.619,17.846,1.377,0.329,0.454,0.668,30.876,0.91,0.505,0.719,37.05,41.03,65.06,61.08,9.85,5.61,0.39,0.069,0.052,0.234,0.227,
1040,40,2016,26.313,3.62,8.077,273.78,11.179,67.07,17.05,-5.36,4.22,9.27,6.15,1.99,60.532,21.558,16.596,28.065,18.005,1.726,0.284,0.49,0.714,29.461,0.76,0.487,0.728,34.64,50.99,62.66,46.31,10.54,5.83,0.39,0.068,0.058,0.267,0.242,
1041,40,2017,26.851,3.48,7.364,388.975,9.889,65.99,14.33,-18.43,-12.48,10.36,5.73,1.63,60.669,22.557,15.591,25.455,15.599,1.982,0.264,0.524,0.734,28.655,0.67,0.472,0.856,33.99,60.71,61.82,35.1,10.74,5.9,0.39,0.067,0.054,0.24,0.257,
1042,40,2018,6.219,0.54,1.425,105.317,1.817,61.16,12.75,-417.95,771.28,2.34,4.69,1.83,62.109,24.555,3.446,24.862,14.611,2.793,0.194,0.543,0.784,25.68,6.46,0.413,3.304,37.91,66.1,70.89,42.7,9.63,5.15,0.38,0.074,0.048,0.197,0.249,
1043,40,2019,37.788,3.18,7.52,,9.683,79.85,15.94,20.0,127.65,10.4,4.54,2.07,61.904,28.551,18.758,29.916,17.723,2.604,0.204,0.531,0.771,24.818,26.84,0.401,0.965,39.12,69.93,79.97,49.16,9.33,4.56,0.38,0.083,0.045,0.158,0.203,
1044,40,2020,49.608,3.98,10.519,,14.714,114.82,20.61,-114.29,15.74,10.67,3.51,2.18,60.771,27.556,23.936,35.145,22.586,2.253,0.22,0.495,0.756,26.707,1.29,0.439,0.76,37.49,81.43,80.52,36.58,9.74,4.53,0.39,0.087,0.055,0.2,0.196,
1045,40,2021,40.475,3.31,8.921,,13.091,103.5,16.94,-52.73,8.79,10.09,4.21,3.36,59.311,29.457,23.466,38.535,26.253,2.217,0.221,0.49,0.756,22.549,2.91,0.38,0.852,39.33,99.46,90.28,30.15,9.28,4.04,0.41,0.101,0.036,0.121,0.12,
1046,40,2022,46.201,4.15,10.758,,16.493,135.5,19.06,-2842.86,18.09,11.71,5.84,3.73,60.272,28.558,25.278,40.031,29.124,1.859,0.244,0.453,0.737,25.652,1.04,0.426,0.812,31.42,96.48,79.38,14.32,11.62,4.6,0.4,0.086,0.035,0.124,0.108,
1047,40,2023,40.515,3.55,10.199,,16.054,127.2,17.05,44.3,-33.65,13.02,7.0,2.15,58.143,28.002,22.189,32.155,22.17,1.624,0.26,0.422,0.722,26.726,0.26,0.46,0.715,29.7,100.47,77.53,6.76,12.29,4.71,0.42,0.089,0.035,0.123,0.135,
1048,41,1994,20.017,5.69,3.576,20.017,3.576,14.78,14.87,0.0,136.49,7.33,7.24,0.0,43.109,13.905,4.84,24.651,7.178,2.142,0.195,0.418,0.699,31.853,4.4,0.739,0.244,0.0,43.95,37.37,-6.58,0.0,9.77,0.57,0.058,0.098,0.708,0.578,
1049,41,1995,27.544,8.17,5.993,29.335,6.073,20.07,18.36,0.0,67.85,10.02,9.49,0.0,44.412,17.116,7.488,27.186,8.189,1.508,0.238,0.359,0.656,35.542,1.73,0.8,0.187,0.0,44.57,36.33,-8.24,0.0,10.05,0.56,0.055,0.12,0.703,0.595,
1050,41,1996,26.735,6.34,6.846,30.896,7.091,20.96,18.58,28.42,5.66,9.94,11.83,0.0,43.516,16.942,8.328,25.811,0.35,1.176,0.271,0.319,0.63,35.772,1.77,0.822,0.23,0.0,50.02,40.16,-9.86,0.0,9.09,0.56,0.062,0.191,1.126,0.982,
1051,41,1997,18.077,4.78,4.832,31.811,5.463,18.5,17.42,56.33,4.11,8.47,11.19,0.0,42.369,15.846,6.339,25.287,-6.451,1.633,0.265,0.433,0.669,32.3,-0.09,0.762,0.19,74.99,48.4,38.44,65.03,4.87,9.5,0.58,0.061,0.201,1.267,1.474,
1052,41,1998,19.304,5.78,5.278,44.751,6.249,16.74,14.66,23.87,-20.36,8.24,8.53,0.0,41.626,17.698,8.553,27.075,-3.168,1.504,0.281,0.423,0.652,25.684,1.78,0.617,0.192,72.65,52.23,42.32,62.74,5.02,8.62,0.58,0.068,0.19,1.076,1.199,
1053,41,1999,18.462,7.76,5.344,40.113,6.333,16.13,12.72,14.35,-0.9,8.61,7.52,0.0,41.92,17.443,8.794,27.105,3.373,1.36,0.297,0.404,0.643,25.475,-3.06,0.608,0.201,71.37,49.48,42.13,64.02,5.11,8.66,0.58,0.067,0.162,0.926,0.827,
1054,41,2000,18.064,5.18,5.45,24.629,5.926,14.41,11.78,9.31,-177.66,7.27,9.7,0.0,41.108,16.254,9.291,25.846,6.812,1.266,0.306,0.388,0.647,24.112,-0.16,0.587,0.242,69.51,49.37,42.02,62.16,5.25,8.69,0.59,0.068,0.141,0.866,0.674,
1055,41,2001,15.31,5.1,4.689,15.31,4.689,13.73,11.48,5.3,-3.41,7.33,9.38,0.0,39.024,14.019,7.198,23.359,3.867,1.321,0.306,0.405,0.676,25.42,3.76,0.651,0.252,62.39,45.7,36.03,52.72,5.85,10.13,0.61,0.06,0.14,0.996,0.783,
1056,41,2002,17.717,4.89,5.557,17.717,5.557,15.56,12.46,1.63,-25.51,8.38,8.99,0.0,40.675,15.51,8.337,25.184,8.24,1.207,0.321,0.387,0.661,27.111,1.07,0.667,0.243,61.32,49.02,34.83,47.13,5.95,10.48,0.59,0.057,0.115,0.744,0.583,
1057,41,2003,16.982,4.23,5.412,21.629,5.809,18.14,14.4,7.06,-39.59,10.21,7.76,0.0,42.473,17.999,7.976,27.418,9.809,1.174,0.316,0.371,0.662,28.817,1.76,0.678,0.248,61.11,48.93,34.89,47.07,5.97,10.46,0.58,0.055,0.097,0.54,0.498,
1058,41,2004,21.555,5.35,7.449,35.868,8.641,17.17,13.67,8.18,-0.54,9.75,7.19,0.0,40.709,16.426,10.422,25.637,2.744,0.912,0.372,0.339,0.605,29.097,-60.98,0.715,0.257,59.24,43.38,31.75,47.61,6.16,11.5,0.59,0.052,0.175,1.066,0.865,
1059,41,2005,20.818,5.26,7.667,35.507,9.044,18.19,14.52,16.33,6.67,9.66,7.27,0.0,39.536,16.727,10.57,25.493,8.72,0.977,0.365,0.357,0.612,28.675,0.9,0.725,0.292,60.69,41.88,28.84,47.65,6.01,12.66,0.6,0.048,0.101,0.606,0.537,
1060,41,2006,19.334,4.41,7.129,34.205,8.489,19.85,15.68,13.61,13.95,8.98,7.56,0.0,39.381,16.889,9.483,25.575,7.811,0.883,0.372,0.329,0.609,29.604,0.31,0.752,0.327,62.38,44.87,27.57,45.08,5.85,13.24,0.61,0.046,0.115,0.678,0.595,
1061,41,2007,23.368,5.59,9.151,38.399,10.808,22.12,17.03,17.63,145.73,11.45,7.12,0.0,40.317,18.248,11.869,26.61,7.833,0.695,0.41,0.285,0.57,31.084,2.08,0.771,0.342,62.31,48.53,27.7,41.48,5.86,13.18,0.6,0.045,0.132,0.724,0.628,
1062,41,2008,24.278,4.5,9.614,39.824,11.373,22.78,17.79,21.19,8.41,11.93,6.47,0.0,40.896,18.996,12.519,27.228,6.19,0.815,0.384,0.313,0.592,31.408,1.18,0.768,0.332,61.71,49.26,28.08,40.53,5.92,13.0,0.59,0.045,0.146,0.77,0.703,
1063,41,2009,26.467,5.82,9.162,48.247,10.859,22.27,18.26,17.65,8.35,11.0,6.61,0.0,39.839,17.599,11.217,25.472,3.955,1.253,0.307,0.385,0.67,32.539,0.78,0.817,0.36,56.24,46.03,25.82,36.03,6.49,14.13,0.6,0.043,0.149,0.848,0.79,
1064,41,2010,26.898,5.81,9.163,49.351,10.844,17.33,13.95,17.06,45.7,12.69,7.91,2.64,43.814,21.003,14.002,27.032,9.111,0.951,0.371,0.353,0.606,28.673,-0.32,0.654,0.328,64.86,56.22,29.81,38.45,5.63,12.24,0.56,0.046,0.151,0.719,0.624,
1065,41,2011,21.518,4.3,8.077,35.688,9.491,21.08,16.28,7.52,-38.73,9.58,7.54,2.36,43.12,21.56,11.813,29.794,5.111,0.959,0.379,0.364,0.598,29.482,-0.13,0.684,0.38,58.51,49.48,24.61,33.64,6.24,14.83,0.57,0.038,0.137,0.636,0.729,
1066,41,2012,29.645,5.09,10.572,51.108,12.435,23.7,18.4,14.5,120.76,12.28,6.13,2.64,42.606,21.881,14.86,30.981,5.848,1.196,0.336,0.401,0.632,30.313,2.17,0.711,0.368,55.37,48.78,24.16,30.75,6.59,15.11,0.57,0.038,0.16,0.73,0.732,
1067,41,2013,29.294,5.48,9.824,53.434,11.578,21.32,16.66,13.3,3.04,11.78,5.96,2.24,43.015,21.908,15.075,30.764,5.096,1.214,0.335,0.407,0.631,28.032,-1.83,0.652,0.395,57.12,52.05,26.59,31.66,6.39,13.73,0.57,0.042,0.194,0.887,0.792,
1068,41,2014,27.697,4.78,9.154,56.586,11.012,20.77,15.84,12.58,4.37,11.07,6.2,2.25,43.447,22.013,14.717,31.346,7.522,1.333,0.326,0.435,0.639,27.023,0.64,0.622,0.405,54.76,50.04,26.57,31.29,6.67,13.74,0.57,0.041,0.169,0.77,0.692,
1069,41,2015,27.698,4.16,8.465,71.81,10.421,20.17,14.96,12.25,-3.48,10.65,5.5,2.36,43.274,22.301,13.803,30.783,9.761,1.641,0.284,0.467,0.687,26.539,2.77,0.613,0.415,52.95,46.79,27.71,33.87,6.89,13.17,0.57,0.043,0.138,0.617,0.585,
1070,41,2016,30.903,4.65,8.123,113.168,10.042,18.87,13.77,-0.56,13.03,10.13,6.61,1.74,44.692,22.875,14.356,31.802,10.709,2.103,0.24,0.504,0.732,25.289,0.6,0.566,0.493,56.68,50.68,33.13,39.13,6.44,11.02,0.55,0.05,0.143,0.625,0.572,
1071,41,2017,31.881,4.79,7.968,139.147,9.869,18.81,13.45,-2.65,-12.02,9.95,7.45,2.03,44.418,22.024,14.24,31.897,12.569,1.895,0.26,0.492,0.718,24.855,0.73,0.56,0.547,56.15,52.9,33.69,36.94,6.5,10.83,0.56,0.051,0.139,0.631,0.525,
1072,41,2018,22.593,3.07,6.271,75.098,7.782,20.43,14.65,-12.4,-23.97,7.63,8.04,2.18,43.811,21.941,10.979,32.338,15.232,1.496,0.294,0.44,0.681,25.025,-1.54,0.571,0.538,55.5,52.27,33.29,36.52,6.58,10.97,0.56,0.051,0.115,0.526,0.431,
1073,41,2019,15.208,9.22,7.698,83.456,13.135,24.02,10.97,39.12,0.53,3.7,5.68,2.49,39.202,15.125,29.53,48.409,12.261,0.296,0.553,0.164,0.389,10.219,1.77,0.261,0.52,76.56,83.78,45.83,38.61,4.77,7.96,0.61,0.076,0.127,0.839,0.509,
1074,41,2020,4.54,1.96,2.539,31.699,4.875,10.2,4.1,-7.07,-165.18,2.91,4.4,1.63,41.037,11.577,8.095,27.802,8.878,0.304,0.567,0.172,0.404,12.871,1.63,0.314,0.477,56.45,71.11,36.71,22.05,6.47,9.94,0.59,0.059,0.13,1.127,0.595,
1075,41,2021,5.189,1.78,2.861,56.52,5.73,12.15,4.89,-3.46,23.88,3.49,5.02,1.59,43.534,14.275,9.18,30.338,14.789,0.364,0.536,0.195,0.438,13.567,0.74,0.312,0.468,56.87,75.47,40.65,22.05,6.42,8.98,0.56,0.063,0.125,0.874,0.458,
1076,41,2022,8.376,2.09,4.506,124.89,9.044,18.55,7.4,19.21,-18.07,4.87,6.68,1.05,43.029,17.157,12.425,32.163,21.56,0.346,0.54,0.186,0.443,15.603,1.24,0.363,0.397,51.36,68.64,36.02,18.74,7.11,10.13,0.57,0.056,0.1,0.584,0.317,
1077,41,2023,9.866,2.46,5.143,166.346,10.092,22.39,8.78,-26.97,-34.82,6.15,9.11,1.26,41.704,19.362,12.43,29.859,17.057,0.469,0.502,0.236,0.48,17.256,1.37,0.414,0.381,49.55,60.97,34.82,23.4,7.37,10.48,0.58,0.056,0.095,0.491,0.358,
1078,42,1994,10.151,2.67,5.249,13.979,6.115,15.78,10.06,-24.91,-41.62,5.48,12.0,0.0,75.812,10.114,7.442,16.287,13.691,0.298,0.475,0.141,0.525,53.472,1.0,0.705,1.676,0.0,76.38,238.71,162.33,0.0,1.53,0.24,0.158,0.098,0.971,0.418,
1079,42,1995,25.918,7.24,10.659,60.178,13.918,41.69,23.11,7.96,12.12,10.4,12.35,0.0,78.158,31.426,22.517,38.993,16.734,0.906,0.369,0.334,0.631,36.999,1.03,0.473,0.577,0.0,176.69,303.1,126.41,0.0,1.2,0.22,0.181,0.101,0.321,0.376,
1080,42,1996,42.47,7.45,15.843,201.708,22.456,45.82,21.68,36.18,-19.69,9.92,9.27,0.0,80.307,29.3,33.87,37.486,18.825,0.829,0.377,0.312,0.623,37.564,7.8,0.468,0.592,0.0,259.8,247.79,-12.01,0.0,1.47,0.2,0.134,0.082,0.278,0.302,
1081,42,1997,26.421,3.97,10.609,89.636,14.801,47.46,20.93,25.93,-20.38,11.13,12.93,0.0,81.015,29.211,21.77,36.978,22.113,0.611,0.426,0.261,0.574,39.483,-10.52,0.487,0.575,90.6,253.75,236.4,73.25,4.03,1.54,0.19,0.123,0.063,0.217,0.223,
1082,42,1998,-7.168,-0.43,-2.865,-14.906,-3.615,57.53,26.4,-62.15,-21.37,13.96,12.26,0.0,82.02,30.527,-4.821,36.909,25.465,0.55,0.369,0.203,0.618,48.738,-6.6,0.594,0.547,79.38,230.61,226.45,75.22,4.6,1.61,0.18,0.112,0.046,0.15,0.153,
1083,42,1999,46.234,2.1,16.668,69.851,18.982,68.91,34.5,29.73,-27.35,21.09,9.21,0.0,83.493,30.579,22.712,35.888,23.925,0.534,0.352,0.188,0.648,61.273,-38.23,0.734,0.431,0.0,259.92,227.49,-32.43,0.0,1.6,0.17,0.103,0.045,0.149,0.16,
1084,42,2000,57.632,3.99,21.408,69.715,22.881,83.28,39.86,11.96,-30.94,26.57,9.58,0.0,83.422,33.627,27.202,38.023,20.908,0.609,0.391,0.238,0.609,65.652,1.65,0.787,0.408,67.24,179.55,209.04,96.73,5.43,1.75,0.17,0.095,0.053,0.157,0.202,
1085,42,2001,55.295,3.19,22.226,55.895,22.322,87.27,38.24,36.45,9.15,27.78,4.87,0.0,85.087,32.771,28.151,36.784,28.112,0.466,0.412,0.192,0.588,67.178,2.3,0.79,0.426,63.99,124.76,200.84,140.07,5.7,1.82,0.15,0.082,0.062,0.19,0.182,
1086,42,2002,42.278,3.4,17.864,42.279,17.864,85.65,35.59,62.39,4.69,23.49,4.2,0.0,81.285,32.314,24.085,36.255,24.064,0.481,0.432,0.208,0.568,60.288,-1.8,0.742,0.43,53.32,108.65,164.18,108.85,6.85,2.22,0.19,0.084,0.077,0.237,0.241,
1087,42,2003,35.219,4.09,15.266,35.219,15.266,67.74,26.4,8.94,-22.5,17.55,5.31,0.0,80.352,30.04,24.445,34.491,8.484,0.593,0.434,0.258,0.566,50.18,0.18,0.625,0.528,50.68,109.09,214.29,155.88,7.2,1.7,0.2,0.115,0.102,0.34,0.546,
1088,42,2004,28.393,3.51,12.574,28.393,12.574,59.19,23.26,-1.28,7.88,16.55,7.91,0.0,78.74,27.831,20.352,32.19,15.419,0.5,0.45,0.225,0.55,48.649,-0.99,0.618,0.536,51.28,105.93,235.94,181.29,7.12,1.55,0.21,0.137,0.136,0.487,0.468,
1089,42,2005,17.502,2.98,7.776,17.502,7.776,51.93,21.91,-19.79,-57.53,12.31,8.98,0.0,76.736,26.402,13.062,30.713,7.01,0.596,0.439,0.262,0.561,45.683,-6.69,0.595,0.698,51.67,86.3,240.85,206.22,7.06,1.52,0.23,0.154,0.137,0.519,0.661,
1090,42,2006,18.235,3.08,8.007,18.235,8.007,46.21,20.19,-17.14,-840.9,14.24,9.53,0.0,76.278,24.913,13.517,29.873,4.203,0.602,0.439,0.264,0.561,45.183,-34.92,0.592,0.637,54.48,75.11,219.03,198.4,6.7,1.67,0.24,0.142,0.089,0.356,0.678,
1091,42,2007,24.459,4.55,11.444,24.459,11.444,48.72,23.09,-1.36,47.29,17.84,6.33,0.0,77.398,26.292,16.97,31.401,18.47,0.338,0.5,0.169,0.5,52.194,2.65,0.674,0.526,53.64,80.83,213.47,186.28,6.8,1.71,0.23,0.132,0.069,0.261,0.271,
1092,42,2008,24.121,5.38,12.095,26.81,12.735,51.37,25.08,9.91,14.44,19.06,6.74,0.0,77.198,25.776,15.848,31.399,21.854,0.371,0.502,0.186,0.498,58.917,0.65,0.763,0.507,48.7,73.61,205.92,181.01,7.49,1.77,0.23,0.129,0.058,0.225,0.21,
1093,42,2009,-20.474,-2.98,-7.388,-29.909,-8.337,-11.59,-5.75,259.12,50.99,36.07,6.53,2.95,78.516,27.135,-10.17,0.213,30.564,1.553,0.231,0.358,0.769,57.037,1.39,0.726,0.871,48.85,75.48,209.2,182.57,7.47,1.74,0.21,0.123,0.052,0.193,0.147,
1094,42,2010,53.248,12.35,15.276,100.319,17.653,63.19,30.38,560.53,23.08,21.59,7.95,3.05,80.55,29.172,19.824,31.677,15.939,0.7,0.347,0.243,0.653,62.071,0.5,0.771,0.431,51.17,79.66,229.6,201.11,7.13,1.59,0.19,0.122,0.039,0.134,0.197,
1095,42,2011,46.204,14.22,17.343,75.521,20.301,76.25,29.96,78.89,7.16,25.31,7.19,2.73,81.079,29.347,21.969,34.837,24.571,0.558,0.401,0.223,0.6,64.006,0.82,0.789,0.413,54.07,85.28,224.36,193.15,6.75,1.63,0.19,0.116,0.051,0.175,0.173,
1096,42,2012,33.493,9.43,13.448,54.295,15.892,68.32,22.77,31.4,-3.89,22.33,5.29,2.67,79.133,26.014,17.902,28.448,22.818,0.516,0.402,0.208,0.598,59.444,0.85,0.751,0.438,53.29,79.13,173.48,147.64,6.85,2.1,0.21,0.099,0.07,0.268,0.234,
1097,42,2013,28.888,7.54,12.015,44.378,14.056,71.98,22.02,123.98,-88.99,14.94,3.68,2.84,78.78,22.188,18.088,31.182,18.849,0.375,0.429,0.161,0.571,52.328,-7.25,0.664,0.509,55.99,88.03,188.1,156.06,6.52,1.94,0.21,0.109,0.046,0.208,0.197,
1098,42,2014,28.922,8.95,13.453,40.191,15.471,76.89,23.12,3.23,50.93,16.55,4.35,2.98,78.765,24.004,20.269,32.428,20.083,0.296,0.5,0.148,0.5,52.277,2.15,0.664,0.44,53.46,85.8,207.21,174.87,6.83,1.76,0.21,0.121,0.047,0.197,0.191,
1099,42,2015,14.486,2.91,6.682,19.895,7.64,39.51,11.91,-26.78,-56.85,9.22,4.67,2.25,74.854,16.97,12.187,23.084,14.746,0.522,0.423,0.221,0.576,41.039,1.01,0.548,0.719,62.05,83.15,209.74,188.64,5.88,1.74,0.25,0.144,0.08,0.47,0.351,
1100,42,2016,16.086,2.52,6.702,29.683,8.282,36.85,10.95,-25.68,-13.11,10.93,3.28,2.02,74.762,17.998,12.067,21.94,6.706,0.548,0.41,0.224,0.59,41.52,-0.19,0.555,0.64,61.7,89.36,224.11,196.45,5.92,1.63,0.25,0.155,0.081,0.453,0.549,
1101,42,2017,19.158,3.31,7.362,49.001,9.611,43.65,12.91,-21.72,-1.45,11.38,3.24,2.03,73.094,18.242,12.9,23.823,17.713,0.736,0.361,0.266,0.637,41.713,0.67,0.571,0.669,64.86,85.89,223.97,202.94,5.63,1.63,0.27,0.165,0.051,0.282,0.225,
1102,42,2018,-1.595,-0.2,-0.487,-4.602,-0.609,29.62,8.68,-423.28,-117.01,-0.51,2.76,1.88,77.732,21.277,-1.022,20.512,17.283,1.177,0.258,0.303,0.741,37.061,3.73,0.477,1.964,78.36,113.25,329.09,294.2,4.66,1.11,0.22,0.201,0.108,0.509,0.385,
1103,42,2019,30.176,2.42,7.272,61.056,8.281,43.6,12.56,-205.14,70.56,16.45,5.82,2.03,78.218,28.036,15.037,25.736,11.661,1.048,0.224,0.235,0.752,37.826,-29.92,0.484,0.458,77.61,102.05,294.56,270.12,4.7,1.24,0.22,0.176,0.14,0.501,0.546,
1104,42,2020,133.784,2.77,19.998,,23.611,66.5,19.04,118.84,1302.07,17.74,3.42,3.13,78.847,26.88,37.27,30.911,15.606,5.876,0.066,0.39,0.931,42.306,4.06,0.537,0.487,74.74,100.98,243.1,216.86,4.88,1.5,0.21,0.141,0.061,0.226,0.28,
1105,42,2021,150.178,5.25,14.418,,19.234,90.3,24.62,46.5,21.15,18.89,2.76,2.25,77.655,28.938,25.239,36.322,18.217,2.942,0.121,0.356,0.875,44.359,-0.68,0.571,0.479,77.51,100.25,238.67,215.93,4.71,1.53,0.22,0.146,0.083,0.286,0.312,
1106,42,2022,76.353,2.6,11.697,,15.368,72.49,19.13,56.58,68.1,20.52,3.23,2.03,74.177,28.014,19.711,28.402,19.025,1.88,0.184,0.346,0.812,44.019,0.67,0.593,0.446,80.87,81.79,196.31,195.39,4.51,1.86,0.26,0.139,0.066,0.236,0.258,
1107,42,2023,63.628,1.95,12.706,,16.557,74.63,21.6,22.86,174.28,21.97,6.08,2.0,76.771,30.318,21.88,30.344,16.118,1.525,0.215,0.328,0.782,44.583,1.25,0.581,0.462,86.76,99.13,225.6,213.23,4.21,1.62,0.23,0.144,0.087,0.287,0.351,
1108,43,2000,9.401,,2.774,9.401,2.774,,2.09,0.0,0.0,2.09,0.0,0.0,0.0,1.675,2.219,1.675,,0.32,0.295,0.095,0.705,125.018,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
1109,43,2001,32.835,,11.478,32.835,11.478,,17.29,0.0,0.0,17.29,0.0,0.0,0.0,12.316,8.174,12.316,,0.179,0.39,0.07,0.61,140.419,0.0,1.404,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
1110,43,2002,26.577,,10.628,29.057,11.004,52.59,23.97,0.0,0.0,13.3,0.0,11.06,0.0,13.759,8.816,19.391,5.519,0.148,0.408,0.06,0.592,120.547,0.0,1.205,0.0,40.89,0.0,0.0,40.89,8.93,,0.0,0.0,0.067,0.485,0.547,
1111,43,2003,14.285,,6.214,21.166,7.238,48.93,15.53,0.0,0.0,10.86,0.0,11.66,0.0,7.506,6.154,13.679,11.022,0.078,0.453,0.035,0.547,100.973,0.0,1.01,0.0,36.6,0.0,0.0,36.6,9.97,,0.0,0.0,0.054,0.714,0.327,
1112,43,2004,-44.804,,-14.948,-100.471,-18.338,-226.11,-36.05,0.0,-68.44,-27.49,0.0,40.65,0.0,-26.979,-17.294,-19.232,2.106,0.329,0.241,0.079,0.758,86.437,1.09,0.864,,37.49,0.0,0.0,37.49,9.74,,0.0,0.0,0.064,0.0,0.753,
1113,43,2005,28.448,,7.722,77.858,9.329,138.43,18.86,0.0,689.51,14.36,0.0,0.0,0.0,13.368,9.18,18.123,10.243,0.235,0.299,0.07,0.7,84.123,1.06,0.841,0.0,38.9,0.0,0.0,38.9,9.38,,0.0,0.0,0.03,0.225,0.227,
1114,43,2006,24.879,,7.659,47.337,8.968,166.26,19.15,0.0,28.11,13.47,0.0,0.0,0.0,13.384,9.079,17.127,6.497,0.196,0.316,0.062,0.683,84.351,2.28,0.844,0.0,39.82,0.0,0.0,39.82,9.17,,0.0,0.0,0.028,0.209,0.301,
1115,43,2007,2.841,0.51,1.143,3.899,1.283,94.96,8.48,-3.87,-361.82,1.91,10.53,0.0,0.0,6.9,1.509,9.9,16.707,0.097,0.465,0.045,0.534,75.739,2.17,0.757,0.041,43.84,0.0,0.0,43.84,8.33,,0.0,0.0,0.028,0.412,0.145,
1116,43,2008,40.28,4.32,19.147,50.008,21.098,408.2,30.92,114.81,118.29,29.94,9.96,0.0,0.0,27.242,26.696,29.643,15.081,0.076,0.484,0.037,0.516,71.723,5.54,0.717,0.093,44.14,0.0,0.0,44.14,8.27,,0.0,0.0,0.038,0.141,0.203,
1117,43,2009,-10.25,-1.07,-3.987,-13.718,-4.422,-93.67,-7.58,-41.88,42.45,42.78,14.33,51.98,0.0,39.032,-5.087,-3.358,4.867,0.088,0.298,0.026,0.702,78.386,1.16,0.784,0.06,61.62,0.0,0.0,61.62,5.92,,0.0,0.0,0.034,0.087,0.412,
1118,43,2010,53.872,5.68,20.981,72.875,23.353,617.36,59.91,38.6,163.38,42.91,10.48,120.57,0.0,44.46,28.692,48.519,24.279,0.006,0.469,0.003,0.53,73.126,0.25,0.731,0.054,76.87,0.0,0.0,76.87,4.75,,0.0,0.0,0.027,0.062,0.102,
1119,43,2011,42.393,7.52,22.641,54.47,25.682,632.66,56.2,47.14,-104.05,53.16,9.23,236.36,77.992,49.738,33.327,53.385,27.911,0.0,0.589,0.0,0.41,52.983,1.27,0.679,0.043,70.58,250.92,0.0,-180.34,5.17,,0.22,0.0,0.027,0.055,0.089,
1120,43,2012,34.426,4.27,19.519,46.562,22.903,624.55,45.57,15.85,-346.01,68.44,4.95,,78.359,51.683,28.388,44.191,37.34,0.0,0.549,0.0,0.45,53.876,-4.33,0.688,0.032,53.14,159.26,0.0,-106.12,6.87,,0.22,0.0,0.026,0.051,0.066,
1121,43,2013,43.16,4.93,23.831,59.067,27.993,858.41,56.34,42.37,627.96,71.24,6.76,,78.826,53.903,37.329,56.596,36.937,0.0,0.555,0.0,0.444,50.322,1.13,0.638,0.047,42.79,83.61,0.0,-40.82,8.53,,0.21,0.0,0.029,0.055,0.074,
1122,43,2014,43.275,2.42,23.337,57.475,26.925,904.61,57.26,12.63,89.34,73.37,7.0,,79.078,55.342,37.488,57.411,46.15,0.0,0.525,0.0,0.474,49.229,-0.29,0.623,0.08,41.52,72.94,0.0,-31.42,8.79,,0.21,0.0,0.036,0.065,0.072,
