enterprise_id,years,roe_%,roe_%_adjusted_to_book_value,roa_%,return-on-tangible-equity,return-on-tangible-asset,roc_(joel_greenblatt)_%,roce_%,5-year_rore_%,1-year_roiic_%,roic_%,wacc_%,effective_interest_rate_on_debt_%,gross_margin_%,operating_margin_%,net_margin_%,ebitda_margin_%,fcf_margin_%,debt-to-equity,equity-to-asset,debt-to-asset,liabilities-to-assets,gross-profit-to-asset_%,degree_of_financial_leverage,asset_turnover,dividend_payout_ratio,days_sales_outstanding,days_payable,days_inventory,cash_conversion_cycle,receivables_turnover,inventory_turnover,cogs-to-revenue,inventory-to-revenue,capex-to-revenue,capex-to-operating-income,capex-to-operating-cash-flow
41,2004,21.555,5.35,7.449,35.868,8.641,17.17,13.67,8.18,-0.54,9.75,7.19,0,40.709,16.426,10.422,25.637,2.744,0.912,0.372,0.339,0.605,29.097,-60.98,0.715,0.257,59.24,43.38,31.75,47.61,6.16,11.5,0.59,0.052,0.175,1.066,0.865
41,2005,20.818,5.26,7.667,35.507,9.044,18.19,14.52,16.33,6.67,9.66,7.27,0,39.536,16.727,10.57,25.493,8.72,0.977,0.365,0.357,0.612,28.675,0.9,0.725,0.292,60.69,41.88,28.84,47.65,6.01,12.66,0.6,0.048,0.101,0.606,0.537
41,2006,19.334,4.41,7.129,34.205,8.489,19.85,15.68,13.61,13.95,8.98,7.56,0,39.381,16.889,9.483,25.575,7.811,0.883,0.372,0.329,0.609,29.604,0.31,0.752,0.327,62.38,44.87,27.57,45.08,5.85,13.24,0.61,0.046,0.115,0.678,0.595
41,2007,23.368,5.59,9.151,38.399,10.808,22.12,17.03,17.63,145.73,11.45,7.12,0,40.317,18.248,11.869,26.61,7.833,0.695,0.41,0.285,0.57,31.084,2.08,0.771,0.342,62.31,48.53,27.7,41.48,5.86,13.18,0.6,0.045,0.132,0.724,0.628
41,2008,24.278,4.5,9.614,39.824,11.373,22.78,17.79,21.19,8.41,11.93,6.47,0,40.896,18.996,12.519,27.228,6.19,0.815,0.384,0.313,0.592,31.408,1.18,0.768,0.332,61.71,49.26,28.08,40.53,5.92,13,0.59,0.045,0.146,0.77,0.703
41,2009,26.467,5.82,9.162,48.247,10.859,22.27,18.26,17.65,8.35,11,6.61,0,39.839,17.599,11.217,25.472,3.955,1.253,0.307,0.385,0.67,32.539,0.78,0.817,0.36,56.24,46.03,25.82,36.03,6.49,14.13,0.6,0.043,0.149,0.848,0.79
41,2010,26.898,5.81,9.163,49.351,10.844,17.33,13.95,17.06,45.7,12.69,7.91,2.64,43.814,21.003,14.002,27.032,9.111,0.951,0.371,0.353,0.606,28.673,-0.32,0.654,0.328,64.86,56.22,29.81,38.45,5.63,12.24,0.56,0.046,0.151,0.719,0.624
41,2011,21.518,4.3,8.077,35.688,9.491,21.08,16.28,7.52,-38.73,9.58,7.54,2.36,43.12,21.56,11.813,29.794,5.111,0.959,0.379,0.364,0.598,29.482,-0.13,0.684,0.38,58.51,49.48,24.61,33.64,6.24,14.83,0.57,0.038,0.137,0.636,0.729
41,2012,29.645,5.09,10.572,51.108,12.435,23.7,18.4,14.5,120.76,12.28,6.13,2.64,42.606,21.881,14.86,30.981,5.848,1.196,0.336,0.401,0.632,30.313,2.17,0.711,0.368,55.37,48.78,24.16,30.75,6.59,15.11,0.57,0.038,0.16,0.73,0.732
41,2013,29.294,5.48,9.824,53.434,11.578,21.32,16.66,13.3,3.04,11.78,5.96,2.24,43.015,21.908,15.075,30.764,5.096,1.214,0.335,0.407,0.631,28.032,-1.83,0.652,0.395,57.12,52.05,26.59,31.66,6.39,13.73,0.57,0.042,0.194,0.887,0.792
