,enterprise_id,year_id,years,pe_ratio,pe_ratio_without_nri,price-to-owner-earnings,pb_ratio,price-to-tangible-book,price-to-free-cash-flow,price-to-operating-cash-flow,ps_ratio,peg_ratio,ev-to-revenue,ev-to-ebitda,ev-to-ebit,earnings_yield_(joel_greenblatt)_%,forward_rate_of_return_(yacktman)_%,shiller_pe_ratio,cyclically_adjusted_pb_ratio,cyclically_adjusted_ps_ratio,cyclically_adjusted_price-to-fcf,dividend_yield_%,fcf_yield_%
0,1,94,1994,13.04,15.79,7.32,1.69,1.69,6.98,5.45,0.43,0.0,0.37,4.74,6.21,16.1,0.0,11.69,2.14,0.7,16.28,1.33,14.37
1,1,95,1995,10.65,10.31,0.0,1.56,1.56,0.0,0.0,0.41,0.0,0.39,5.13,6.03,16.58,-12.81,11.46,2.12,0.66,30.39,1.2,-8.78
2,1,96,1996,,,4.0,1.35,1.35,8.0,6.9,0.28,0.0,0.22,-1.95,-1.76,-56.82,0.0,9.03,1.22,0.35,15.27,0.51,12.23
3,1,97,1997,,,0.0,2.6,2.6,0.0,17.27,0.38,0.0,0.34,-2.79,-2.45,-40.82,0.0,14.86,1.18,0.31,20.93,0.0,-10.39
4,1,98,1998,17.89,20.0,13.6,3.43,3.43,8.72,8.29,1.08,0.0,0.67,7.87,10.11,9.89,0.0,31.39,2.16,0.56,27.64,0.0,14.16
5,1,99,1999,16.88,24.55,11.74,3.29,3.29,13.85,12.86,1.72,0.0,1.13,8.6,9.61,10.41,4.3,53.64,3.37,0.9,35.34,0.0,7.72
6,1,0,2000,11.79,15.86,8.68,2.15,2.15,12.78,10.7,1.16,0.0,0.63,4.17,4.49,22.27,6.63,47.55,2.65,0.75,36.9,0.0,8.4
7,1,1,2001,,,93.33,1.41,1.43,0.0,28.0,1.01,0.0,0.28,23.18,-41.21,-2.43,8.48,42.53,1.55,0.47,21.49,0.0,-0.85
8,1,2,2002,86.67,43.33,0.0,1.27,1.31,0.0,65.0,0.92,0.0,0.21,5.69,12.3,8.13,8.3,136.1,1.41,0.46,42.78,0.0,-1.63
9,1,3,2003,123.33,92.5,52.86,1.8,1.85,61.67,26.43,1.21,0.0,0.54,24.18,133.46,0.75,-26.93,220.9,1.97,0.7,24.07,0.0,1.65
10,1,4,2004,57.5,53.08,23.79,2.97,3.04,19.71,16.05,1.81,0.0,1.17,18.47,25.9,3.86,-19.72,0.0,3.57,1.4,50.78,0.0,5.01
11,1,5,2005,34.73,34.73,24.81,6.01,6.08,20.11,18.02,3.29,1.44,2.61,19.98,22.15,4.51,21.37,1178.43,9.31,4.06,68.34,0.0,5.09
12,1,6,2006,33.95,33.95,38.19,6.59,6.71,44.35,30.56,3.5,0.41,2.89,20.82,22.73,4.4,21.39,154.27,12.11,5.88,86.72,0.0,2.33
13,1,7,2007,39.14,39.14,28.39,9.21,9.43,30.44,24.91,5.55,0.33,4.82,25.08,26.88,3.72,21.32,127.87,19.98,10.64,101.59,0.0,3.35
14,1,8,2008,16.78,16.78,11.98,4.53,4.63,12.23,10.68,2.74,0.17,2.11,8.95,9.48,10.55,23.31,59.89,11.44,6.26,47.09,0.0,8.31
15,1,9,2009,20.43,20.43,19.3,5.27,5.35,18.81,16.55,3.92,0.29,3.34,11.49,12.21,8.19,22.99,71.49,15.14,8.6,56.78,0.0,5.36
16,1,10,2010,18.72,18.72,15.66,5.44,5.56,15.93,14.11,4.02,0.31,3.59,12.06,12.74,7.85,22.99,70.15,17.56,10.33,56.69,0.0,6.34
17,1,11,2011,13.77,13.77,10.45,4.63,4.91,11.87,9.52,3.3,0.22,3.03,9.12,9.6,10.42,23.75,53.82,16.41,9.71,44.62,0.0,8.49
18,1,12,2012,15.1,15.1,13.9,5.3,5.55,15.22,12.4,4.03,0.23,3.82,10.12,10.72,9.33,23.27,56.57,19.42,11.96,51.47,0.4,6.61
19,1,13,2013,11.99,11.99,9.32,3.47,3.64,9.96,8.28,2.6,0.22,2.37,7.1,8.06,12.41,26.21,30.52,9.94,6.46,26.63,2.39,10.4
20,1,14,2014,15.62,15.62,11.88,5.3,5.75,12.36,10.33,3.37,0.38,3.29,9.73,11.16,8.96,25.43,34.61,11.36,7.45,29.63,1.8,8.44
21,1,15,2015,11.97,11.97,9.07,5.16,5.58,9.16,7.86,2.73,0.41,2.73,7.55,8.71,11.48,26.64,28.96,10.11,6.38,24.2,1.8,11.34
22,1,16,2016,13.6,13.6,11.56,4.7,5.04,11.62,9.39,2.88,0.78,2.89,8.5,9.92,10.08,24.84,24.25,8.52,5.35,20.27,1.93,8.87
23,1,17,2017,16.73,16.73,15.94,5.89,5.89,15.63,12.6,3.53,1.25,3.63,10.86,12.52,7.99,19.24,27.37,9.69,6.04,23.31,1.56,6.55
24,1,18,2018,18.94,18.94,17.6,10.02,10.02,17.6,14.58,4.25,1.49,4.22,12.89,14.73,6.79,17.24,32.98,12.26,7.34,28.59,1.2,5.97
25,1,19,2019,18.85,18.85,18.77,11.0,11.0,17.68,15.0,4.0,2.19,3.85,12.25,14.46,6.92,13.6,27.92,10.93,6.2,24.5,1.34,5.92
26,1,20,2020,35.31,35.31,30.8,30.09,30.09,27.67,25.16,7.39,4.98,7.24,24.53,28.41,3.52,9.7,50.4,21.27,11.11,43.51,0.69,3.73
27,1,21,2021,25.22,25.22,27.05,36.84,36.84,25.67,22.94,6.52,1.86,6.52,19.38,21.34,4.69,16.13,49.17,24.26,11.13,43.8,0.6,4.0
28,1,22,2022,22.62,22.62,21.6,43.49,43.49,20.25,18.47,5.72,1.24,5.77,17.09,18.64,5.36,21.41,39.06,22.35,8.94,34.59,0.65,5.06
29,1,23,2023,27.93,27.93,28.57,42.83,42.83,27.18,24.49,7.06,1.52,7.08,20.99,23.05,4.34,21.31,41.71,27.84,9.71,37.57,0.55,3.74
30,2,10,2010,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2,11,2011,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2,12,2012,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2,13,2013,10.2,9.68,0.0,16.05,0.0,8.96,8.49,2.93,0.0,3.36,8.84,10.58,9.45,0.0,0.0,0.0,0.0,0.0,0.0,11.14
34,2,14,2014,20.63,19.21,0.0,18.66,0.0,14.67,13.52,4.51,0.0,4.72,13.58,15.74,6.35,0.0,0.0,0.0,0.0,0.0,3.03,6.89
35,2,15,2015,59.49,41.42,0.0,59.76,0.0,35.88,29.69,5.28,0.0,5.55,30.9,39.58,2.53,0.0,0.0,0.0,0.0,0.0,2.54,2.82
36,2,16,2016,18.93,18.0,15.88,24.18,0.0,13.85,12.87,4.24,0.0,5.19,14.47,16.11,6.21,0.0,0.0,0.0,0.0,0.0,3.41,7.34
37,2,17,2017,17.25,16.21,20.03,21.51,0.0,15.57,14.51,3.98,2.16,5.08,12.86,14.57,6.86,12.98,0.0,0.0,0.0,0.0,3.64,6.58
38,2,18,2018,29.31,26.95,24.25,30.21,0.0,16.44,15.57,5.49,2.14,6.43,17.49,20.45,4.89,16.56,0.0,0.0,0.0,0.0,2.65,6.13
39,2,19,2019,25.19,23.81,18.72,0.0,0.0,11.14,10.61,4.35,1.18,5.15,20.29,25.76,3.88,25.17,0.0,0.0,0.0,0.0,3.89,9.38
40,2,20,2020,16.77,15.96,16.45,0.0,0.0,10.29,9.86,3.95,0.91,4.74,12.9,15.45,6.47,24.18,0.0,0.0,0.0,0.0,4.83,9.75
41,2,21,2021,39.39,31.98,22.83,14.46,0.0,10.68,10.19,3.91,4.84,5.82,21.65,45.58,2.19,13.35,32.44,44.43,6.12,18.76,4.41,8.88
42,2,22,2022,20.99,19.24,13.94,15.54,0.0,10.94,10.56,4.28,1.71,5.45,12.8,19.88,5.03,17.75,34.42,45.74,6.55,19.53,3.84,9.18
43,2,23,2023,24.38,22.93,16.42,16.57,0.0,11.85,11.52,4.95,1.07,5.86,14.06,21.65,4.62,26.41,36.48,50.43,6.79,19.55,3.47,8.48
44,3,94,1994,7.8,8.25,9.82,2.96,2.96,5.95,5.95,1.31,0.0,1.39,4.84,6.06,16.5,0.0,11.96,3.63,1.87,15.42,4.98,16.96
45,3,95,1995,7.81,7.93,8.42,2.9,2.9,5.36,5.36,1.3,0.0,1.36,4.7,5.82,17.18,0.0,11.53,3.67,1.84,11.65,5.07,18.86
46,3,96,1996,8.78,8.89,13.63,3.33,3.33,7.55,7.55,1.48,0.68,1.58,5.37,6.64,15.06,21.35,12.96,4.31,2.09,12.55,4.4,13.41
47,3,97,1997,9.55,10.11,12.62,3.7,4.64,12.54,7.54,1.63,0.7,1.82,6.06,7.65,13.07,22.0,13.85,4.81,2.26,14.41,4.09,8.05
48,3,98,1998,11.11,11.86,13.7,4.48,5.76,15.92,8.68,1.94,0.87,2.09,6.99,8.78,11.39,21.37,15.97,5.82,2.65,16.03,3.58,6.47
49,3,99,1999,14.62,15.72,18.51,5.78,7.55,22.26,12.31,2.74,1.37,2.87,9.21,11.53,8.67,17.63,21.41,8.17,3.63,21.76,2.67,4.62
50,3,0,2000,10.35,11.46,13.15,3.38,4.3,14.6,8.62,1.92,1.13,2.02,6.7,8.46,11.82,18.26,14.2,5.53,2.44,15.56,4.06,6.9
51,3,1,2001,12.18,14.35,15.12,3.91,4.78,16.45,10.95,2.47,2.01,2.47,8.02,9.97,10.03,13.23,16.84,6.45,2.97,18.54,3.41,6.16
52,3,2,2002,25.32,17.88,36.81,4.3,22.09,16.33,11.01,2.41,3.2,2.8,10.37,14.13,7.08,11.26,18.95,6.71,3.16,19.46,3.27,6.17
53,3,3,2003,10.11,12.07,10.53,2.64,9.34,9.8,7.09,1.85,2.54,2.2,7.8,10.3,9.71,13.07,12.52,4.26,2.12,12.21,5.09,10.27
54,3,4,2004,11.97,15.25,13.27,2.51,7.23,13.16,9.27,1.91,15.25,2.17,8.92,12.19,8.2,8.01,13.69,4.36,2.3,13.32,4.63,7.64
55,3,5,2005,10.83,10.35,11.34,2.43,10.04,11.04,7.85,1.78,3.0,2.01,7.23,9.47,10.56,10.46,13.4,4.05,2.24,13.49,4.59,9.12
56,3,6,2006,8.74,8.65,7.45,2.01,6.52,7.44,5.7,1.32,1.41,1.46,5.7,7.47,13.39,16.05,10.47,3.0,1.73,10.45,5.75,13.66
57,3,7,2007,20.81,11.19,19.8,2.55,0.0,8.98,6.72,1.59,1.71,2.09,8.35,11.56,8.65,15.46,12.91,3.32,1.99,11.69,4.98,11.14
58,3,8,2008,11.63,11.25,12.26,2.34,21.58,11.88,8.09,1.62,1.29,1.97,7.93,11.15,8.97,16.92,13.86,3.39,2.08,12.9,4.73,8.47
59,3,9,2009,8.19,9.03,7.11,2.26,16.86,7.0,5.71,1.35,0.91,1.55,5.58,7.18,13.93,19.85,12.45,2.96,1.86,11.46,5.5,14.46
60,3,10,2010,7.0,5.85,6.19,1.75,11.91,6.49,5.52,1.31,0.41,1.52,4.76,6.05,16.53,25.57,11.35,2.68,1.72,10.15,6.04,15.44
61,3,11,2011,7.74,7.35,5.11,1.56,0.0,4.62,4.08,1.01,0.47,1.39,5.51,7.82,12.79,30.86,9.63,2.19,1.4,7.87,7.5,21.78
62,3,12,2012,8.94,37.99,6.29,1.73,0.0,5.64,4.7,1.97,4.66,2.32,10.7,31.13,3.21,22.5,10.24,2.3,1.59,8.2,6.99,17.7
63,3,13,2013,8.42,45.49,8.68,1.85,20.95,6.64,5.36,2.62,0.0,2.88,19.02,548.07,0.18,-3.61,11.13,2.46,1.83,8.76,6.41,15.22
64,3,14,2014,23.66,29.76,31.47,2.36,6.14,27.7,18.15,3.07,0.0,2.95,14.83,26.49,3.78,-18.79,13.69,2.85,2.22,10.75,1.46,3.67
65,3,15,2015,30.21,40.3,31.46,3.15,12.9,26.47,18.7,3.4,0.0,3.53,16.93,26.75,3.74,-15.51,16.58,3.22,2.62,12.82,1.95,3.83
66,3,16,2016,15.38,26.91,14.87,3.12,11.0,36.45,22.81,3.31,0.0,3.39,14.35,20.66,4.84,-1.89,16.24,3.11,2.65,13.39,2.14,2.81
67,3,17,2017,40.86,39.97,640.17,2.75,6.8,27.36,17.78,2.73,4.63,2.88,18.76,32.53,3.07,14.18,13.8,2.56,2.26,11.8,2.71,3.68
68,3,18,2018,211.37,303.56,22.48,3.22,0.0,22.5,17.92,3.64,23.7,4.31,19.17,37.65,2.66,15.8,22.0,3.59,3.37,17.25,1.86,4.46
69,3,19,2019,54.38,51.7,28.47,4.16,0.0,26.09,20.32,4.19,7.23,4.67,20.45,38.57,2.59,9.91,29.98,4.36,4.3,22.43,1.55,3.86
70,3,20,2020,42.17,41.44,36.24,4.92,0.0,34.39,25.21,4.85,4.21,5.27,21.65,35.4,2.82,12.28,38.89,5.06,5.23,28.24,1.47,2.94
71,3,21,2021,43.8,44.04,33.93,5.92,0.0,34.16,24.75,5.65,3.13,5.97,23.37,37.48,2.67,16.28,50.66,6.25,6.8,38.46,1.32,2.95
72,3,22,2022,35.72,35.72,29.31,6.93,0.0,29.11,23.9,5.85,1.86,5.97,20.95,29.42,3.4,21.39,60.01,7.5,7.82,47.68,1.28,3.48
73,3,23,2023,28.08,28.07,26.66,5.2,55.59,24.82,20.22,4.44,1.49,4.55,16.37,22.4,4.46,22.07,45.54,5.51,5.46,36.85,1.7,4.09
74,4,1,2001,13.16,7.39,0.0,49.34,49.34,7.32,6.1,1.07,0.0,0.97,6.46,8.19,12.21,0.0,0.0,0.0,0.0,0.0,0.0,13.67
75,4,2,2002,29.38,29.38,0.0,35.38,57.32,21.12,15.88,1.27,0.0,1.12,8.31,9.89,10.11,0.0,0.0,0.0,0.0,0.0,0.0,5.33
76,4,3,2003,20.15,20.44,0.0,23.78,30.76,15.83,13.66,1.57,0.0,1.38,9.85,11.28,8.87,0.0,0.0,0.0,0.0,0.0,0.0,6.74
77,4,4,2004,21.39,21.1,0.0,16.86,19.74,17.76,14.91,1.73,0.0,1.52,11.24,12.86,7.78,0.0,0.0,0.0,0.0,0.0,0.0,5.94
78,4,5,2005,15.64,16.39,0.0,12.37,15.92,14.94,12.42,1.37,0.0,1.12,8.29,9.44,10.59,0.0,0.0,0.0,0.0,0.0,0.0,7.48
79,4,6,2006,18.65,18.87,15.41,12.93,17.92,11.23,9.94,1.46,0.0,1.21,10.4,12.26,8.16,0.0,0.0,0.0,0.0,0.0,1.01,9.65
80,4,7,2007,20.92,20.68,22.31,15.19,22.07,15.68,13.5,1.66,1.14,1.33,9.64,11.34,8.82,22.86,0.0,0.0,0.0,0.0,0.85,7.23
81,4,8,2008,15.61,15.51,20.47,11.91,17.78,13.71,12.15,1.35,0.87,1.08,7.53,8.71,11.48,23.32,0.0,0.0,0.0,0.0,1.02,8.21
82,4,9,2009,13.52,12.35,14.76,7.25,10.23,8.9,8.21,1.12,0.62,0.71,5.19,6.15,16.26,28.07,0.0,0.0,0.0,0.0,1.52,14.19
83,4,10,2010,13.76,13.64,13.39,8.07,11.47,9.83,9.08,1.21,0.88,0.8,5.43,6.31,15.85,24.02,0.0,0.0,0.0,0.0,3.07,12.47
84,4,11,2011,15.81,15.8,16.89,8.86,12.51,13.11,11.57,1.46,1.27,1.07,7.21,8.26,12.11,18.86,26.85,20.03,2.2,20.47,1.68,8.84
85,4,12,2012,16.04,16.03,13.66,9.41,13.31,11.53,10.53,1.5,1.54,1.1,7.28,8.38,11.93,16.82,26.17,18.51,2.25,19.8,2.19,9.96
86,4,13,2013,14.66,15.65,20.67,9.26,16.32,17.57,15.6,1.7,1.31,1.34,8.25,9.38,10.66,17.83,26.48,17.9,2.4,21.44,2.24,6.38
87,4,14,2014,17.93,18.01,25.62,8.89,17.34,17.74,16.1,1.76,1.26,1.46,9.44,10.8,9.26,19.74,26.56,17.1,2.45,22.08,2.29,6.21
88,4,15,2015,19.8,19.8,20.56,9.63,21.57,16.92,15.32,1.94,1.86,1.68,10.9,12.49,8.01,15.73,28.13,17.26,2.63,23.31,2.16,6.4
89,4,16,2016,17.83,21.05,18.22,9.45,20.78,18.41,16.45,2.21,2.33,1.93,10.57,11.95,8.37,13.62,30.08,18.03,2.96,26.28,1.91,5.84
90,4,17,2017,24.04,24.04,28.35,8.99,24.87,19.38,17.37,2.39,3.09,2.13,14.2,16.66,6.0,12.09,31.28,17.51,3.12,27.26,1.85,5.54
91,4,18,2018,26.67,26.67,24.89,10.42,25.16,20.49,18.38,2.7,3.4,2.52,15.3,17.74,5.64,11.57,36.92,19.27,3.72,31.57,1.57,5.01
92,4,19,2019,26.93,26.93,25.5,8.74,17.11,21.38,19.44,2.98,3.1,2.78,16.78,19.17,5.22,12.37,38.87,18.77,4.02,33.4,1.47,4.78
93,4,20,2020,30.41,32.16,23.36,8.95,16.38,20.41,18.92,3.51,3.22,3.33,17.21,21.69,4.61,13.52,43.21,19.25,4.57,36.05,1.33,5.01
94,4,21,2021,36.74,38.25,29.47,10.89,25.31,25.9,24.22,4.3,3.15,4.13,21.48,26.68,3.75,15.08,53.61,22.07,5.8,43.53,1.05,3.95
95,4,22,2022,26.93,26.65,24.88,8.24,20.29,21.02,19.44,3.01,1.69,2.89,15.72,19.27,5.19,19.61,38.48,14.95,4.22,31.35,1.35,4.85
96,4,23,2023,30.06,27.74,28.74,7.92,20.1,22.98,21.71,3.22,1.99,3.09,17.29,21.58,4.63,17.75,38.18,13.75,4.16,30.2,1.38,4.42
97,5,94,1994,20.8,16.38,9.25,3.78,3.95,11.83,9.73,2.39,0.74,1.61,6.75,10.55,9.48,25.64,0.0,0.0,0.0,0.0,0.81,11.42
98,5,95,1995,154.81,34.83,39.43,3.98,3.98,19.35,15.26,3.52,2.43,2.37,8.51,12.29,8.14,19.19,0.0,0.0,0.0,0.0,0.57,6.02
99,5,96,1996,53.81,41.29,50.24,7.05,7.05,34.9,28.27,6.59,3.33,5.78,18.25,24.34,4.11,15.21,78.56,13.68,11.27,35.91,0.29,2.92
100,5,97,1997,19.33,23.41,14.58,4.0,4.0,19.48,14.94,3.77,2.91,2.87,9.88,13.05,7.66,13.2,36.88,6.78,5.49,20.18,0.49,5.4
101,5,98,1998,16.67,18.49,17.5,4.04,4.04,18.42,15.35,3.42,2.01,2.62,8.07,10.1,9.9,14.25,32.49,6.39,5.04,20.93,0.46,5.84
102,5,99,1999,28.96,25.53,18.95,5.27,5.27,21.17,14.95,3.4,7.86,2.74,11.15,14.98,6.68,8.17,31.36,6.29,4.7,21.83,0.43,5.28
103,5,0,2000,37.33,44.83,28.29,15.9,15.9,30.39,26.54,8.74,4.52,7.53,22.66,26.68,3.75,11.74,79.61,17.4,12.56,58.47,0.14,3.59
104,5,1,2001,56.09,57.1,58.79,20.29,20.29,39.08,36.47,12.8,3.17,11.52,31.9,35.23,2.84,19.33,119.16,28.17,19.84,85.9,0.08,2.72
105,5,2,2002,38.53,28.71,35.22,12.23,12.23,21.41,19.04,6.48,1.26,5.66,15.58,17.84,5.61,23.29,54.46,12.99,8.94,37.62,0.15,4.93
106,5,3,2003,37.39,33.27,30.39,10.16,11.93,24.13,21.82,6.16,1.86,5.35,16.92,20.44,4.89,21.89,45.71,11.07,7.51,31.42,0.16,4.35
107,5,4,2004,37.56,36.37,30.03,8.95,9.96,25.35,23.03,7.71,3.65,6.76,20.46,23.11,4.33,13.34,55.83,14.23,9.98,39.76,0.12,4.0
108,5,5,2005,33.27,33.42,26.51,10.39,11.4,23.36,21.26,8.99,4.37,8.09,20.0,22.77,4.39,10.45,64.01,18.28,12.99,47.26,0.08,4.34
109,5,6,2006,27.4,27.36,26.0,10.35,11.16,23.28,21.78,8.4,2.17,8.95,21.68,24.15,4.14,15.59,55.06,16.85,12.35,42.14,0.04,3.68
110,5,7,2007,48.39,51.49,34.65,4.58,9.45,29.12,26.51,9.55,2.64,8.27,24.24,37.3,2.68,22.26,61.22,15.06,13.62,44.86,0.0,3.58
111,5,8,2008,34.83,34.71,22.43,5.18,11.47,19.3,17.53,7.99,1.85,6.99,18.82,25.74,3.89,22.08,54.94,12.18,12.36,37.7,0.0,5.43
112,5,9,2009,14.57,14.36,12.62,2.76,5.91,10.87,9.92,3.55,0.83,2.94,7.74,9.66,10.35,24.3,26.08,5.63,5.97,17.73,0.0,9.59
113,5,10,2010,48.05,43.52,21.43,3.75,21.11,18.65,16.65,6.32,3.58,5.92,17.65,24.73,4.04,17.24,38.13,7.08,8.24,24.23,0.0,5.44
114,5,11,2011,18.91,18.15,18.67,2.69,13.65,15.5,13.13,3.85,2.0,3.42,10.06,13.01,7.69,15.83,27.63,4.85,5.9,18.03,0.0,6.76
115,5,12,2012,16.62,14.89,12.38,2.33,9.71,10.37,8.95,3.28,1.38,2.87,8.8,10.96,9.12,18.56,23.77,3.98,5.07,15.53,0.0,9.89
116,5,13,2013,20.85,20.55,16.29,2.57,8.61,14.16,11.6,3.95,3.03,3.42,10.14,12.71,7.87,13.14,26.82,4.26,5.7,17.63,0.0,7.18
117,5,14,2014,101.39,89.14,46.5,4.19,20.91,30.27,25.31,7.19,165.07,6.54,35.6,62.59,1.6,4.32,43.89,6.05,8.6,27.39,0.0,3.42
118,5,15,2015,139.02,127.25,48.38,5.41,23.13,32.89,29.1,9.03,0.0,8.3,46.86,81.76,1.22,-5.1,59.12,6.99,10.4,34.08,0.0,3.11
119,5,16,2016,73.76,72.41,44.06,6.5,40.49,36.11,31.57,9.67,0.0,9.06,34.01,46.32,2.16,-8.79,74.25,7.93,12.05,40.54,0.0,2.82
120,5,17,2017,44.31,43.25,29.5,6.85,31.69,25.98,23.57,8.86,38.96,8.19,26.11,31.86,3.14,3.69,74.15,8.43,12.26,40.67,0.0,3.93
121,5,18,2018,52.32,51.79,38.34,10.27,38.57,32.41,30.42,12.14,2.4,11.36,32.68,37.5,2.67,21.82,109.55,13.5,18.79,61.55,0.0,3.15
122,5,19,2019,48.25,47.4,38.22,13.07,0.0,33.21,31.01,13.84,1.11,13.65,38.17,42.75,2.34,21.69,126.36,17.53,23.52,72.85,0.0,3.07
123,5,20,2020,51.59,52.01,43.71,14.18,0.0,37.82,34.44,13.63,1.29,13.36,36.24,44.4,2.25,21.75,121.84,19.79,24.76,75.3,0.0,2.7
124,5,21,2021,44.18,44.25,51.64,17.28,197.06,43.72,40.52,18.03,1.39,17.71,45.14,53.1,1.88,21.47,137.39,28.22,33.11,94.85,0.0,2.32
125,5,22,2022,66.85,66.84,55.37,21.5,1028.96,46.82,44.56,20.41,2.29,20.09,47.99,54.5,1.83,21.36,147.41,33.87,37.71,102.62,0.0,2.16
126,5,23,2023,34.15,33.93,27.04,11.34,0.0,21.97,20.73,9.23,1.33,8.97,22.63,25.8,3.88,23.22,60.72,15.27,15.9,41.7,0.0,4.64
127,6,94,1994,19.7,20.44,72.22,4.53,4.53,0.0,39.63,2.66,0.0,2.7,11.25,13.21,7.57,0.0,55.29,8.84,5.12,0.0,0.0,-1.59
128,6,95,1995,19.59,19.59,179.14,5.04,5.04,0.0,125.4,5.81,0.39,2.8,11.05,12.37,8.08,19.61,69.22,13.15,7.45,0.0,0.0,-1.37
129,6,96,1996,8.07,8.19,9.19,2.01,2.01,20.18,7.0,1.17,0.12,1.14,4.4,5.11,19.57,20.19,25.3,5.22,2.93,0.0,0.0,5.02
130,6,97,1997,25.27,25.2,29.37,4.16,4.47,69.5,35.95,6.19,0.48,2.8,11.75,15.19,6.58,20.6,49.97,10.45,5.96,535.34,0.0,2.96
131,6,98,1998,56.67,31.41,36.13,4.09,4.09,32.47,15.1,3.03,1.01,2.96,12.99,18.49,5.41,21.18,48.4,8.92,5.25,202.86,0.0,3.17
132,6,99,1999,49.34,50.0,62.19,7.51,7.79,42.76,34.12,7.23,4.86,6.31,25.29,32.7,3.06,11.22,101.33,19.32,11.53,243.57,0.0,2.51
133,6,0,2000,22.13,22.34,47.77,6.08,6.08,35.99,27.64,4.77,1.69,4.14,11.97,13.44,7.44,14.62,76.97,17.28,10.67,147.03,0.0,2.94
134,6,1,2001,56.87,31.19,28.06,3.66,3.66,33.26,18.29,3.94,1.37,3.21,17.89,25.33,3.95,22.68,44.99,8.51,5.91,70.95,0.0,3.12
135,6,2,2002,93.94,75.15,3757.5,3.09,3.17,341.59,46.39,5.05,0.0,4.04,29.96,69.27,1.44,-5.67,37.79,6.06,4.76,60.02,0.0,0.3
136,6,3,2003,,343.09,148.6,4.85,5.05,65.53,45.21,8.63,0.0,7.64,77.32,589.98,0.17,-17.35,60.57,7.88,6.93,80.64,0.0,1.51
137,6,4,2004,20.64,18.66,24.85,2.92,3.02,19.3,17.04,3.46,0.0,2.61,9.15,10.84,9.23,-15.38,35.36,4.59,4.25,41.33,0.0,5.31
138,6,5,2005,22.41,22.41,32.92,2.94,3.09,25.89,21.76,3.88,35.02,3.34,13.36,16.14,6.2,3.77,32.28,3.99,3.99,33.91,0.37,3.99
139,6,6,2006,17.93,16.33,20.27,3.64,4.12,15.5,14.06,2.97,0.39,2.48,11.76,13.68,7.31,23.46,31.18,3.87,3.98,29.91,0.92,7.26
140,6,7,2007,16.18,16.01,15.55,3.44,4.18,14.25,12.55,2.85,0.42,2.54,9.01,9.99,10.01,24.31,29.61,3.92,3.99,27.41,1.13,7.23
141,6,8,2008,18.44,18.21,14.09,2.28,2.87,12.47,10.38,2.18,0.75,1.88,8.74,10.69,9.35,27.59,17.71,2.39,2.45,16.05,1.86,8.28
142,6,9,2009,,,0.0,2.31,2.91,193.65,48.8,3.24,0.0,2.86,-82.79,-30.89,-3.24,6.89,18.88,2.17,2.33,16.46,1.97,0.51
143,6,10,2010,17.64,14.03,15.28,2.18,2.77,10.72,9.67,1.74,0.0,1.47,8.19,9.96,10.04,7.66,21.62,2.14,2.33,16.0,2.11,9.48
144,6,11,2011,8.5,9.55,7.74,1.83,2.22,7.38,6.75,1.56,0.0,1.12,4.4,4.84,20.66,8.57,17.61,2.05,2.15,13.66,2.44,13.8
145,6,12,2012,117.78,14.13,14.66,1.75,5.37,8.01,7.32,1.55,0.0,1.46,15.24,30.89,3.24,9.89,15.13,1.71,1.72,10.11,3.21,13.31
146,6,13,2013,85.05,30.27,510.29,3.03,7.99,51.17,34.95,2.9,0.0,2.87,25.21,48.45,2.06,5.11,24.13,2.87,2.75,17.02,2.13,1.98
147,6,14,2014,25.39,20.64,18.45,3.43,7.47,17.45,15.11,3.0,0.0,2.84,13.43,16.69,5.99,5.28,29.76,3.51,3.27,20.29,1.81,5.78
148,6,15,2015,14.97,14.09,24.77,2.56,5.48,21.69,17.67,2.13,0.0,1.97,9.18,11.19,8.94,3.54,21.87,2.66,2.38,15.36,2.39,4.87
149,6,16,2016,18.88,16.62,14.74,4.34,9.43,14.03,12.65,3.0,0.79,2.86,12.09,14.26,7.01,24.13,35.5,4.55,3.91,24.53,1.38,7.38
150,6,17,2017,17.36,16.95,17.94,6.4,10.74,17.76,16.15,4.16,0.26,3.94,13.08,14.41,6.94,22.69,55.83,8.43,6.94,41.27,0.71,5.76
151,6,18,2018,11.11,7.87,10.02,4.64,9.74,10.66,8.91,2.02,0.18,1.98,6.5,7.14,14.01,26.01,25.96,4.74,3.54,20.68,1.82,9.95
152,6,19,2019,18.97,17.85,18.87,6.05,10.67,18.28,15.79,3.51,0.56,3.52,13.28,14.66,6.82,24.35,33.8,7.43,5.14,28.4,1.51,5.65
153,6,20,2020,15.11,14.2,17.64,5.12,7.78,16.17,14.37,3.18,0.59,3.15,11.31,12.28,8.14,24.93,30.6,7.62,5.06,27.37,1.45,6.25
