,enterprise_id,year_id,years,pe_ratio,pe_ratio_without_nri,price-to-owner-earnings,pb_ratio,price-to-tangible-book,price-to-free-cash-flow,price-to-operating-cash-flow,ps_ratio,peg_ratio,ev-to-revenue,ev-to-ebitda,ev-to-ebit,earnings_yield_(joel_greenblatt)_%,forward_rate_of_return_(yacktman)_%,shiller_pe_ratio,cyclically_adjusted_pb_ratio,cyclically_adjusted_ps_ratio,cyclically_adjusted_price-to-fcf,dividend_yield_%,fcf_yield_%
532,21,19,2019,35.69,35.89,45.09,8.5,8.5,38.88,20.54,0.85,5.47,0.83,19.87,25.9,3.86,8.52,53.27,10.18,1.06,52.82,0.83,2.59
533,21,20,2020,38.54,38.59,28.92,8.39,8.39,25.51,17.42,0.93,5.74,0.9,21.01,27.26,3.67,8.86,56.4,11.46,1.16,52.98,0.78,3.94
534,21,21,2021,40.42,40.76,39.79,11.46,11.46,37.69,22.59,1.03,4.06,1.02,23.14,29.15,3.43,11.99,62.94,14.04,1.36,59.84,0.65,2.67
535,21,22,2022,39.73,40.29,75.56,11.2,11.2,66.32,31.41,1.02,3.33,1.01,23.15,28.65,3.49,13.91,60.15,14.5,1.35,60.76,0.65,1.51
536,21,23,2023,38.79,38.92,40.76,9.71,9.71,36.19,22.06,1.01,2.87,0.98,22.09,27.39,3.65,15.57,55.92,13.98,1.29,55.67,0.7,2.77
537,22,1,2001,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,22,2,2002,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,22,3,2003,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,22,4,2004,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,22,5,2005,190.56,201.76,0.0,9.91,9.91,29.57,27.22,8.62,0.0,7.52,52.48,203.36,0.49,0.0,0.0,0.0,0.0,0.0,0.0,3.58
542,22,6,2006,171.0,173.9,0.0,23.11,23.11,67.06,50.79,15.74,0.0,13.98,106.32,215.46,0.46,0.0,0.0,0.0,0.0,0.0,0.0,1.6
543,22,7,2007,,,0.0,17.82,19.06,59.24,47.45,10.6,0.0,9.6,147.85,-1326.72,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.77
544,22,8,2008,341.58,360.56,41.08,13.71,14.78,39.57,31.13,8.49,0.0,7.68,66.33,283.23,0.35,0.0,0.0,0.0,0.0,0.0,0.0,2.59
545,22,9,2009,75.57,112.71,29.3,4.86,5.48,19.79,14.52,3.09,0.0,2.41,21.29,30.22,3.31,23.19,0.0,0.0,0.0,0.0,0.0,5.15
546,22,10,2010,100.57,108.84,64.86,7.75,8.48,36.78,30.04,6.24,2.03,5.61,37.05,50.7,1.97,21.76,0.0,0.0,0.0,0.0,0.0,2.74
547,22,11,2011,273.64,105.87,109.83,13.45,24.01,195.7,38.44,10.65,2.03,10.36,83.76,132.86,0.75,20.9,0.0,0.0,0.0,0.0,0.0,0.53
548,22,12,2012,,85.88,127.51,9.61,25.35,37.63,26.72,6.97,3.0,6.97,111.99,-970.5,-0.1,21.37,0.0,0.0,0.0,0.0,0.0,2.63
549,22,13,2013,,104.95,512.26,10.63,44.09,43.64,33.0,7.97,0.0,8.19,208.24,-257.92,-0.39,-0.21,10893.18,28.2,19.37,105.65,0.0,2.21
550,22,14,2014,,172.94,0.0,12.05,0.0,62.79,41.32,8.89,0.0,9.48,435.17,-137.5,-0.73,-15.05,0.0,31.65,20.87,129.17,0.0,1.56
551,22,15,2015,,108.56,318.93,9.24,0.0,39.53,29.82,6.56,0.0,7.06,122.97,-271.21,-0.37,-7.87,0.0,23.12,15.26,94.75,0.0,2.43
552,22,16,2016,,90.75,86.15,9.13,91.36,46.81,26.93,6.75,4.15,6.75,67.9,328.92,0.3,21.5,0.0,21.79,14.57,93.22,0.0,2.11
553,22,17,2017,171.96,184.38,99.25,7.46,0.0,32.61,25.61,6.56,3.57,6.7,62.83,210.99,0.47,21.83,0.0,19.38,13.44,81.29,0.0,3.03
554,22,18,2018,232.47,243.4,106.36,8.01,39.8,37.98,30.58,7.94,3.48,7.62,64.89,176.95,0.57,21.62,0.0,21.44,15.67,90.61,0.0,2.65
555,22,19,2019,106.27,165.36,79.32,7.5,858.59,42.02,34.66,8.87,2.64,8.72,76.37,216.54,0.46,21.54,1769.97,21.51,17.18,94.82,0.0,2.4
556,22,20,2020,1215.4,,112.47,4.8,40.42,42.02,35.78,9.06,0.0,9.4,61.86,347.14,0.29,21.62,2037.39,18.21,16.9,89.73,0.0,2.27
557,22,21,2021,51.5,84.26,64.3,5.0,18.74,51.28,43.7,9.87,2.75,9.49,61.07,443.09,0.23,21.56,425.43,15.93,17.51,90.88,0.0,1.97
558,22,22,2022,157.18,748.01,87.78,3.96,189.13,42.89,37.76,8.55,26.81,8.81,60.72,426.13,0.23,21.78,326.13,11.35,14.44,74.11,0.0,2.3
559,22,23,2023,799.86,159.21,112.35,2.82,61.8,26.53,23.55,5.34,7.51,5.31,29.48,89.54,1.12,22.89,199.23,6.13,8.56,43.52,0.0,3.83
560,23,94,1994,390.0,390.0,390.0,6.32,6.32,390.0,390.0,90.0,0.0,4.28,10.25,10.89,9.18,0.0,0.0,0.0,0.0,0.0,0.0,4.8
561,23,95,1995,19.38,19.38,46.27,9.72,9.72,30.1,19.87,3.94,0.25,6.56,18.96,20.99,4.76,21.0,0.0,0.0,0.0,0.0,0.0,1.92
562,23,96,1996,37.58,37.58,37.34,11.9,11.9,43.89,32.3,8.37,0.59,7.95,21.24,23.25,4.3,20.95,0.0,0.0,0.0,0.0,0.0,2.32
563,23,97,1997,52.0,57.03,63.14,12.43,12.43,49.66,38.27,8.57,1.01,8.07,28.26,31.97,3.13,20.96,111.97,45.25,24.03,133.94,0.0,2.09
564,23,98,1998,79.8,79.8,59.33,13.95,14.3,43.61,37.12,12.52,1.66,11.55,40.88,47.37,2.11,20.93,168.64,55.7,34.01,155.86,0.0,2.44
565,23,99,1999,107.1,107.1,66.51,17.34,18.05,60.43,50.75,18.02,2.67,16.66,60.32,70.58,1.42,20.77,261.36,73.25,52.35,209.6,0.0,1.77
566,23,0,2000,181.78,181.78,123.01,17.63,20.84,105.55,79.23,25.71,7.32,24.39,112.65,142.7,0.7,20.53,420.89,91.1,75.21,313.83,0.0,0.99
567,23,1,2001,,,77.19,5.19,6.27,33.54,21.64,6.2,0.0,6.01,95.49,-160.53,-0.62,11.68,0.0,17.19,16.15,71.36,0.0,2.93
568,23,2,2002,52.76,36.64,25.86,3.36,3.96,24.89,14.9,5.19,0.0,4.42,17.16,28.67,3.49,-1.46,78.35,8.7,9.07,40.73,0.0,4.1
569,23,3,2003,38.98,35.63,43.8,4.87,5.82,30.6,26.48,7.46,5.22,6.78,20.16,26.2,3.82,9.72,89.16,10.06,11.27,49.85,0.0,3.37
570,23,4,2004,33.74,30.41,31.36,5.46,6.61,23.24,21.2,6.7,1.49,6.0,17.66,21.03,4.76,23.1,75.08,8.82,10.09,42.82,0.0,4.51
571,23,5,2005,22.01,22.27,20.05,5.23,7.0,18.41,16.72,5.11,0.57,4.24,12.47,14.18,7.05,23.76,52.39,6.87,7.78,31.8,0.0,5.67
572,23,6,2006,20.09,20.41,17.84,4.53,8.65,15.74,14.2,3.94,0.39,3.4,10.67,12.45,8.03,24.71,39.5,5.52,6.1,24.65,0.0,6.58
573,23,7,2007,24.71,25.27,19.16,5.6,10.49,20.46,17.92,5.19,1.3,4.6,14.27,16.31,6.13,22.88,51.28,7.81,8.42,33.5,0.0,5.02
574,23,8,2008,16.79,16.95,12.44,3.77,6.52,12.52,11.21,3.43,0.9,2.79,8.95,10.43,9.59,24.36,31.16,5.05,5.34,21.09,0.0,8.35
575,23,9,2009,20.96,20.74,16.83,3.29,5.3,14.5,13.02,3.57,1.5,2.84,10.47,12.77,7.83,19.98,28.92,4.68,4.98,19.9,0.0,6.98
576,23,10,2010,17.35,17.35,16.55,2.95,5.37,14.72,13.26,3.37,2.01,2.64,8.78,10.55,9.48,15.01,26.85,4.47,4.77,19.26,0.0,7.03
577,23,11,2011,13.65,12.7,11.46,1.84,3.11,9.98,8.81,2.06,2.82,1.37,5.4,6.99,14.31,14.3,15.91,2.8,2.95,11.99,0.75,10.26
578,23,12,2012,10.7,10.42,9.8,1.65,2.61,8.32,7.5,1.87,2.83,1.13,4.02,4.85,20.62,14.12,14.05,2.56,2.65,10.81,1.76,12.27
579,23,13,2013,13.76,13.62,12.75,2.33,4.08,11.73,10.68,2.83,1.83,2.13,7.25,8.76,11.42,14.38,19.97,3.71,3.81,15.59,2.42,8.51
580,23,14,2014,16.93,16.63,12.75,2.27,4.42,12.05,10.81,2.83,1.9,2.07,7.68,9.5,10.53,16.07,18.29,3.3,3.43,14.24,2.85,8.58
581,23,15,2015,16.24,15.89,14.22,2.42,4.4,12.91,11.65,2.97,2.64,2.23,7.7,9.3,10.75,13.07,19.61,3.4,3.61,15.22,2.81,7.84
582,23,16,2016,14.47,14.13,13.53,2.41,4.46,12.5,11.45,3.15,1.89,2.36,7.39,8.56,11.68,14.52,19.47,3.32,3.65,15.32,3.08,8.09
583,23,17,2017,16.55,15.43,14.05,2.37,4.63,12.3,11.44,3.31,2.66,2.5,7.77,9.12,10.96,13.07,19.11,3.11,3.57,14.86,3.5,8.24
584,23,18,2018,2114.5,1458.28,17.81,4.52,21.81,16.09,15.1,4.18,232.21,3.53,10.77,12.46,8.03,11.95,27.36,3.91,4.54,18.91,2.93,6.58
585,23,19,2019,21.23,20.76,17.87,7.01,0.0,16.53,15.58,4.75,2.56,4.37,13.08,14.69,6.81,12.87,32.39,4.97,5.58,22.77,2.45,6.34
586,23,20,2020,17.84,17.41,15.34,5.26,78.63,13.67,12.99,4.06,2.32,3.75,11.29,12.69,7.88,13.62,25.68,4.19,4.54,18.0,3.01,7.34
587,23,21,2021,22.15,21.25,17.67,5.66,0.0,15.89,15.18,4.71,4.1,4.43,14.17,16.1,6.21,10.74,27.05,4.7,4.95,18.97,2.64,6.32
588,23,22,2022,16.09,16.61,17.08,4.69,0.0,14.92,14.38,3.69,3.48,3.43,10.52,11.91,8.4,11.78,19.55,3.61,3.69,14.03,3.31,6.84
589,23,23,2023,16.95,16.2,12.81,4.77,52.89,11.22,10.74,3.75,6.35,3.4,11.09,12.31,8.12,9.42,21.16,4.12,4.03,14.79,2.96,9.0
590,24,94,1994,22.45,5.39,0.0,2.03,2.03,31.57,6.72,0.77,0.0,0.93,6.53,12.36,8.09,0.0,0.0,0.0,0.0,0.0,4.02,3.16
591,24,95,1995,17.16,17.16,0.0,1.99,1.99,0.0,10.04,0.81,0.0,1.0,6.44,11.41,8.76,0.0,0.0,0.0,0.0,0.0,4.14,-1.75
592,24,96,1996,36.63,36.63,0.0,2.38,2.38,62.51,8.38,0.92,0.0,1.11,7.38,18.77,5.33,0.0,0.0,0.0,0.0,0.0,3.67,1.6
593,24,97,1997,16.29,16.29,0.0,2.72,2.72,17.88,7.32,0.97,0.0,1.08,6.49,9.31,10.74,0.0,0.0,0.0,0.0,0.0,3.2,5.59
594,24,98,1998,15.56,15.56,18.64,2.89,2.89,74.04,11.05,1.21,0.0,1.31,6.77,9.44,10.59,0.0,0.0,0.0,0.0,0.0,2.96,1.35
595,24,99,1999,40.66,40.66,0.0,3.18,3.18,0.0,14.59,1.78,5.78,1.97,13.23,26.93,3.71,8.33,0.0,0.0,0.0,0.0,2.94,-0.28
596,24,0,2000,27.59,36.09,12.98,1.93,1.93,0.0,7.35,0.67,16.79,0.86,4.12,5.68,17.61,3.27,0.0,0.0,0.0,0.0,2.86,-0.22
597,24,1,2001,10.59,11.91,6.27,1.64,1.64,9.46,4.1,0.46,0.48,0.57,2.5,3.1,32.26,23.06,0.0,0.0,0.0,0.0,3.08,10.78
598,24,2,2002,29.0,21.38,23.81,2.82,2.82,54.58,8.31,0.9,0.54,1.04,4.51,6.35,15.75,23.16,0.0,0.0,0.0,0.0,2.96,1.82
599,24,3,2003,62.72,20.41,88.88,2.25,2.25,30.27,7.14,0.72,0.58,0.85,4.35,5.94,16.84,24.1,17.61,2.19,0.7,29.24,4.21,3.3
600,24,4,2004,12.5,13.38,14.19,2.56,2.56,13.51,7.34,0.75,0.62,0.83,3.92,4.95,20.2,24.48,20.03,2.79,0.85,31.28,3.29,7.19
601,24,5,2005,8.36,9.4,9.27,2.45,2.45,13.3,7.59,0.72,0.0,0.72,3.28,3.84,26.04,-0.32,19.39,3.15,0.93,28.43,2.91,7.57
602,24,6,2006,8.68,9.0,8.04,2.02,2.18,10.73,6.09,0.62,0.0,0.65,3.18,3.73,26.81,3.64,16.87,3.11,0.89,23.77,3.08,9.0
603,24,7,2007,9.43,9.76,8.48,2.31,2.47,15.37,6.64,0.77,0.8,0.75,3.94,4.85,20.62,16.65,18.51,3.62,1.04,27.3,2.73,6.6
604,24,8,2008,10.64,11.73,9.98,2.53,2.69,23.97,7.97,0.9,0.93,0.88,4.73,5.99,16.69,17.0,19.87,4.05,1.17,29.84,2.42,4.25
605,24,9,2009,6.34,6.34,7.11,1.71,1.81,15.22,5.12,0.57,0.71,0.55,2.82,3.44,29.07,14.87,12.96,2.92,0.82,20.48,3.42,6.72
606,24,10,2010,14.69,14.69,19.53,1.68,1.77,0.0,7.95,0.92,4.91,0.93,5.12,8.46,11.82,7.76,12.45,2.7,0.83,20.84,3.45,-0.3
607,24,11,2011,9.63,9.63,9.8,1.74,1.82,15.6,5.84,0.92,7.08,0.91,3.97,5.64,17.73,5.61,12.32,2.87,0.99,24.19,3.11,6.41
608,24,12,2012,7.92,7.92,7.4,1.74,1.81,14.59,5.18,0.87,0.89,0.83,3.91,5.27,18.98,12.9,12.35,2.92,1.07,24.35,2.9,6.92
609,24,13,2013,8.12,8.12,8.96,1.54,1.6,26.99,5.47,0.92,1.31,0.88,4.13,5.77,17.33,10.18,10.78,2.59,1.01,22.97,3.25,3.74
610,24,14,2014,11.26,11.26,16.73,1.6,1.65,0.0,6.89,1.1,2.28,1.11,5.8,8.98,11.14,7.21,11.52,2.61,1.11,29.59,3.12,-1.25
611,24,15,2015,11.06,11.06,17.89,1.36,1.4,0.0,6.71,1.05,4.14,1.13,4.64,7.26,13.77,5.1,10.06,2.08,0.98,31.56,3.75,-1.86
612,24,16,2016,36.72,36.72,0.0,1.11,1.14,0.0,8.67,1.3,0.0,1.52,7.02,40.84,2.45,-5.56,8.42,1.52,0.81,37.39,4.76,-5.93
613,24,17,2017,,,0.0,1.53,1.58,0.0,17.37,2.0,0.0,2.39,14.62,-134.21,-0.75,-18.47,11.83,1.82,1.09,73.99,3.64,-2.43
614,24,18,2018,25.81,25.81,63.16,1.61,1.66,34.27,11.68,1.76,0.0,2.03,9.41,28.71,3.48,-16.81,13.03,1.8,1.19,81.86,3.45,2.91
615,24,19,2019,14.06,14.06,11.61,1.34,1.38,12.38,6.8,1.31,0.0,1.46,5.61,10.89,9.18,-7.15,11.81,1.47,1.09,57.89,4.12,8.13
616,24,20,2020,78.25,78.25,12.31,1.57,1.62,17.3,8.36,1.63,31.18,1.78,6.97,39.32,2.54,4.0,13.47,1.53,1.21,45.44,3.95,5.82
617,24,21,2021,,,0.0,1.23,1.28,97.97,15.33,1.72,0.0,2.14,14.67,-29.94,-3.34,7.79,12.37,1.04,0.9,40.66,6.11,1.02
618,24,22,2022,14.42,14.42,9.32,1.63,1.68,10.66,7.72,1.45,0.0,1.63,6.26,11.32,8.83,2.48,18.13,1.35,1.25,48.07,4.52,9.33
619,24,23,2023,9.82,9.82,7.45,2.16,2.22,9.25,7.02,1.48,1.79,1.49,5.23,6.98,14.33,10.61,25.61,1.96,1.85,44.52,3.19,10.95
620,25,94,1994,40.02,55.2,18.19,2.0,28.09,7.41,5.21,0.66,0.0,0.8,6.39,9.2,10.87,0.0,22.17,2.52,0.83,16.56,0.44,13.11
621,25,95,1995,24.93,24.93,12.47,2.15,30.47,22.86,14.16,1.59,0.0,0.94,6.33,8.27,12.09,0.0,26.64,3.08,0.98,17.62,0.36,8.79
622,25,96,1996,11.69,11.96,13.07,2.13,0.0,11.06,7.29,0.85,0.51,1.02,6.38,8.45,11.83,25.89,25.54,3.28,1.08,17.98,0.4,9.22
623,25,97,1997,9.11,13.84,10.7,2.3,244.75,0.0,8.4,0.96,0.42,0.92,5.87,7.68,13.02,23.77,26.55,4.11,1.42,29.72,0.27,-3.06
624,25,98,1998,16.57,16.57,16.31,2.18,8.98,31.56,9.11,1.19,0.54,1.0,6.25,8.17,12.24,23.3,30.32,4.81,1.77,37.66,0.2,3.99
625,25,99,1999,27.39,24.33,42.63,3.52,48.78,0.0,14.91,1.72,0.91,1.77,10.8,14.02,7.13,20.61,46.37,7.23,2.76,122.01,0.14,-5.71
626,25,0,2000,18.09,17.62,27.47,2.7,11.09,17.85,11.3,1.48,0.91,1.48,8.1,10.33,9.68,20.67,36.01,5.55,2.2,69.87,0.18,5.75
627,25,1,2001,20.58,20.58,25.98,3.36,83.22,15.77,13.05,1.77,1.09,1.89,10.18,12.93,7.73,20.73,41.45,6.58,2.74,62.47,0.14,6.5
628,25,2,2002,20.14,17.65,15.9,2.61,0.0,11.66,10.11,1.63,1.07,1.66,8.39,11.0,9.09,19.39,30.95,4.92,2.19,36.56,0.17,9.09
629,25,3,2003,23.48,15.97,18.9,2.24,3678.33,10.85,9.84,1.53,1.3,1.58,8.77,10.41,9.61,16.97,29.79,4.46,2.13,29.21,0.18,9.58
630,25,4,2004,18.28,18.82,12.8,2.6,31.07,12.75,11.56,1.88,1.97,1.8,9.74,11.28,8.87,15.01,33.74,5.18,2.66,32.02,0.14,8.25
631,25,5,2005,16.77,16.9,16.12,2.58,0.0,13.77,12.24,1.83,1.52,1.84,10.03,11.45,8.73,16.31,33.52,5.31,2.89,32.11,0.14,7.7
632,25,6,2006,13.58,13.73,11.92,2.25,0.0,11.34,10.21,1.56,0.99,1.55,8.56,9.76,10.25,20.3,26.62,4.25,2.43,24.72,0.17,9.47
633,25,7,2007,13.98,14.31,11.53,2.26,0.0,11.22,10.23,1.67,0.79,1.81,9.98,11.42,8.76,24.14,28.97,4.6,2.75,24.5,0.15,9.4
634,25,8,2008,14.07,15.85,11.58,2.07,0.0,13.09,11.8,1.76,0.82,2.02,11.04,12.74,7.85,25.06,28.26,4.51,2.85,23.84,0.17,7.91
635,25,9,2009,9.63,9.63,7.61,1.24,0.0,7.67,6.87,1.01,0.56,1.13,6.47,7.63,13.11,27.63,15.93,2.45,1.65,12.37,0.28,13.74
636,25,10,2010,14.6,14.6,10.21,1.4,0.0,10.52,9.42,1.52,1.36,1.57,9.27,11.32,8.83,19.24,18.83,2.74,1.97,14.35,0.23,9.89
637,25,11,2011,12.0,12.53,9.96,1.52,0.0,11.44,10.39,1.73,1.48,1.76,8.06,9.4,10.64,16.7,20.37,2.94,2.26,16.06,0.22,9.1
638,25,12,2012,10.16,11.26,8.23,1.29,0.0,9.67,8.44,1.38,1.26,1.65,8.24,10.26,9.75,17.28,17.08,2.47,1.99,14.07,0.25,10.54
639,25,13,2013,11.18,11.63,8.08,1.36,0.0,9.06,7.84,1.47,0.85,1.62,7.37,9.33,10.72,21.69,17.38,2.52,2.11,14.62,0.24,11.45
640,25,14,2014,13.65,16.26,10.44,1.62,365.24,12.1,10.28,2.02,0.86,2.0,8.32,10.3,9.71,25.42,21.03,3.02,2.64,18.0,0.17,8.42
641,25,15,2015,15.86,25.14,12.39,1.73,62.86,12.52,10.97,3.2,1.72,3.19,14.18,18.84,5.31,21.11,21.31,2.91,2.84,18.07,0.62,8.12
642,25,16,2016,13.16,25.26,10.95,1.81,0.0,13.44,11.63,3.06,26.31,3.81,17.98,25.24,3.96,7.58,20.6,2.79,2.91,17.98,0.77,7.67
643,25,17,2017,18.9,20.97,16.31,2.08,0.0,16.47,13.71,2.86,0.0,3.5,15.07,21.15,4.73,4.36,21.22,2.74,3.06,18.63,0.73,6.14
644,25,18,2018,23.31,26.71,20.19,2.17,0.0,19.98,16.71,3.74,0.0,4.33,17.69,25.05,3.99,2.96,24.01,2.96,3.53,20.94,0.6,5.07
645,25,19,2019,24.44,26.96,19.75,2.27,0.0,18.88,16.14,3.81,11.38,4.29,17.09,23.58,4.24,7.31,25.15,3.0,3.82,21.77,0.62,5.36
646,25,20,2020,33.59,41.64,27.61,3.3,0.0,29.76,24.98,5.51,4.95,5.52,21.48,28.96,3.45,11.78,34.73,4.06,5.45,30.46,0.44,3.5
647,25,21,2021,40.27,44.89,25.94,3.84,0.0,26.12,22.79,6.35,5.72,7.15,24.36,33.42,2.99,10.44,47.51,5.39,7.51,39.77,0.32,3.87
648,25,22,2022,33.87,35.83,29.42,4.98,0.0,30.42,25.71,7.3,1.84,7.89,23.24,29.67,3.37,21.49,59.12,6.93,9.94,49.59,0.26,3.39
649,25,23,2023,24.35,23.58,24.17,3.54,0.0,23.54,20.36,5.51,0.88,5.97,17.51,22.08,4.53,23.04,40.63,4.91,7.3,34.95,0.37,4.3
650,26,20,2020,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,26,21,2021,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,26,22,2022,,,0.0,3.02,3.19,0.0,0.0,3.17,0.0,2.99,-17.24,-14.67,-6.82,0.0,0.0,0.0,0.0,0.0,0.0,-1.4
653,26,23,2023,,,0.0,1.35,1.39,0.0,0.0,2.02,0.0,0.73,-4.1,-3.14,-31.85,0.0,0.0,0.0,0.0,0.0,0.0,-14.98
654,27,94,1994,55.83,57.86,13.89,3.62,3.62,11.19,7.1,1.98,0.0,2.26,6.65,12.58,7.95,0.0,103.96,4.72,3.32,17.34,0.76,8.93
655,27,95,1995,64.7,64.7,11.36,4.44,4.44,11.3,8.42,2.43,3.13,2.59,7.71,14.12,7.08,25.08,117.36,6.28,4.16,20.72,0.45,8.85
656,27,96,1996,95.32,55.6,11.36,2.6,0.0,14.54,9.05,2.23,2.33,2.88,7.98,17.83,5.61,25.64,107.39,5.63,3.81,20.37,0.65,6.88
657,27,97,1997,83.17,95.19,12.44,3.09,41.92,17.82,10.47,2.38,3.88,2.85,9.01,16.26,6.15,25.01,110.16,6.03,4.12,24.07,0.61,5.61
658,27,98,1998,27.97,27.42,13.33,2.66,14.25,20.0,10.12,2.25,1.4,2.75,8.23,16.12,6.2,25.09,89.42,4.95,3.4,22.01,0.78,5.02
659,27,99,1999,41.14,39.18,13.68,2.52,10.01,17.06,9.57,2.28,3.5,2.74,9.29,20.52,4.87,17.01,73.98,4.47,3.09,21.29,0.21,5.93
660,27,0,2000,65.84,88.92,31.4,3.29,9.94,34.78,16.13,2.38,0.0,3.47,18.71,34.98,2.86,1.5,100.95,5.54,4.04,27.45,0.56,2.2
661,27,1,2001,,46.96,0.0,1.63,4.71,30.6,12.59,1.52,0.0,1.84,10.12,16.39,6.1,-5.34,50.49,2.35,1.79,12.46,1.15,3.4
662,27,2,2002,24.76,25.18,69.41,1.28,8.36,25.3,13.29,1.2,0.0,1.71,12.64,18.17,5.5,-9.66,37.01,1.71,1.35,10.31,1.41,4.0
663,27,3,2003,33.54,33.54,29.85,1.67,9.86,22.96,14.65,1.57,0.0,1.91,13.66,19.09,5.24,-13.28,43.41,2.04,1.67,13.66,1.06,4.65
664,27,4,2004,20.68,20.3,21.71,1.74,7.22,15.07,10.44,1.58,0.0,1.88,10.97,14.25,7.02,-1.96,41.42,2.06,1.73,14.85,0.95,7.08
665,27,5,2005,19.89,19.86,21.08,1.81,44.08,20.62,11.8,1.61,6.13,1.9,11.29,15.14,6.61,7.62,37.71,1.97,1.71,16.25,1.01,5.14
666,27,6,2006,18.49,19.29,14.84,1.97,53.39,13.28,10.39,1.87,1.62,2.22,11.05,14.01,7.14,16.13,39.78,2.37,2.09,19.95,0.89,7.57
667,27,7,2007,15.28,17.87,15.1,2.19,64.16,18.66,13.27,2.03,0.92,2.27,9.74,11.88,8.42,23.66,36.14,2.52,2.27,22.14,0.9,5.71
668,27,8,2008,13.46,14.46,14.75,1.73,6.64,15.45,10.98,1.58,0.72,1.83,7.27,8.73,11.45,25.65,26.05,2.07,1.87,18.49,1.14,6.91
669,27,9,2009,15.6,17.0,14.73,1.48,5.09,14.44,9.68,1.42,1.03,1.69,7.76,9.79,10.21,23.0,21.82,1.81,1.65,16.81,1.27,7.14
670,27,10,2010,16.31,15.97,15.29,1.67,7.53,14.43,9.8,1.69,1.32,1.96,8.48,10.53,9.5,18.17,23.19,2.09,1.92,20.02,1.06,7.12
671,27,11,2011,11.97,12.0,13.37,1.42,6.55,16.76,8.23,1.41,1.71,1.62,6.42,7.82,12.79,13.74,17.32,1.76,1.62,17.05,1.33,6.46
672,27,12,2012,16.7,17.03,19.12,2.37,9.77,22.73,11.93,2.25,2.23,2.54,9.17,11.05,9.05,11.57,25.96,2.88,2.66,26.63,1.15,4.44
673,27,13,2013,19.08,18.49,18.49,2.56,10.81,17.57,12.37,2.6,1.67,2.87,10.62,12.96,7.72,14.68,27.98,3.35,3.1,28.65,1.16,5.73
674,27,14,2014,20.9,20.59,23.62,3.37,15.7,24.21,16.01,3.21,1.36,3.4,11.19,13.23,7.56,18.16,33.79,4.3,4.01,36.0,0.97,4.27
675,27,15,2015,20.86,20.77,23.83,3.67,17.16,24.53,15.34,3.33,1.32,3.44,10.96,12.79,7.82,18.76,34.28,4.68,4.36,37.13,1.77,4.35
676,27,16,2016,16.21,16.03,16.64,3.43,17.47,18.2,11.59,2.74,1.03,3.02,9.48,11.05,9.05,19.59,27.26,4.02,3.68,30.57,1.53,5.63
677,27,17,2017,17.32,17.3,18.61,3.58,51.1,17.84,12.6,2.82,1.28,3.16,10.19,12.17,8.22,17.87,26.02,4.03,3.61,28.62,1.58,5.9
678,27,18,2018,13.99,13.96,17.4,3.6,16.41,17.93,12.33,2.97,1.32,3.32,10.77,12.89,7.76,14.85,26.26,4.48,3.95,29.63,1.44,5.6
679,27,19,2019,19.63,19.12,38.18,2.61,0.0,125.55,32.87,3.12,2.36,4.13,15.09,19.3,5.18,11.59,25.95,4.49,4.07,33.22,1.35,0.75
680,27,20,2020,,166.33,0.0,2.68,0.0,62.38,29.45,3.43,0.0,4.31,55.33,-1118.15,-0.09,-6.9,26.46,3.87,3.68,31.8,0.71,1.6
681,27,21,2021,155.2,124.85,64.45,3.47,0.0,155.49,55.56,4.59,0.0,5.38,39.37,88.36,1.13,-25.08,35.67,4.68,4.61,42.28,0.0,0.65
682,27,22,2022,54.84,45.33,31.84,1.77,73.87,161.52,28.67,2.08,0.0,2.68,18.45,32.39,3.09,-20.13,19.24,2.27,2.28,23.08,0.0,0.64
683,27,23,2023,62.83,21.56,52.26,1.45,15.78,30.29,15.03,1.67,0.0,2.14,16.77,31.84,3.14,-10.22,16.99,1.78,1.82,20.17,0.0,3.39
684,28,94,1994,15.61,18.15,6.11,2.61,4.36,12.65,6.76,1.15,0.0,2.61,9.62,12.03,8.31,0.0,17.48,3.03,1.31,14.45,2.47,8.09
685,28,95,1995,13.81,12.17,8.0,2.48,4.35,11.08,4.88,1.1,4.89,2.69,9.84,12.27,8.15,9.4,15.92,2.78,1.19,13.09,2.92,9.03
