,enterprise_id,year_id,years,net_income_from_continuing_operations,"cash_flow_depreciation,_depletion_and_amortization",change_in_receivables,change_in_inventory,change_in_prepaid_assets,change_in_payables_and_accrued_expense,change_in_other_working_capital,change_in_working_capital,deferred_tax,stock_based_compensation,asset_impairment_charge,cash_from_discontinued_operating_activities,cash_flow_from_others,cash_flow_from_operations,"purchase_of_property,_plant,_equipment","sale_of_property,_plant,_equipment",purchase_of_business,sale_of_business,purchase_of_investment,sale_of_investment,net_intangibles_purchase_and_sale,cash_from_discontinued_investing_activities,cash_from_other_investing_activities,cash_flow_from_investing,issuance_of_stock,repurchase_of_stock,net_issuance_of_preferred_stock,issuance_of_debt,payments_of_debt,net_issuance_of_debt,cash_flow_for_dividends,cash_flow_for_lease_financing,other_financing,cash_flow_from_financing,beginning_cash_position,effect_of_exchange_rate_changes,net_change_in_cash,ending_cash_position,capital_expenditure,free_cash_flow
0,1,94,1994,310.0,168.0,-199.0,418.0,0.0,-111.0,140.0,248.0,0.0,0.0,0.0,0.0,11.0,737.0,-160.0,0.0,0.0,0.0,-312.0,474.0,0.0,0.0,-4.0,-2.0,82.0,0.0,0.0,297.0,-531.0,-234.0,-56.0,0.0,0.0,-208.0,676.0,0.0,527.0,1203.0,-160.0,577.0
1,1,95,1995,424.0,127.0,-350.0,-687.0,0.0,236.0,4.0,-797.0,0.0,0.0,0.0,0.0,6.0,-240.0,-159.0,0.0,0.0,0.0,-1672.0,1531.0,0.0,0.0,-102.0,-402.0,86.0,0.0,0.0,169.0,-2.0,167.0,-58.0,0.0,0.0,195.0,1203.0,0.0,-447.0,756.0,-159.0,-399.0
2,1,96,1996,-816.0,116.0,435.0,1113.0,0.0,-249.0,230.0,1529.0,-437.0,0.0,0.0,0.0,16.0,408.0,-67.0,47.0,0.0,0.0,-437.0,440.0,0.0,0.0,9.0,-8.0,39.0,0.0,0.0,646.0,-275.0,371.0,-14.0,0.0,0.0,396.0,756.0,0.0,796.0,1552.0,-67.0,341.0
3,1,97,1997,-1045.0,118.0,469.0,225.0,0.0,2.0,23.0,719.0,-50.0,0.0,0.0,0.0,412.0,154.0,-53.0,47.0,-384.0,0.0,-999.0,963.0,-384.0,0.0,311.0,-499.0,34.0,0.0,150.0,0.0,-161.0,-161.0,0.0,0.0,0.0,23.0,1552.0,0.0,-322.0,1230.0,-437.0,-283.0
4,1,98,1998,309.0,111.0,72.0,359.0,0.0,-73.0,29.0,387.0,1.0,0.0,0.0,0.0,-33.0,775.0,-46.0,89.0,0.0,24.0,-2313.0,1723.0,-10.0,0.0,-10.0,-543.0,41.0,0.0,0.0,3.0,-25.0,-22.0,0.0,0.0,0.0,19.0,1230.0,0.0,251.0,1481.0,-46.0,729.0
5,1,99,1999,601.0,85.0,274.0,58.0,0.0,95.0,-26.0,401.0,-35.0,0.0,0.0,0.0,-230.0,822.0,-71.0,23.0,0.0,245.0,-4348.0,3155.0,0.0,0.0,8.0,-988.0,86.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1481.0,0.0,-155.0,1326.0,-71.0,751.0
6,1,0,2000,786.0,84.0,-272.0,-13.0,0.0,318.0,159.0,192.0,163.0,0.0,0.0,0.0,-357.0,868.0,-142.0,11.0,0.0,372.0,-4499.0,3331.0,0.0,0.0,-45.0,-972.0,85.0,-116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,1326.0,0.0,-135.0,1191.0,-142.0,726.0
7,1,1,2001,-37.0,100.0,487.0,22.0,0.0,-356.0,58.0,211.0,-36.0,2.0,0.0,0.0,-55.0,185.0,-232.0,0.0,-19.0,340.0,-4268.0,5429.0,0.0,0.0,-358.0,892.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1191.0,0.0,1119.0,2310.0,-232.0,-47.0
8,1,2,2002,65.0,114.0,-99.0,-34.0,0.0,110.0,-89.0,-112.0,-34.0,5.0,0.0,0.0,51.0,89.0,-174.0,0.0,-52.0,25.0,-4144.0,4125.0,0.0,0.0,-32.0,-252.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,2310.0,0.0,-58.0,2252.0,-174.0,-85.0
9,1,3,2003,68.0,113.0,-201.0,-11.0,0.0,243.0,88.0,119.0,-4.0,16.0,0.0,0.0,-23.0,289.0,-164.0,0.0,0.0,0.0,-2648.0,3607.0,0.0,0.0,33.0,828.0,53.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2252.0,0.0,1144.0,3396.0,-164.0,125.0
10,1,4,2004,266.0,150.0,-8.0,-45.0,0.0,297.0,124.0,368.0,19.0,46.0,0.0,0.0,85.0,934.0,-176.0,0.0,0.0,0.0,-3270.0,1947.0,0.0,0.0,11.0,-1488.0,427.0,0.0,0.0,0.0,-300.0,-300.0,0.0,0.0,0.0,127.0,3396.0,0.0,-427.0,2969.0,-176.0,758.0
11,1,5,2005,1328.0,179.0,-121.0,-64.0,0.0,328.0,349.0,492.0,50.0,49.0,0.0,0.0,437.0,2535.0,-260.0,0.0,0.0,0.0,-11470.0,9195.0,0.0,0.0,-21.0,-2556.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,2969.0,0.0,522.0,3491.0,-260.0,2275.0
12,1,6,2006,1989.0,225.0,-357.0,-105.0,0.0,1611.0,-1374.0,-225.0,53.0,163.0,0.0,0.0,15.0,2220.0,-657.0,0.0,0.0,40.0,-7280.0,8312.0,-28.0,0.0,-30.0,357.0,318.0,-355.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,324.0,3491.0,0.0,2901.0,6392.0,-685.0,1535.0
13,1,7,2007,3496.0,317.0,-385.0,-76.0,0.0,1494.0,292.0,1325.0,78.0,242.0,0.0,0.0,12.0,5470.0,-735.0,0.0,0.0,0.0,-11736.0,9424.0,-251.0,0.0,49.0,-3249.0,365.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,739.0,6392.0,0.0,2960.0,9352.0,-986.0,4484.0
14,1,8,2008,6119.0,496.0,-675.0,-163.0,0.0,596.0,2287.0,2045.0,398.0,516.0,0.0,0.0,22.0,9596.0,-1091.0,0.0,-220.0,0.0,-23003.0,16243.0,-108.0,0.0,-10.0,-8189.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,1116.0,9352.0,0.0,2523.0,11875.0,-1199.0,8397.0
15,1,9,2009,8235.0,734.0,-353.0,54.0,0.0,92.0,-379.0,-586.0,1040.0,710.0,0.0,0.0,26.0,10159.0,-1144.0,0.0,0.0,0.0,-46825.0,30678.0,-69.0,0.0,-74.0,-17434.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,663.0,11875.0,0.0,-6612.0,5263.0,-1213.0,8946.0
16,1,10,2010,14013.0,1027.0,-4860.0,-596.0,0.0,6307.0,385.0,1236.0,1440.0,879.0,0.0,0.0,0.0,18595.0,-2005.0,0.0,-638.0,0.0,-57793.0,46718.0,-116.0,0.0,-20.0,-13854.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,1257.0,5263.0,0.0,5998.0,11261.0,-2121.0,16474.0
17,1,11,2011,25922.0,1814.0,-1791.0,275.0,0.0,2515.0,4758.0,5757.0,2868.0,1168.0,0.0,0.0,0.0,37529.0,-4260.0,0.0,-244.0,0.0,-102317.0,69853.0,-3192.0,0.0,-259.0,-40419.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,1444.0,11261.0,0.0,-1446.0,9815.0,-7452.0,30077.0
18,1,12,2012,41733.0,3277.0,-6965.0,-15.0,0.0,4467.0,2214.0,-299.0,4405.0,1740.0,0.0,0.0,0.0,50856.0,-8295.0,0.0,-350.0,0.0,-151232.0,112805.0,-1107.0,0.0,-48.0,-48227.0,665.0,0.0,0.0,0.0,0.0,0.0,-2488.0,0.0,125.0,-1698.0,9815.0,0.0,931.0,10746.0,-9402.0,41454.0
19,1,13,2013,37037.0,6757.0,-1949.0,-973.0,0.0,2340.0,7060.0,6478.0,1141.0,2253.0,0.0,0.0,0.0,53666.0,-8165.0,0.0,-496.0,0.0,-148489.0,124447.0,-911.0,0.0,-160.0,-33774.0,530.0,-22860.0,0.0,16896.0,0.0,16896.0,-10564.0,0.0,-381.0,-16379.0,10746.0,0.0,3513.0,14259.0,-9076.0,44590.0
20,1,14,2014,39510.0,7946.0,-6452.0,-76.0,0.0,5938.0,7637.0,7047.0,2347.0,2863.0,0.0,0.0,0.0,59713.0,-9571.0,0.0,-3765.0,0.0,-217138.0,208111.0,-242.0,0.0,26.0,-22579.0,730.0,-45000.0,0.0,18266.0,0.0,18266.0,-11126.0,0.0,-419.0,-37549.0,14259.0,0.0,-415.0,13844.0,-9813.0,49900.0
21,1,15,2015,53394.0,11257.0,-3318.0,-238.0,0.0,5001.0,9817.0,11262.0,1382.0,3586.0,0.0,0.0,385.0,81266.0,-11247.0,0.0,-343.0,0.0,-166402.0,121985.0,-241.0,0.0,-26.0,-56274.0,543.0,-35253.0,0.0,29305.0,0.0,29305.0,-11561.0,0.0,-750.0,-17716.0,13844.0,0.0,7276.0,21120.0,-11488.0,69778.0
22,1,16,2016,45687.0,10505.0,476.0,217.0,0.0,2117.0,-2405.0,405.0,4938.0,4210.0,0.0,0.0,486.0,66231.0,-12734.0,0.0,-297.0,0.0,-143816.0,111794.0,-814.0,0.0,-110.0,-45977.0,495.0,-29722.0,0.0,24954.0,-2897.0,22057.0,-12150.0,0.0,-1570.0,-20890.0,21120.0,0.0,-636.0,20484.0,-12734.0,53497.0
23,1,17,2017,48351.0,10157.0,-6347.0,-2723.0,0.0,8966.0,-4819.0,-4923.0,5966.0,4840.0,0.0,0.0,-166.0,64225.0,-12451.0,0.0,-329.0,0.0,-160007.0,126465.0,-344.0,0.0,220.0,-46446.0,555.0,-32900.0,0.0,32514.0,-3500.0,29014.0,-12769.0,0.0,-1874.0,-17974.0,20484.0,0.0,-195.0,20289.0,-12451.0,51774.0
24,1,18,2018,59531.0,10903.0,-13332.0,828.0,0.0,9175.0,38023.0,34694.0,-32590.0,5340.0,0.0,0.0,-444.0,77434.0,-13313.0,0.0,-721.0,0.0,-73227.0,104072.0,0.0,0.0,-745.0,16066.0,669.0,-72738.0,0.0,6969.0,-6537.0,432.0,-13712.0,0.0,-2527.0,-87876.0,20289.0,0.0,5624.0,25913.0,-13313.0,64121.0
25,1,19,2019,55256.0,12547.0,3176.0,-289.0,0.0,-1923.0,-4452.0,-3488.0,-340.0,6068.0,0.0,0.0,-652.0,69391.0,-10495.0,0.0,-624.0,0.0,-40631.0,98724.0,0.0,0.0,-1078.0,45896.0,781.0,-66897.0,0.0,6963.0,-14782.0,-7819.0,-14119.0,0.0,-2922.0,-90976.0,25913.0,0.0,24311.0,50224.0,-10495.0,58896.0
26,1,20,2020,57411.0,11056.0,8470.0,-127.0,0.0,-4062.0,1409.0,5690.0,-215.0,6829.0,0.0,0.0,-97.0,80674.0,-7309.0,0.0,-1524.0,0.0,-114938.0,120391.0,0.0,0.0,-909.0,-4289.0,880.0,-72358.0,0.0,16091.0,-13592.0,2499.0,-14081.0,0.0,-3760.0,-86820.0,50224.0,0.0,-10435.0,39789.0,-7309.0,73365.0
27,1,21,2021,94680.0,11284.0,-14028.0,-2642.0,0.0,12326.0,-567.0,-4911.0,-4774.0,7906.0,0.0,0.0,-147.0,104038.0,-11085.0,0.0,-33.0,0.0,-109558.0,106483.0,0.0,0.0,-352.0,-14545.0,1105.0,-85971.0,0.0,21415.0,-8750.0,12665.0,-14467.0,0.0,-6685.0,-93353.0,39789.0,0.0,-3860.0,35929.0,-11085.0,92953.0
28,1,22,2022,99803.0,11104.0,-9343.0,1484.0,0.0,9448.0,-389.0,1200.0,895.0,9038.0,0.0,0.0,111.0,122151.0,-10708.0,0.0,-306.0,0.0,-76923.0,67363.0,0.0,0.0,-1780.0,-22354.0,0.0,-89402.0,0.0,9420.0,-9543.0,-123.0,-14841.0,0.0,-6383.0,-110749.0,35929.0,0.0,-10952.0,24977.0,-10708.0,111443.0
29,1,23,2023,96995.0,11519.0,-417.0,-1618.0,0.0,-1889.0,-2653.0,-6577.0,0.0,10833.0,0.0,0.0,-2227.0,110543.0,-10959.0,0.0,0.0,0.0,-29513.0,45514.0,0.0,0.0,-1337.0,3705.0,0.0,-77550.0,0.0,5228.0,-15129.0,-9901.0,-15025.0,0.0,-6012.0,-108488.0,24977.0,0.0,5760.0,30737.0,-10959.0,99584.0
30,2,10,2010,4636.515,697.492,-322.193,165.347,450.263,210.324,0.0,503.741,0.0,156.72,0.0,0.0,-627.132,5367.336,-312.565,0.0,-170.0,0.0,-4.213,0.006,0.0,0.0,0.417,-486.355,0.0,0.0,0.0,0.0,-34.766,-34.766,0.0,0.0,-4846.385,-4881.151,0.207,0.0,-0.17,0.037,-312.565,5054.771
31,2,11,2011,4178.0,1184.0,-60.0,-73.0,-38.0,-695.0,0.0,-866.0,0.0,167.0,0.0,0.0,313.0,4976.0,-448.0,0.0,-2621.0,0.0,-93.0,1.0,0.0,0.0,-1870.0,-5031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,10.0,10.0,-448.0,4528.0
32,2,12,2012,3433.0,1272.0,-498.0,-87.0,-206.0,1497.0,0.0,706.0,0.0,163.0,0.0,0.0,673.0,6247.0,-356.0,0.0,-273.0,0.0,-1943.0,1255.0,0.0,0.0,1870.0,553.0,0.0,0.0,0.0,21.086,-21.086,0.0,0.0,0.0,0.0,-6783.0,10.0,0.0,17.0,27.0,-356.0,5891.0
33,2,13,2013,5275.0,1150.0,223.0,-203.0,90.0,-731.0,0.0,-621.0,0.0,187.0,0.0,0.0,354.0,6345.0,-333.0,0.0,-688.0,0.0,-2550.0,1153.0,0.0,0.0,0.0,-2418.0,0.0,0.0,0.0,15586.0,0.0,15586.0,0.0,0.0,-13655.0,1931.0,27.0,16.0,5874.0,5901.0,-333.0,6012.0
34,2,14,2014,4128.0,897.0,681.0,-56.0,459.0,-426.0,0.0,658.0,0.0,212.0,0.0,0.0,372.0,6267.0,-491.0,0.0,-405.0,0.0,-930.0,2705.0,0.0,0.0,0.0,879.0,0.0,-320.0,0.0,0.0,-601.0,-601.0,-2555.0,0.0,34.0,-3442.0,5901.0,-10.0,3694.0,9595.0,-491.0,5776.0
35,2,15,2015,1774.0,786.0,-172.0,-203.0,-220.0,-193.0,0.0,-788.0,0.0,241.0,0.0,0.0,1536.0,3549.0,-612.0,0.0,-622.0,0.0,-1169.0,1477.0,0.0,0.0,0.0,-926.0,0.0,-665.0,0.0,12.0,-17.0,-5.0,-2661.0,0.0,38.0,-3293.0,9595.0,-577.0,-1247.0,8348.0,-612.0,2937.0
36,2,16,2016,5144.0,836.0,-1076.0,-434.0,511.0,1503.0,0.0,504.0,0.0,282.0,0.0,0.0,769.0,7535.0,-532.0,0.0,-12452.0,0.0,-851.0,899.0,0.0,0.0,0.0,-12936.0,0.0,-7586.0,0.0,20660.0,-4037.0,16623.0,-3294.0,0.0,9.0,5752.0,8348.0,-300.0,51.0,8399.0,-532.0,7003.0
37,2,17,2017,5953.0,1189.0,-71.0,-38.0,-393.0,-1187.0,0.0,-1689.0,0.0,353.0,39.0,0.0,1196.0,7041.0,-479.0,0.0,-2757.0,0.0,-5315.0,2359.0,0.0,0.0,118.0,-6074.0,0.0,-6033.0,0.0,11627.0,-6033.0,5594.0,-3717.0,0.0,228.0,-3928.0,8399.0,-338.0,-3299.0,5100.0,-479.0,6562.0
38,2,18,2018,5309.0,1501.0,-391.0,93.0,-118.0,425.0,0.0,9.0,1242.0,365.0,354.0,0.0,1180.0,9960.0,-529.0,0.0,-308.0,0.0,-2230.0,2793.0,0.0,0.0,0.0,-274.0,0.0,-1410.0,0.0,23.0,-25.0,-2.0,-4107.0,0.0,7.0,-5512.0,5100.0,29.0,4203.0,9303.0,-529.0,9431.0
39,2,19,2019,5687.0,1765.0,-591.0,-226.0,-200.0,734.0,674.0,391.0,-1093.0,421.0,5070.0,0.0,1186.0,13427.0,-638.0,0.0,-736.0,0.0,-1792.0,2160.0,0.0,0.0,0.0,-1006.0,0.0,-12014.0,0.0,9264.0,-6035.0,3229.0,-5580.0,0.0,-31.0,-14396.0,9303.0,-39.0,-2014.0,7289.0,-638.0,12789.0
40,2,20,2020,7882.0,2017.0,-74.0,-231.0,-225.0,97.0,-1018.0,-1451.0,122.0,430.0,1030.0,0.0,3294.0,13324.0,-552.0,0.0,-1135.0,0.0,-583.0,2699.0,0.0,0.0,167.0,596.0,0.0,-629.0,0.0,31482.0,-5235.0,26247.0,-6366.0,0.0,-544.0,18708.0,7289.0,7.0,32635.0,39924.0,-552.0,12772.0
41,2,21,2021,4622.0,6471.0,-929.0,-40.0,134.0,1514.0,-573.0,106.0,-2325.0,753.0,0.0,0.0,7961.0,17588.0,-798.0,0.0,-39610.0,0.0,-61.0,1525.0,0.0,0.0,1387.0,-37557.0,0.0,-978.0,0.0,3000.0,-5683.0,-2683.0,-7716.0,0.0,-124.0,-11501.0,39924.0,-5.0,-31475.0,8449.0,-798.0,16790.0
42,2,22,2022,11549.0,8521.0,-1321.0,-142.0,-197.0,1628.0,-1290.0,-1322.0,-898.0,692.0,50.0,0.0,4185.0,22777.0,-787.0,0.0,-1902.0,0.0,-119.0,98.0,0.0,0.0,366.0,-2344.0,0.0,-934.0,0.0,1000.0,-9414.0,-8414.0,-9261.0,0.0,-430.0,-19039.0,8449.0,-97.0,1297.0,9746.0,-787.0,21990.0
43,2,23,2023,11845.0,8467.0,-1455.0,-686.0,-264.0,1605.0,542.0,-258.0,-1931.0,671.0,770.0,0.0,5379.0,24943.0,-695.0,0.0,-794.0,0.0,-1438.0,1530.0,0.0,0.0,774.0,-623.0,0.0,-1487.0,0.0,2000.0,-14433.0,-12433.0,-10043.0,0.0,-840.0,-24803.0,9746.0,-62.0,-545.0,9201.0,-695.0,24248.0
44,3,94,1994,1399.126,484.081,-192.451,-91.49,-93.759,375.645,0.0,-2.055,0.0,0.0,0.0,0.0,-34.243,1846.909,0.0,0.0,0.0,0.0,-335.915,447.983,0.0,0.0,-905.906,-793.838,27.536,-465.822,0.0,122.463,0.0,122.463,-548.044,0.0,0.0,-863.867,116.576,-5.104,184.1,300.676,0.0,1846.909
45,3,95,1995,1516.683,510.504,-109.623,-52.293,-183.705,360.216,139.921,154.516,0.0,0.0,0.0,0.0,30.434,2212.137,0.0,0.0,0.0,0.0,-226.728,185.268,0.0,0.0,-902.625,-944.085,36.214,-615.946,0.0,0.0,-97.834,-97.834,-602.356,0.0,0.0,-1279.922,300.676,1.466,-10.404,290.272,0.0,2212.137
46,3,96,1996,1688.7,566.423,-91.349,-93.184,-255.764,256.549,-153.849,-337.597,0.0,0.0,0.0,0.0,48.055,1965.581,0.0,0.0,0.0,0.0,-183.443,67.13,0.0,0.0,-921.41,-1037.723,76.54,-771.411,0.0,414.565,0.0,414.565,-653.567,0.0,0.0,-933.873,290.272,-3.06,-9.075,281.197,0.0,1965.581
47,3,97,1997,1882.0,686.1,-163.6,-125.7,-303.766,342.4,10.766,-239.9,0.0,0.0,0.0,0.0,53.9,2382.1,-949.0,0.0,0.0,0.0,-312.5,117.8,0.0,0.0,-811.5,-1955.2,109.6,-808.8,0.0,835.0,0.0,835.0,-728.1,0.0,0.0,-592.3,281.1,-5.5,-170.9,110.2,-949.0,1433.1
48,3,98,1998,2079.1,729.1,-222.2,-99.4,-491.769,485.6,34.569,-293.2,0.0,0.0,0.0,0.0,145.1,2660.1,-1209.6,0.0,0.0,0.0,-91.3,67.7,0.0,0.0,-8.1,-1241.3,157.8,-1054.5,0.0,417.3,0.0,417.3,-809.6,0.0,0.0,-1289.0,112.7,-2.8,127.0,239.7,-1209.6,1450.5
49,3,99,1999,2334.4,786.4,-147.5,-112.7,-239.533,179.7,-97.067,-417.1,0.0,0.0,0.0,0.0,76.5,2780.2,-1242.7,0.0,0.0,0.0,-343.5,96.8,0.0,0.0,18.0,-1471.4,152.4,-876.3,0.0,382.4,0.0,382.4,-891.7,0.0,0.0,-1233.2,239.7,-0.1,75.5,315.2,-1242.7,1537.5
50,3,0,2000,2445.8,828.0,-176.3,-147.8,-542.306,299.0,147.406,-420.0,0.0,0.0,0.0,0.0,83.7,2937.5,-1204.1,0.0,0.0,0.0,-175.7,169.4,0.0,0.0,12.2,-1198.2,434.2,0.0,0.0,0.0,-857.7,-857.7,-1003.3,0.0,0.0,-1426.8,315.2,-19.6,292.9,608.1,-1204.1,1733.4
51,3,1,2001,2785.977,827.431,-260.79,-361.377,-397.714,621.078,-46.394,-445.197,0.0,0.0,0.0,0.0,-68.593,3099.618,-1035.873,205.0,0.0,0.0,-68.085,235.839,0.0,0.0,45.455,-617.664,135.57,-464.856,0.0,0.0,-672.769,-672.769,-1145.894,0.0,0.0,-2147.949,608.097,-27.884,306.121,914.218,-1035.873,2063.745
52,3,2,2002,1550.39,1168.018,-279.167,-184.953,-962.005,732.482,51.747,-641.896,0.0,0.0,0.0,0.0,1490.336,3566.848,-1163.707,309.161,0.0,0.0,-179.618,309.161,0.0,0.0,-7659.871,-8384.874,169.422,-17.364,0.0,5742.54,0.0,5742.54,-1270.782,0.0,0.0,4623.816,914.218,-62.63,-256.84,657.378,-1163.707,2403.141
53,3,3,2003,2547.005,1043.623,-142.781,-156.58,280.522,93.268,-212.764,-138.335,0.0,0.0,0.0,338.571,201.223,3992.087,-1105.445,0.0,0.0,0.0,-156.078,140.284,0.0,0.0,-569.429,-1690.668,137.004,0.0,0.0,0.0,-1019.128,-1019.128,-1427.85,0.0,0.0,-2309.974,657.378,55.627,47.072,704.45,-1105.445,2886.642
54,3,4,2004,2504.725,1127.439,-121.702,101.36,-333.858,-131.809,62.084,-423.925,0.0,0.0,0.0,167.863,176.995,3553.097,-1050.058,0.0,0.0,0.0,-289.432,333.757,0.0,0.0,-431.449,-1437.182,75.035,-97.617,0.0,0.0,-467.927,-467.927,-1515.703,0.0,0.0,-2006.212,704.45,180.971,290.674,995.124,-1050.058,2503.039
55,3,5,2005,3175.836,1288.7,-588.575,-285.328,-431.436,602.605,217.815,-484.919,0.0,0.0,0.0,161.008,326.406,4467.031,-1291.633,0.0,0.0,0.0,-543.292,224.923,0.0,-59.088,-2313.388,-3982.478,155.197,-499.745,0.0,805.998,0.0,805.998,-1599.77,0.0,700.0,-438.32,995.124,184.271,230.504,1225.628,-1291.633,3175.398
56,3,6,2006,3372.065,1358.939,-98.216,-88.257,-406.858,199.703,567.569,173.941,0.0,0.0,0.0,127.012,142.459,5174.416,-1207.493,0.0,0.0,0.0,-15.67,783.599,0.0,0.0,-280.523,-720.087,223.637,-1302.314,0.0,172.833,0.0,172.833,-1686.472,0.0,0.0,-2592.316,1225.628,-193.954,1668.059,2893.687,-1207.493,3966.923
57,3,7,2007,1716.755,1558.75,-101.781,104.653,-283.455,-183.203,-84.275,-548.061,0.0,0.0,0.0,67.152,2534.645,5329.241,-1337.818,0.0,0.0,0.0,-2129.412,18.476,0.0,0.0,-7948.875,-11397.629,502.782,-754.502,0.0,5650.817,0.0,5650.817,-1777.17,0.0,0.0,3621.927,2893.687,73.966,-2372.495,521.192,-1337.818,3991.423
58,3,8,2008,3606.314,1854.886,-431.846,131.324,-418.344,-82.96,-261.539,-1063.365,0.0,0.0,0.0,0.0,786.008,5183.843,-1656.207,0.0,0.0,0.0,535.585,17.83,0.0,0.0,-33.485,-1136.277,1249.804,-1058.793,0.0,0.0,-544.493,-544.493,-1959.15,0.0,0.0,-2312.632,521.192,200.258,1935.192,2456.384,-1656.207,3527.636
59,3,9,2009,4734.216,1838.829,-948.314,-257.476,436.218,729.886,0.0,-39.686,0.0,347.02,0.0,349.571,-235.33,6994.62,-1287.724,0.0,-250.0,0.0,-923.937,449.231,0.0,0.0,-75.061,-2087.491,0.0,-1081.806,0.0,0.0,-1238.687,-1238.687,-2174.252,0.0,1008.843,-3485.902,2805.955,-115.16,1306.067,4112.022,-1287.724,5706.896
60,3,10,2010,5745.838,2089.51,-387.749,230.555,-386.889,202.701,0.0,-341.382,0.0,366.36,0.0,0.0,-585.166,7275.16,-1089.048,0.0,-2370.63,0.0,-248.97,16.306,0.0,0.0,-6.368,-3698.71,0.0,-826.345,0.0,6217.331,-2483.176,3734.155,-2414.46,0.0,508.669,1002.019,4112.022,118.848,4697.317,8809.339,-1089.048,6186.112
61,3,11,2011,4626.172,2624.305,-394.665,139.857,553.145,360.447,0.0,658.784,0.0,387.18,0.0,0.0,439.54,8735.981,-1015.075,0.0,-9433.243,0.0,-805.932,954.361,0.0,0.0,-1888.426,-12188.315,0.0,-866.825,0.0,4000.0,-1877.852,2122.148,-2671.475,0.0,328.411,-1087.741,8809.339,-620.893,-5160.968,3648.371,-1015.075,7720.906
62,3,12,2012,4728.0,3044.0,-670.0,-130.0,413.0,388.0,0.0,1.0,0.0,383.0,0.0,0.0,814.0,8970.0,-1491.0,0.0,-273.0,0.0,-5110.0,5649.0,0.0,0.0,1886.0,661.0,0.0,-77.0,0.0,-964.685,-3012.315,-3977.0,-2938.0,0.0,569.0,-6423.0,3648.0,-43.0,3165.0,6813.0,-1491.0,7479.0
63,3,13,2013,5963.0,2782.0,36.0,-417.0,-35.0,-1443.0,0.0,-1859.0,0.0,433.0,0.0,0.0,1995.0,9314.0,-1795.0,0.0,-706.0,0.0,-11998.0,8936.0,0.0,0.0,3.0,-5560.0,0.0,-2364.0,0.0,15484.0,-11071.0,4413.0,-3183.0,0.0,1329.0,195.0,6813.0,40.0,3989.0,10802.0,-1795.0,7519.0
64,3,14,2014,2576.0,1719.0,-113.0,-154.0,131.0,-1101.0,0.0,-1237.0,0.0,262.0,0.0,0.0,4.0,3324.0,-1145.0,0.0,-580.0,0.0,-10064.0,7839.0,0.0,0.0,21.0,-3929.0,0.0,-1605.0,0.0,2095.0,-303.0,1792.0,-882.0,0.0,-6001.0,-6696.0,10802.0,-26.0,-7327.0,3475.0,-1145.0,2179.0
65,3,15,2015,2284.0,1548.0,-195.0,-297.0,30.0,-28.0,0.0,-490.0,0.0,246.0,0.0,0.0,87.0,3675.0,-1077.0,0.0,-3317.0,5.0,-1507.0,5624.0,0.0,0.0,70.0,-202.0,0.0,-2195.0,0.0,1343.0,-577.0,766.0,-1342.0,0.0,29.0,-2742.0,3475.0,-143.0,588.0,4063.0,-1077.0,2598.0
66,3,16,2016,4423.0,1472.0,-171.0,-257.0,57.0,215.0,0.0,-156.0,0.0,292.0,0.0,0.0,-3065.0,2966.0,-1110.0,0.0,-235.0,2520.0,-4933.0,4112.0,0.0,0.0,52.0,406.0,0.0,-2237.0,0.0,2485.0,-1338.0,1147.0,-1443.0,0.0,297.0,-2236.0,4063.0,-198.0,938.0,5001.0,-1110.0,1856.0
67,3,17,2017,1400.0,1353.0,-177.0,-98.0,113.0,-1351.0,0.0,-1513.0,0.0,310.0,0.0,0.0,1653.0,3203.0,-1121.0,0.0,-80.0,25.0,-2823.0,3709.0,0.0,0.0,42.0,-248.0,0.0,-522.0,0.0,14934.0,-1779.0,13155.0,-1539.0,0.0,53.0,11147.0,5001.0,-483.0,13619.0,18620.0,-1121.0,2082.0
68,3,18,2018,477.0,3021.0,-207.0,249.0,109.0,1764.0,0.0,1915.0,0.0,406.0,0.0,0.0,-249.0,5570.0,-1135.0,0.0,-17183.0,8746.0,-210.0,129.0,0.0,0.0,35.0,-9618.0,0.0,-117.0,-710.0,6742.0,-9684.0,-2942.0,-1849.0,0.0,337.0,-5281.0,18620.0,116.0,-9213.0,9407.0,-1135.0,4435.0
