,enterprise_id,year_id,years,net_income_from_continuing_operations,"cash_flow_depreciation,_depletion_and_amortization",change_in_receivables,change_in_inventory,change_in_prepaid_assets,change_in_payables_and_accrued_expense,change_in_other_working_capital,change_in_working_capital,deferred_tax,stock_based_compensation,asset_impairment_charge,cash_from_discontinued_operating_activities,cash_flow_from_others,cash_flow_from_operations,"purchase_of_property,_plant,_equipment","sale_of_property,_plant,_equipment",purchase_of_business,sale_of_business,purchase_of_investment,sale_of_investment,net_intangibles_purchase_and_sale,cash_from_discontinued_investing_activities,cash_from_other_investing_activities,cash_flow_from_investing,issuance_of_stock,repurchase_of_stock,net_issuance_of_preferred_stock,issuance_of_debt,payments_of_debt,net_issuance_of_debt,cash_flow_for_dividends,cash_flow_for_lease_financing,other_financing,cash_flow_from_financing,beginning_cash_position,effect_of_exchange_rate_changes,net_change_in_cash,ending_cash_position,capital_expenditure,free_cash_flow
260,10,12,2012,1930.211,217.349,207.076,-363.478,0.0,609.188,-76.699,376.087,83.224,16.355,16.147,0.0,84.89,2724.263,-395.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-395.918,44.847,-921.647,0.0,0.0,-3.338,-3.338,-227.164,0.0,-197.384,-1304.686,2565.571,5.22,1028.879,3594.45,-395.918,2328.345
261,10,13,2013,1504.352,244.908,-8.268,-462.882,0.0,-489.205,25.089,-935.266,-94.979,24.554,4.244,0.0,175.386,923.199,-225.562,0.0,-13.507,0.0,-1811.02,590.541,-10.05,0.0,0.001,-1469.597,5128.171,-702.589,0.0,0.0,-3.643,-3.643,-247.89,0.0,-4890.037,-715.988,3585.016,-2.95,-1265.336,2319.68,-235.612,687.587
262,10,14,2014,1391.082,313.39,-157.179,-709.755,0.0,361.923,-45.125,-550.136,-31.038,71.74,17.886,0.0,231.149,1444.073,-288.773,0.0,-607.825,0.0,-1239.529,1637.029,-5.479,0.0,0.0,-504.577,43.592,-410.959,0.0,1014.308,-510.141,504.167,-296.007,0.0,4.26,-154.947,2421.365,-13.182,771.367,3192.732,-294.252,1149.821
263,10,15,2015,1475.512,313.988,-125.642,-361.781,0.0,-122.895,-138.624,-748.942,-72.811,78.15,12.982,0.0,205.247,1264.126,-441.776,0.0,0.0,0.0,-622.387,1047.813,-3.64,0.0,0.0,-19.99,48.926,-863.132,0.0,0.0,-5.09,-5.09,-330.409,0.0,4.897,-1144.808,2873.852,10.158,109.486,2983.338,-445.416,818.71
264,10,16,2016,1511.111,323.42,106.645,-95.643,0.0,172.44,-164.379,19.063,49.346,64.27,2.505,0.0,236.712,2206.427,-405.011,0.0,0.0,0.0,-1222.113,364.815,-1.198,0.0,-0.001,-1263.508,36.166,-615.359,0.0,0.0,-3.922,-3.922,-329.303,0.0,4.03,-908.388,2635.621,8.17,42.701,2678.322,-406.209,1800.218
265,10,17,2017,1643.249,376.477,158.755,5.696,0.0,25.211,-606.223,-416.561,14.135,50.316,3.692,0.0,85.97,1757.278,-333.65,0.0,-2786.181,0.0,-2674.051,2447.257,-8.861,0.0,-7.805,-3363.291,614.662,-421.941,0.0,2352.954,-4.958,2347.996,-470.359,0.0,0.95,2071.308,2593.566,7.489,472.784,3066.35,-342.511,1414.767
266,10,18,2018,2445.799,494.083,-1055.148,-336.213,0.0,423.077,-71.834,-1040.118,-9.941,62.84,10.651,0.0,188.52,2151.834,-401.065,0.0,-1206.746,0.0,-1304.497,1479.29,-22.604,0.0,1.184,-1454.438,59.882,-591.716,0.0,0.0,-287.574,-287.574,-611.479,0.0,-0.001,-1430.888,3440.119,-33.254,-766.746,2673.373,-423.669,1728.165
267,10,19,2019,2948.35,480.887,-514.79,-586.689,0.0,381.797,664.847,-54.835,-271.331,52.673,21.615,0.0,318.318,3495.677,-653.015,0.0,0.0,0.0,-1047.213,1176.451,-40.387,0.0,5.006,-559.158,24.801,-1303.982,0.0,0.0,-3.185,-3.185,-679.295,0.0,0.0,-1961.661,2569.965,5.916,980.774,3550.739,-693.402,2802.275
268,10,20,2020,2880.333,498.333,-389.222,-449.667,0.0,77.778,885.111,124.0,-263.111,82.889,8.667,0.0,309.333,3640.444,-851.778,0.0,0.0,0.0,-1435.0,1132.222,-132.556,0.0,1.001,-1286.111,30.222,-455.556,0.0,0.0,-4.222,-4.222,-1473.0,0.0,0.0,-1902.556,3467.89,5.111,456.888,3924.778,-984.333,2656.111
269,10,21,2021,4323.236,597.08,-751.703,-859.732,0.0,464.477,1793.673,646.715,-257.056,65.572,6.691,0.0,247.446,5629.684,-1170.316,0.0,-271.046,0.0,-1795.012,1653.406,-47.202,0.0,-14.842,-1645.012,46.107,-1468.978,0.0,1808.151,-4.015,1804.136,-1297.324,0.0,0.001,-916.058,4297.201,-6.448,3062.166,7359.367,-1217.518,4412.166
270,10,22,2022,6647.684,532.203,-1370.169,-545.989,0.0,1204.746,6239.548,5528.136,-474.124,132.768,-17.966,0.0,-93.56,12255.141,-1017.74,0.0,0.0,371.751,-1313.785,2063.729,-44.746,0.0,-140.565,-81.356,55.367,-9672.655,0.0,0.0,-13.672,-13.672,-1546.102,0.0,0.0,-11177.062,6835.48,22.938,1019.661,7855.141,-1062.486,11192.655
271,10,23,2023,5957.839,618.22,-2251.907,-2204.343,0.0,896.081,6146.186,2586.017,-597.669,72.987,41.631,0.0,311.229,8990.254,-1357.839,0.0,0.0,0.0,-354.131,915.996,-39.725,0.0,-254.237,-1089.936,86.653,-4914.936,0.0,525.0,-546.822,-21.822,-2711.653,0.0,0.0,-7561.758,7364.194,-3.284,335.276,7699.47,-1397.564,7592.69
272,11,8,2008,-159.0,176.0,-31.0,28.0,0.0,29.0,-29.0,-3.0,0.0,12.0,158.0,0.0,-38.0,146.0,-37.0,0.0,0.0,0.0,-27.0,0.0,0.0,0.0,69.0,5.0,0.0,-2.0,0.0,0.0,-108.0,-108.0,0.0,0.0,-4.0,-114.0,272.0,0.0,37.0,309.0,-37.0,109.0
273,11,9,2009,83.0,159.0,38.0,-45.0,0.0,-29.0,2.0,-34.0,0.0,15.0,0.0,0.0,-15.0,208.0,-65.0,5.0,0.0,0.0,-78.0,0.0,-6.0,0.0,50.0,-94.0,0.0,-7.0,0.0,0.0,-202.0,-202.0,0.0,0.0,-1.0,-210.0,309.0,0.0,-96.0,213.0,-71.0,137.0
274,11,10,2010,-44.0,160.0,0.0,27.0,0.0,-16.0,-17.0,-6.0,0.0,12.0,2.0,0.0,15.0,139.0,-57.0,0.0,0.0,0.0,-7.0,0.0,-1.0,0.0,2.0,-63.0,304.0,-6.0,0.0,0.0,-115.0,-115.0,0.0,0.0,0.0,183.0,213.0,0.0,259.0,472.0,-58.0,81.0
275,11,11,2011,415.0,159.0,-96.0,-26.0,0.0,23.0,0.0,-99.0,0.0,25.0,0.0,0.0,10.0,510.0,-79.0,2.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,-86.0,28.0,0.0,0.0,0.0,-366.0,-366.0,0.0,0.0,3.0,-335.0,472.0,0.0,89.0,561.0,-79.0,431.0
276,11,12,2012,552.0,157.0,-42.0,-5.0,0.0,25.0,-13.0,-35.0,14.0,38.0,0.0,0.0,0.0,726.0,-112.0,0.0,-8.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-122.0,70.0,-93.0,0.0,0.0,-233.0,-233.0,-86.0,0.0,6.0,-336.0,561.0,0.0,268.0,829.0,-112.0,614.0
277,11,13,2013,563.0,155.0,-13.0,0.0,0.0,-2.0,-73.0,-88.0,14.0,53.0,2.0,0.0,-6.0,693.0,-241.0,1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-244.0,44.0,-110.0,0.0,0.0,-2.0,-2.0,-137.0,0.0,11.0,-194.0,829.0,0.0,255.0,1084.0,-241.0,452.0
278,11,14,2014,552.0,187.0,-26.0,-55.0,0.0,22.0,-10.0,-69.0,3.0,77.0,0.0,0.0,-28.0,722.0,-236.0,0.0,-414.0,0.0,-15.0,13.0,0.0,0.0,0.0,-652.0,101.0,-95.0,0.0,0.0,0.0,0.0,-198.0,0.0,23.0,-169.0,1084.0,0.0,-99.0,985.0,-236.0,486.0
279,11,15,2015,263.0,625.0,-70.0,193.0,0.0,13.0,115.0,251.0,-92.0,163.0,0.0,0.0,-35.0,1175.0,-409.0,0.0,-5961.0,450.0,0.0,35.0,0.0,0.0,0.0,-5885.0,124.0,-12.0,0.0,5600.0,-12.0,5588.0,-284.0,0.0,-87.0,5329.0,985.0,0.0,619.0,1604.0,-409.0,766.0
280,11,16,2016,1364.0,962.0,-187.0,62.0,0.0,29.0,114.0,18.0,-220.0,232.0,0.0,0.0,-38.0,2318.0,-593.0,110.0,-394.0,650.0,-14.0,0.0,0.0,0.0,0.0,-241.0,241.0,0.0,0.0,0.0,-1817.0,-1817.0,-408.0,0.0,125.0,-1859.0,1604.0,0.0,218.0,1822.0,-593.0,1725.0
281,11,17,2017,-1861.0,3042.0,-491.0,996.0,0.0,33.0,-22.0,516.0,365.0,679.0,0.0,0.0,670.0,3411.0,-723.0,5.0,-10055.0,898.0,-58.0,104.0,0.0,0.0,-11.0,-9840.0,295.0,0.0,0.0,39020.0,-30827.0,8193.0,-750.0,0.0,-34.0,7704.0,1822.0,0.0,1275.0,3097.0,-723.0,2688.0
282,11,18,2018,1784.0,4737.0,-267.0,-39.0,0.0,-97.0,-222.0,-625.0,-173.0,921.0,0.0,0.0,-93.0,6551.0,-1069.0,441.0,-40.0,10.0,-207.0,200.0,0.0,0.0,-9.0,-674.0,257.0,0.0,0.0,17426.0,-13668.0,3758.0,-1745.0,0.0,-40.0,2230.0,3097.0,0.0,8107.0,11204.0,-1069.0,5482.0
283,11,19,2019,12610.0,4081.0,-652.0,417.0,0.0,-325.0,-266.0,-826.0,-8270.0,1227.0,106.0,0.0,-48.0,8880.0,-635.0,239.0,-4800.0,773.0,-249.0,54.0,0.0,0.0,-56.0,-4674.0,212.0,-7314.0,0.0,0.0,-973.0,-973.0,-2998.0,0.0,-45.0,-11118.0,11204.0,0.0,-6912.0,4292.0,-635.0,8245.0
284,11,20,2020,2724.0,5808.0,486.0,250.0,0.0,-42.0,-878.0,-184.0,-934.0,2185.0,0.0,0.0,98.0,9697.0,-432.0,88.0,-16033.0,957.0,-5.0,0.0,0.0,0.0,3.0,-15422.0,253.0,-6407.0,3679.0,30034.0,-16800.0,13234.0,-4235.0,0.0,-36.0,6488.0,4292.0,0.0,763.0,5055.0,-432.0,9265.0
285,11,21,2021,2960.0,6905.0,981.0,-31.0,0.0,-3.0,146.0,1093.0,-1142.0,1976.0,0.0,0.0,269.0,12061.0,-463.0,12.0,-10872.0,218.0,0.0,0.0,0.0,0.0,-4.0,-11109.0,276.0,-765.0,0.0,27802.0,-20099.0,7703.0,-5534.0,0.0,-69.0,1611.0,5055.0,0.0,2563.0,7618.0,-463.0,11598.0
286,11,22,2022,6736.0,6041.0,210.0,-294.0,0.0,243.0,-286.0,-127.0,-809.0,1704.0,0.0,0.0,219.0,13764.0,-443.0,4.0,-8.0,45.0,0.0,169.0,0.0,0.0,-12.0,-245.0,170.0,-1299.0,0.0,9904.0,-11495.0,-1591.0,-6212.0,0.0,-42.0,-8974.0,7618.0,0.0,4545.0,12163.0,-443.0,13321.0
287,11,23,2023,11495.0,4984.0,-870.0,-627.0,0.0,-79.0,-78.0,-1654.0,-34.0,1533.0,0.0,0.0,412.0,16736.0,-424.0,0.0,-246.0,0.0,-200.0,200.0,0.0,0.0,3.0,-667.0,114.0,-8455.0,0.0,1935.0,-2361.0,-426.0,-7032.0,0.0,-17.0,-15816.0,12163.0,0.0,253.0,12416.0,-424.0,16312.0
288,13,94,1994,1041.358,254.423,-292.882,75.439,0.0,0.0,319.508,102.065,0.0,0.0,0.0,0.0,-692.266,705.58,-462.99,23.667,0.0,85.794,-25.146,0.0,0.0,0.0,-10.355,-389.03,1998.402,0.0,0.0,5.917,-1270.635,-1264.718,0.0,-4.438,-57.688,671.558,230.755,-8.875,979.233,1209.988,-462.99,242.59
289,13,95,1995,1030.283,276.722,25.014,-79.734,0.0,0.0,4.691,-50.029,0.0,0.0,0.0,0.0,-631.614,625.362,-492.472,40.648,0.0,139.143,-18.761,0.0,0.0,0.0,-118.818,-450.26,4.69,0.0,0.0,103.185,-903.648,-800.463,0.0,-9.38,0.0,-805.153,1278.863,-9.38,-639.431,639.432,-492.472,132.89
290,13,96,1996,1280.982,299.771,-41.721,-61.809,0.0,0.0,40.176,-63.354,0.0,0.0,0.0,0.0,-931.763,585.636,-431.114,12.362,-217.875,24.723,-13.907,0.0,0.0,0.0,-23.178,-648.989,9.271,0.0,0.0,91.168,-20.088,71.08,0.0,-6.181,0.0,74.17,-177.7,0.0,10.817,-166.883,-431.114,154.522
291,13,97,1997,1786.142,371.614,-147.275,-58.225,0.0,0.0,5.137,-200.363,0.0,0.0,0.0,0.0,-1169.641,787.752,-638.764,15.413,-34.25,284.276,-13.7,0.0,0.0,0.0,-160.977,-548.002,5.138,0.0,0.0,1.713,-61.651,-59.938,0.0,-11.988,0.0,-66.788,-126.724,0.0,172.962,46.238,-638.764,148.988
292,13,98,1998,1790.319,357.072,-223.17,-145.474,0.0,0.0,279.376,-89.268,0.0,0.0,0.0,0.0,-1310.917,747.206,-755.472,34.715,-328.969,4.959,-11.572,0.0,0.0,0.0,482.709,-573.63,24.797,0.0,0.0,0.0,-64.471,-64.471,0.0,-13.225,-0.001,-52.9,775.31,0.0,120.676,895.986,-755.472,-8.266
293,13,99,1999,2553.0,821.0,-479.0,-262.0,0.0,0.0,818.0,77.0,0.0,0.0,0.0,0.0,-29.0,3422.0,-1392.0,155.0,-595.9,0.0,-18.259,0.0,0.0,0.0,-1530.841,-3382.0,12.0,0.0,0.0,0.0,-217.0,-217.0,-995.0,-8.299,982.299,-226.0,3324.0,0.0,-186.0,3138.0,-1392.0,2030.0
294,13,0,2000,2730.0,1069.0,-448.0,-416.0,0.0,0.0,645.0,-219.0,0.0,0.0,0.0,0.0,-1455.0,2125.0,-1490.0,2009.0,-22.988,2000.016,-5.997,0.0,0.0,0.0,-3243.031,-753.0,22.0,-183.0,0.0,38.98,-59.98,-21.0,-1216.0,-5.997,-248.003,-1652.0,709.0,0.0,-280.0,429.0,-1490.0,635.0
295,13,1,2001,4011.829,929.024,-987.274,-670.63,0.0,0.0,1377.106,-280.798,0.0,0.0,0.0,0.0,-2324.053,2336.002,-1460.748,37.34,-167.284,908.113,-2.987,0.0,0.0,0.0,-607.898,-1293.464,19.417,-353.985,0.0,38.834,-103.059,-64.225,0.0,-1.494,0.0,-400.287,3596.607,0.0,642.251,4238.858,-1460.748,875.254
296,13,2,2002,4156.0,860.0,138.0,-417.0,0.0,0.0,-727.0,-1006.0,0.0,0.0,0.0,0.0,-884.0,3126.0,-1385.0,44.0,-62.219,0.0,-5.0,0.0,0.0,0.0,-178.781,-1587.0,86.0,-1080.0,0.0,325.611,-290.611,35.0,-1236.0,0.0,260.0,-1935.0,1101.0,0.0,-396.0,705.0,-1385.0,1741.0
297,13,3,2003,4356.0,960.0,-198.0,101.0,0.0,0.0,402.0,305.0,0.0,0.0,0.0,0.0,-788.0,4833.0,-1340.0,66.0,0.0,0.0,-1.0,0.0,0.0,0.0,-268.0,-1543.0,0.0,-1154.0,0.0,0.0,-118.0,-118.0,-1234.0,0.0,-806.0,-3312.0,748.0,0.0,-22.0,726.0,-1340.0,3493.0
298,13,4,2004,4077.0,1293.0,-171.0,-131.0,0.0,0.0,-430.0,-732.0,0.0,0.0,0.0,0.0,-1270.0,3368.0,-1282.0,118.0,0.0,0.0,-120.0,617.0,0.0,0.0,-185.0,-852.0,47.0,-1154.0,0.0,0.0,-345.0,-345.0,-1222.0,0.0,0.0,-2674.0,968.0,62.0,-96.0,872.0,-1282.0,2086.0
299,13,5,2005,4844.0,1268.0,-207.0,129.0,0.0,0.0,11.0,-67.0,0.0,0.0,0.0,0.0,-1228.0,4817.0,-1063.0,390.0,0.0,0.0,-117.0,1855.0,0.0,0.0,-95.0,970.0,102.0,-2212.0,0.0,727.0,0.0,727.0,-1378.0,0.0,0.0,-2761.0,872.0,29.0,3055.0,3927.0,-1063.0,3754.0
300,13,6,2006,6667.0,1327.0,-502.0,596.0,0.0,0.0,238.0,332.0,0.0,0.0,0.0,0.0,-1583.0,6743.0,-810.0,87.0,0.0,0.0,-503.0,0.0,0.0,0.0,44.0,-1182.0,143.0,-3001.0,0.0,3.0,0.0,3.0,-1717.0,0.0,0.0,-4572.0,3927.0,-21.0,968.0,4895.0,-810.0,5933.0
301,13,7,2007,8543.0,1345.0,-470.0,158.0,0.0,0.0,420.0,108.0,0.0,0.0,0.0,0.0,-2303.0,7693.0,-1339.0,696.0,0.0,0.0,-17.0,1188.0,0.0,0.0,-800.0,-272.0,985.0,-4147.0,0.0,16.0,0.0,16.0,-2220.0,0.0,0.0,-5366.0,4895.0,39.0,2094.0,6989.0,-1339.0,6354.0
302,13,8,2008,7983.0,1856.0,-717.0,442.0,0.0,0.0,-168.0,-443.0,0.0,0.0,0.0,0.0,-1886.0,7510.0,-1679.0,54.0,0.0,0.0,-35.0,1315.0,0.0,0.0,-14542.0,-14887.0,218.0,-4170.0,0.0,12644.0,0.0,12644.0,-2641.0,0.0,0.0,6051.0,6989.0,64.0,-1262.0,5727.0,-1679.0,5831.0
303,13,9,2009,8681.0,2620.0,-1032.0,185.0,0.0,0.0,724.0,-123.0,0.0,0.0,0.0,0.0,-2436.0,8742.0,-1095.0,39.0,0.0,0.0,-40.0,32.0,-2944.0,0.0,112.0,-3896.0,159.0,-610.0,0.0,787.0,-3959.0,-3172.0,-2739.0,0.0,0.0,-6362.0,5727.0,-88.0,-1604.0,4123.0,-4039.0,4703.0
304,13,10,2010,10807.0,2087.0,-256.0,6.0,0.0,0.0,1579.0,1329.0,0.0,0.0,0.0,0.0,-2484.0,11739.0,-962.0,138.0,0.0,0.0,-1402.0,3.0,-355.0,0.0,102.0,-2476.0,135.0,0.0,0.0,0.0,-787.0,-787.0,-2977.0,0.0,0.0,-3629.0,4123.0,71.0,5705.0,9828.0,-1586.0,10153.0
305,13,11,2011,10977.0,2741.0,10.0,88.0,0.0,0.0,-16.0,82.0,0.0,0.0,0.0,0.0,-3120.0,10680.0,-791.0,83.0,-348.0,0.0,-159.0,5.0,-1180.0,0.0,164.0,-2226.0,494.0,-2604.0,0.0,0.0,-1749.0,-1749.0,-3361.0,0.0,-114.0,-7334.0,9828.0,33.0,1153.0,10981.0,-2181.0,8499.0
306,13,12,2012,12283.0,2550.0,-1108.0,-256.0,0.0,0.0,467.0,-897.0,0.0,0.0,0.0,0.0,-6115.0,7821.0,-839.0,102.0,0.0,1772.0,-2754.0,0.0,-458.0,0.0,155.0,-2022.0,409.0,-6015.0,0.0,46.0,0.0,46.0,-3764.0,0.0,3.0,-9321.0,10981.0,-25.0,-3547.0,7434.0,-1297.0,6524.0
307,13,13,2013,7646.0,2518.0,755.0,-150.0,0.0,0.0,-1311.0,-706.0,0.0,0.0,0.0,0.0,-2510.0,6948.0,-672.0,199.0,-1187.0,0.0,-46.0,3662.0,-3947.0,0.0,132.0,-1859.0,429.0,-2635.0,0.0,2667.0,-1750.0,917.0,-3665.0,-17.0,48.0,-4923.0,7434.0,-4.0,162.0,7596.0,-4619.0,2329.0
308,13,14,2014,3267.0,4583.0,-383.0,135.0,0.0,0.0,414.0,166.0,0.0,0.0,0.0,0.0,-616.0,7400.0,-742.0,69.0,-1158.0,0.0,-91.0,168.0,-1281.0,0.0,146.0,-2889.0,482.0,0.0,0.0,0.0,-5.0,-5.0,-3461.0,-27.0,-36.0,-3047.0,7596.0,-65.0,1399.0,8995.0,-2058.0,5342.0
309,13,15,2015,1246.0,3282.0,311.0,108.0,0.0,0.0,2089.0,2508.0,0.0,0.0,0.0,0.0,22.0,7058.0,-1012.0,158.0,-4531.0,0.0,-130.0,93.0,-1740.0,0.0,130.0,-7032.0,279.0,0.0,0.0,1439.0,-750.0,689.0,-3521.0,-36.0,-116.0,-2705.0,8995.0,-152.0,-2831.0,6164.0,-2752.0,4306.0
310,13,16,2016,3069.0,2852.0,152.0,-315.0,0.0,0.0,114.0,-49.0,0.0,0.0,0.0,0.0,-2548.0,3324.0,-1328.0,47.0,-3070.0,0.0,-57.0,376.0,-330.0,0.0,123.0,-4239.0,43.0,0.0,0.0,5928.0,-1514.0,4414.0,-3486.0,-42.0,-51.0,878.0,6164.0,-76.0,-113.0,6051.0,-2788.0,536.0
311,13,17,2017,3552.0,2357.0,1610.0,-343.0,0.0,0.0,-341.0,926.0,0.0,0.0,0.0,0.0,-2690.0,4145.0,-1446.0,82.0,-2898.0,0.0,-396.0,3.0,559.0,0.0,127.0,-3969.0,47.0,0.0,0.0,2491.0,-303.0,2188.0,-3561.0,-16.0,18.0,-1324.0,6051.0,21.0,-1127.0,4924.0,-2314.0,1831.0
312,13,18,2018,2227.0,3036.0,83.0,-548.0,0.0,0.0,415.0,-50.0,0.0,0.0,0.0,0.0,-1635.0,3578.0,-1326.0,83.0,-1960.0,0.0,-441.0,70.0,1082.0,0.0,164.0,-2328.0,43.0,0.0,0.0,2324.0,-1750.0,574.0,-3519.0,-14.0,-20.0,-2936.0,4924.0,-66.0,-1752.0,3172.0,-1620.0,1958.0
313,13,19,2019,1993.0,3753.0,-523.0,-13.0,0.0,0.0,-103.0,-639.0,0.0,0.0,0.0,0.0,-2489.0,2618.0,-1043.0,12.0,-536.0,0.0,-102.0,429.0,2010.0,0.0,193.0,963.0,34.0,0.0,0.0,2971.0,-1498.0,1473.0,-3484.0,0.0,-67.0,-2044.0,3172.0,-38.0,1499.0,4671.0,-1371.0,1247.0
314,13,20,2020,1548.0,3762.0,-898.0,-316.0,0.0,0.0,868.0,-346.0,0.0,0.0,0.0,0.0,-1995.0,2969.0,-979.0,37.0,-783.0,0.0,-13.0,212.0,595.0,0.0,274.0,-657.0,3525.0,0.0,0.0,500.0,-2016.0,-1516.0,-3592.0,-186.0,4.0,-1765.0,4671.0,5.0,552.0,5223.0,-2460.0,509.0
315,13,21,2021,3916.0,2896.0,-739.0,-621.0,0.0,0.0,1721.0,361.0,0.0,0.0,0.0,0.0,-2374.0,4799.0,-961.0,106.0,-830.0,0.0,-119.0,2126.0,-694.0,0.0,87.0,-285.0,30.0,0.0,0.0,3256.0,-1609.0,1647.0,-3572.0,-207.0,-101.0,-2203.0,5223.0,12.0,2323.0,7546.0,-2606.0,2193.0
316,13,22,2022,-265.0,4102.0,-961.0,1577.0,0.0,0.0,1405.0,2021.0,0.0,0.0,0.0,0.0,105.0,5963.0,-1091.0,13.0,-10209.0,776.0,-184.0,105.0,-522.0,0.0,54.0,-11058.0,29.0,0.0,0.0,12929.0,-5035.0,7894.0,-3856.0,-240.0,-178.0,3649.0,7546.0,-62.0,-1508.0,6038.0,-2200.0,3763.0
317,13,23,2023,2501.0,5254.0,-1349.0,3941.0,0.0,0.0,1165.0,3757.0,0.0,0.0,0.0,0.0,-1704.0,9808.0,-1091.0,282.0,-1061.0,0.0,-159.0,42.0,-1033.0,0.0,60.0,-2960.0,29.0,-920.0,0.0,74.0,-1271.0,-1197.0,-4364.0,-244.0,-127.0,-6823.0,6038.0,-80.0,-55.0,5983.0,-2571.0,7237.0
318,15,6,2006,37.253,6.909,-0.428,0.0,4.535,-12.411,56.405,48.101,0.0,14.562,0.0,0.0,-13.412,93.413,-12.361,0.035,0.0,0.0,0.0,0.0,0.0,0.0,-89.231,-101.557,0.0,0.0,0.0,0.0,0.0,0.0,-25.136,0.0,0.0,-25.136,89.281,-0.029,-33.309,55.972,-12.361,81.052
319,15,7,2007,156.001,8.043,0.878,0.0,-3.824,-5.537,86.678,78.195,0.0,20.64,0.0,0.0,-71.622,191.257,-18.975,0.046,0.0,0.0,0.0,0.0,-18.975,0.0,24.068,-13.836,398.344,-15.234,0.0,0.0,0.0,0.0,-26.588,0.0,-0.001,356.521,59.418,-6.898,527.044,586.462,-18.975,172.282
320,15,8,2008,199.13,12.908,2.467,0.0,0.0,29.932,37.067,69.466,0.0,28.896,0.0,0.0,-78.406,231.994,-40.222,0.314,0.0,0.0,-433.475,0.0,-40.222,0.0,59.714,-453.891,0.0,-11.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.508,630.469,-4.74,-238.145,392.324,-40.222,191.772
321,15,9,2009,172.306,18.54,-0.96,0.0,0.0,35.549,101.035,135.624,0.0,29.35,0.0,0.0,-27.704,328.116,-60.16,0.401,-60.755,0.0,-779.661,695.349,0.0,0.0,25.808,-179.018,0.008,-10.224,0.0,0.0,0.0,0.0,-130.1,0.0,0.0,-140.316,393.842,-0.033,8.749,402.591,-60.16,267.956
322,15,10,2010,256.622,34.035,-0.242,0.0,1.606,46.629,107.088,155.081,0.0,51.276,0.0,0.0,-39.942,457.072,-43.324,0.08,-39.273,0.0,-1222.369,873.021,-0.961,0.0,19.728,-413.098,1.553,-7.927,0.0,28.165,-14.082,14.082,0.0,0.0,0.001,7.709,413.356,-0.933,50.75,464.106,-44.285,412.787
323,15,11,2011,336.589,39.805,-1.201,0.0,-25.333,51.398,-23.617,1.247,0.0,52.95,0.44,0.0,-87.313,343.718,-25.232,0.421,0.36,1.066,-1501.08,1250.295,-1.873,0.0,26.292,-249.751,8.718,-65.798,0.0,224.637,-44.015,180.623,-149.291,0.0,-12.732,-38.48,486.148,-0.844,54.643,540.791,-27.105,316.613
324,15,12,2012,739.01,137.822,-35.802,0.0,-38.02,262.337,94.733,283.248,23.762,198.653,21.386,0.0,65.426,1469.307,-224.792,0.158,-153.98,11.723,-80.475,928.475,0.0,0.0,-500.911,-19.802,97.901,-0.317,0.0,167.287,-148.119,19.168,0.0,0.0,-41.504,75.248,1154.217,-8.554,1516.199,2670.416,-343.446,1125.861
325,15,13,2013,1391.544,150.433,-454.999,0.0,-56.955,726.743,289.764,504.553,16.733,202.561,28.156,0.0,35.074,2329.054,-234.418,48.428,-81.089,115.52,-11.584,420.729,0.0,0.0,-169.901,87.685,2701.676,-6453.487,-738.81,5811.854,-1478.746,4333.108,-16.572,0.0,-52.127,-226.212,2712.134,-12.228,2178.299,4890.433,-402.709,1926.345
326,15,14,2014,3791.249,267.945,-1486.335,0.0,-2064.184,1027.718,1794.942,-727.859,237.49,460.723,26.406,0.0,217.402,4273.356,-241.54,0.0,-2793.825,14.418,-1850.508,60.263,0.0,0.0,-534.27,-5345.462,265.353,-25.434,-831.214,13612.565,-11540.767,2071.798,-33.696,0.0,70.146,1516.953,4924.105,-15.714,429.133,5353.238,-773.704,3499.652
327,15,15,2015,3898.311,721.155,-1871.253,0.0,-2266.214,2042.285,2345.078,249.896,265.925,2088.289,95.214,0.0,-712.019,6606.771,-470.458,0.0,-5603.18,15.869,-2072.58,150.515,0.0,0.0,-588.435,-8568.269,9891.322,-43.279,0.0,29266.983,-25092.328,4174.655,-16.67,0.0,19.074,14025.102,5296.862,-17.953,12045.651,17342.513,-1235.053,5371.718
328,15,16,2016,10962.985,1083.857,0.0,0.0,-692.635,1383.118,378.765,1069.248,16.301,2473.127,356.621,0.0,-7221.77,8740.369,-831.501,0.0,-6015.963,2293.048,-2362.557,1046.488,0.0,0.0,-716.164,-6586.649,106.571,-3044.12,0.0,4455.534,-4074.461,381.072,0.0,0.0,119.643,-2436.834,16638.166,71.663,-211.451,16426.715,-1667.769,7072.6
329,15,17,2017,5979.983,2073.107,0.0,0.0,-1194.807,1818.683,795.764,1419.64,-157.818,2320.133,457.644,0.0,-74.412,12018.277,-1596.461,0.0,-10571.076,752.974,-678.416,1535.103,-948.651,0.0,-36.699,-11543.226,2118.799,-1912.097,0.0,23929.939,-19675.08,4254.859,0.0,0.0,312.735,4774.296,15689.586,295.619,5544.966,21234.552,-2545.112,9473.165
