,enterprise_id,years,revenue,cost_of_goods_sold,gross_profit,gross_margin_%,"selling,_general,_&_admin._expense",research_&_development,other_operating_expense,total_operating_expense,operating_income,operating_margin_%,interest_income,interest_expense,net_interest_income,other_income_(expense),pretax_income,tax_provision,tax_rate_%,other_net_income_(loss),net_income_including_noncontrolling_interests,net_income_(continuing_operations),net_income_(discontinued_operations),other_income_(minority_interest),net_income,net_margin_%,preferred_dividends,eps_(basic),eps_(diluted),shares_outstanding_(diluted_average),ebit,"depreciation,_depletion_and_amortization",ebitda,ebitda_margin_%,net_interest_income_(for_banks),non_interest_income,credit_losses_provision,other_noninterest_expense,total_noninterest_expense,special_charges
353,16,2011,104960.0,,,,57294.0,,,,,,75497.0,-23974.0,,5260.0,-1323.0,-915.0,-69.16,0.0,-2238.0,-2238.0,0.0,0.0,-2238.0,-2.132,1357.0,-0.37,-0.37,9790.472,,3912.0,,,51523.0,53437.0,28435.0,11594.0,68888.0,14220.0
354,16,2012,86094.0,,,,64474.0,,,,,,66236.0,-21620.0,,7360.0,-230.0,1676.0,728.7,0.0,1446.0,1446.0,0.0,0.0,1446.0,1.68,1361.0,0.01,0.01,10254.824,,3485.0,,,44616.0,41478.0,13410.0,11978.0,76452.0,3822.0
355,16,2013,81264.0,,,,56216.0,,,,,,57400.0,-16744.0,,2070.0,3072.0,1116.0,-36.33,0.0,4188.0,4188.0,0.0,0.0,4188.0,5.154,1428.0,0.26,0.25,10840.854,,3038.0,,,40656.0,40608.0,8169.0,11677.0,67893.0,4200.0
356,16,2014,86041.0,,,,58623.0,,,,,,55020.0,-12755.0,,9001.0,16172.0,-4741.0,29.32,0.0,11431.0,11431.0,0.0,0.0,11431.0,13.286,1349.0,0.94,0.9,11491.418,,2683.0,,,42265.0,43776.0,3556.0,10591.0,69214.0,6100.0
357,16,2015,85894.0,,,,65863.0,,,,,,51714.0,-10935.0,,0.0,7963.0,-2443.0,30.68,0.0,5520.0,5520.0,0.0,0.0,5520.0,6.427,1044.0,0.43,0.42,10584.535,,2522.0,,,40779.0,45115.0,2275.0,9793.0,75656.0,0.0
358,16,2016,82965.0,,,,49221.0,,,,,,49507.0,-10549.0,,0.0,22187.0,-6277.0,28.29,0.0,15910.0,15910.0,0.0,0.0,15910.0,19.177,1483.0,1.38,1.31,11236.23,,2389.0,,,38958.0,44007.0,3161.0,8396.0,57617.0,0.0
359,16,2017,83701.0,,,,47270.0,,,,,,51057.0,-9961.0,,0.0,25021.0,-7199.0,28.77,0.0,17822.0,17822.0,0.0,0.0,17822.0,21.293,1682.0,1.57,1.49,11046.8,,2241.0,,,41096.0,42605.0,3597.0,7813.0,55083.0,0.0
360,16,2018,87126.0,,,,41835.0,,,,,,57579.0,-12340.0,,0.0,29213.0,-10981.0,37.59,0.0,18232.0,18232.0,0.0,0.0,18232.0,20.926,1614.0,1.63,1.56,10778.4,,2103.0,,,45239.0,41887.0,3396.0,12682.0,54517.0,0.0
361,16,2019,91020.0,,,,40520.0,,,,,,66769.0,-18607.0,,0.0,34584.0,-6437.0,18.61,0.0,28147.0,28147.0,0.0,0.0,28147.0,30.924,1451.0,2.64,2.61,10236.9,,2063.0,,,48162.0,42858.0,3282.0,12634.0,53154.0,0.0
362,16,2020,91244.0,,,,42069.0,,,,,,71236.0,-22345.0,,0.0,32754.0,-5324.0,16.25,0.0,27430.0,27430.0,0.0,0.0,27430.0,30.062,1432.0,2.77,2.75,9442.9,,1729.0,,,48891.0,42353.0,3590.0,12831.0,54900.0,0.0
363,16,2021,85528.0,,,,41156.0,,,,,,51585.0,-8225.0,,0.0,18995.0,-1101.0,5.8,0.0,17894.0,17894.0,0.0,0.0,17894.0,20.922,1421.0,1.88,1.87,8796.9,,1843.0,,,43360.0,42168.0,11320.0,14057.0,55213.0,0.0
364,16,2022,89113.0,,,,45049.0,,,,,,47672.0,-4738.0,,0.0,33976.0,-1998.0,5.88,0.0,31978.0,31978.0,0.0,0.0,31978.0,35.885,1421.0,3.6,3.57,8558.4,,1898.0,,,42934.0,46179.0,-4594.0,14682.0,59731.0,0.0
365,16,2023,94950.0,,,,45946.0,,,,,,72565.0,-20103.0,,0.0,30969.0,-3441.0,11.11,0.0,27528.0,27528.0,0.0,0.0,27528.0,28.992,1513.0,3.21,3.19,8167.5,,1978.0,,,52462.0,42488.0,2543.0,15492.0,61438.0,0.0
366,14,1994,25438.0,23747.0,1691.0,6.648,0.0,0.0,0.0,0.0,1691.0,6.648,0.0,0.0,0.0,130.0,1821.0,-577.0,31.69,0.0,1244.0,1244.0,0.0,0.0,1244.0,4.89,0.0,1.83,1.83,679.781,1691.0,1025.0,2716.0,10.677,,,,,,
367,14,1995,21924.0,20773.0,1151.0,5.25,0.0,0.0,0.0,0.0,1151.0,5.25,0.0,0.0,0.0,-8.0,1143.0,-287.0,25.11,0.0,856.0,856.0,0.0,0.0,856.0,3.904,0.0,1.255,1.255,682.072,1151.0,1142.0,2293.0,10.459,,,,,,
368,14,1996,32960.0,27370.0,5590.0,16.96,1794.0,1674.0,2438.0,5906.0,-316.0,-0.959,0.0,0.0,0.0,-96.0,-412.0,376.0,91.26,0.0,-36.0,-36.0,0.0,0.0,-36.0,-0.109,0.0,0.575,0.575,683.6,-316.0,1306.0,990.0,3.004,,,,,,
369,14,1997,35453.0,29383.0,6070.0,17.121,1952.0,1633.0,0.0,3585.0,2485.0,7.009,0.0,0.0,0.0,-5.0,2480.0,-662.0,26.69,0.0,1818.0,1818.0,0.0,0.0,1818.0,5.128,0.0,1.88,1.85,981.9,2485.0,1266.0,3751.0,10.58,,,,,,
370,14,1998,45800.0,42001.0,3799.0,8.295,2088.0,1924.0,43.0,4055.0,-256.0,-0.559,0.0,0.0,0.0,-85.0,-341.0,163.0,47.8,0.0,-178.0,-178.0,0.0,0.0,-178.0,-0.389,0.0,-0.18,-0.18,970.1,-256.0,1458.0,1202.0,2.625,,,,,,
371,14,1999,56154.0,50492.0,5662.0,10.083,2146.0,1895.0,54.0,4095.0,1567.0,2.791,0.0,0.0,0.0,-170.0,1397.0,-277.0,19.83,0.0,1120.0,1120.0,0.0,0.0,1120.0,1.995,0.0,1.16,1.15,976.7,1567.0,1622.0,3189.0,5.679,,,,,,
372,14,2000,57993.0,51320.0,6673.0,11.507,2253.0,1341.0,-91.0,3503.0,3170.0,5.466,0.0,0.0,0.0,154.0,3324.0,-1015.0,30.54,0.0,2309.0,2309.0,0.0,0.0,2309.0,3.982,0.0,2.52,2.49,925.9,3170.0,1645.0,4815.0,8.303,,,,,,
373,14,2001,51321.0,43712.0,7609.0,14.826,2651.0,1441.0,-132.0,3960.0,3649.0,7.11,0.0,-445.0,-445.0,-205.0,2999.0,-871.0,29.04,0.0,2128.0,2128.0,0.0,0.0,2128.0,4.147,0.0,2.48,2.44,871.3,3444.0,1479.0,4923.0,9.593,,,,,,
374,14,2002,58198.0,48778.0,9420.0,16.186,2767.0,1936.0,800.0,5503.0,3917.0,6.731,0.0,-650.0,-650.0,297.0,3564.0,-738.0,20.71,1.0,2827.0,2826.0,0.0,0.0,2827.0,4.858,0.0,3.46,3.41,829.3,4214.0,1743.0,5957.0,10.236,,,,,,
375,14,2003,54061.0,45976.0,8085.0,14.955,2981.0,1639.0,47.0,4667.0,3418.0,6.323,0.0,-320.0,-320.0,82.0,3180.0,-861.0,27.08,-1827.0,492.0,2319.0,0.0,0.0,492.0,0.91,0.0,0.62,0.61,808.4,3500.0,1497.0,4997.0,9.243,,,,,,
376,14,2004,50256.0,44150.0,6106.0,12.15,3200.0,1651.0,-21.0,4830.0,1276.0,2.539,0.0,-358.0,-358.0,-418.0,500.0,185.0,-37.0,33.0,718.0,685.0,33.0,0.0,718.0,1.429,0.0,0.9,0.89,808.9,858.0,1400.0,2258.0,4.493,,,,,,
377,14,2005,52457.0,45025.0,7432.0,14.168,3657.0,1879.0,-91.0,5445.0,1987.0,3.788,0.0,-335.0,-335.0,308.0,1960.0,-140.0,7.14,52.0,1872.0,1820.0,52.0,0.0,1872.0,3.569,0.0,2.33,2.3,813.0,2295.0,1509.0,3804.0,7.252,,,,,,
378,14,2006,53621.0,44984.0,8637.0,16.107,4228.0,2205.0,0.0,6433.0,2204.0,4.11,0.0,-294.0,-294.0,909.0,2819.0,-257.0,9.12,10.0,2572.0,2562.0,10.0,0.0,2572.0,4.797,0.0,3.27,3.2,802.9,3113.0,1503.0,4616.0,8.609,,,,,,
379,14,2007,61530.0,50437.0,11093.0,18.029,4171.0,3257.0,425.0,7853.0,3240.0,5.266,0.0,-240.0,-240.0,194.0,3194.0,-988.0,30.93,9.0,2215.0,2206.0,9.0,0.0,2215.0,3.6,0.0,2.89,2.85,787.6,3434.0,1545.0,4979.0,8.092,,,,,,
380,14,2008,66387.0,53402.0,12985.0,19.56,3531.0,3850.0,-188.0,7193.0,5792.0,8.725,0.0,-196.0,-196.0,522.0,6118.0,-2060.0,33.67,16.0,4074.0,4058.0,16.0,0.0,4074.0,6.137,0.0,5.38,5.28,772.5,6314.0,1486.0,7800.0,11.749,,,,,,
381,14,2009,60909.0,50352.0,10557.0,17.332,3084.0,3768.0,-241.0,6611.0,3946.0,6.479,0.0,-202.0,-202.0,251.0,3995.0,-1341.0,33.57,18.0,2672.0,2654.0,18.0,0.0,2672.0,4.387,0.0,3.7,3.67,729.0,4197.0,1491.0,5688.0,9.339,,,,,,
382,14,2010,68281.0,56540.0,11741.0,17.195,3364.0,6506.0,-249.0,9621.0,2120.0,3.105,0.0,-339.0,-339.0,-50.0,1731.0,-396.0,22.88,-23.0,1312.0,1335.0,-23.0,0.0,1312.0,1.922,0.0,1.86,1.84,713.4,2070.0,1666.0,3736.0,5.472,,,,,,
383,14,2011,64306.0,51843.0,12463.0,19.381,3644.0,4121.0,0.0,7765.0,4698.0,7.306,0.0,-516.0,-516.0,325.0,4507.0,-1196.0,26.54,-4.0,3307.0,3311.0,-4.0,0.0,3307.0,5.143,0.0,4.49,4.45,741.2,5023.0,1746.0,6769.0,10.526,,,,,,
384,14,2012,68735.0,55888.0,12847.0,18.691,3408.0,3918.0,0.0,7326.0,5521.0,8.032,0.0,-477.0,-477.0,349.0,5393.0,-1382.0,25.63,7.0,4018.0,4011.0,7.0,0.0,4018.0,5.846,0.0,5.39,5.34,750.6,5870.0,1675.0,7545.0,10.977,,,,,,
385,14,2013,81698.0,68665.0,13033.0,15.953,3717.0,3298.0,0.0,7015.0,6018.0,7.366,0.0,-442.0,-442.0,334.0,5910.0,-2007.0,33.96,-3.0,3900.0,3903.0,-3.0,0.0,3900.0,4.774,0.0,5.15,5.11,761.5,6352.0,1811.0,8163.0,9.992,,,,,,
386,14,2014,86623.0,73268.0,13355.0,15.417,3956.0,3071.0,0.0,7027.0,6328.0,7.305,0.0,-386.0,-386.0,290.0,6232.0,-1646.0,26.41,-1.0,4585.0,4586.0,-1.0,0.0,4585.0,5.293,0.0,6.03,5.96,767.6,6618.0,1844.0,8462.0,9.769,,,,,,
387,14,2015,90762.0,76752.0,14010.0,15.436,3767.0,3047.0,0.0,6814.0,7196.0,7.928,0.0,-333.0,-333.0,274.0,7137.0,-1691.0,23.69,0.0,5446.0,5446.0,0.0,0.0,5446.0,6.0,0.0,7.47,7.38,736.7,7470.0,1906.0,9376.0,10.33,,,,,,
388,14,2016,96114.0,82088.0,14026.0,14.593,3525.0,3331.0,0.0,6856.0,7170.0,7.46,0.0,-275.0,-275.0,260.0,7155.0,-1979.0,27.66,0.0,5176.0,5176.0,0.0,0.0,5176.0,5.385,0.0,7.52,7.44,695.0,7430.0,1833.0,9263.0,9.638,,,,,,
389,14,2017,93496.0,79026.0,14470.0,15.477,3613.0,4626.0,0.0,8239.0,6231.0,6.665,0.0,-306.0,-306.0,-142.0,5783.0,-749.0,12.95,0.0,5034.0,5034.0,0.0,0.0,5034.0,5.384,0.0,7.92,7.83,642.8,6089.0,1889.0,7978.0,8.533,,,,,,
390,14,2018,94005.0,76612.0,17393.0,18.502,4095.0,3179.0,0.0,7274.0,10119.0,10.764,0.0,-360.0,-360.0,348.0,10107.0,-1649.0,16.32,0.0,8458.0,8458.0,0.0,0.0,8458.0,8.997,0.0,14.03,13.85,610.0,10467.0,2047.0,12514.0,13.312,,,,,,
391,14,2019,101127.0,81490.0,19637.0,19.418,4567.0,3269.0,0.0,7836.0,11801.0,11.67,0.0,-475.0,-475.0,278.0,11604.0,-1144.0,9.86,0.0,10460.0,10460.0,0.0,0.0,10460.0,10.343,0.0,18.05,17.85,585.5,12079.0,2114.0,14193.0,14.035,,,,,,
392,14,2020,76559.0,72093.0,4466.0,5.833,3909.0,3219.0,0.0,7128.0,-2662.0,-3.477,0.0,-722.0,-722.0,1125.0,-2259.0,1623.0,71.85,0.0,-636.0,-636.0,0.0,0.0,-636.0,-0.831,0.0,-1.12,-1.12,565.4,-1537.0,2271.0,734.0,0.959,,,,,,
393,14,2021,58158.0,63843.0,-5685.0,-9.775,4817.0,2476.0,0.0,7293.0,-12978.0,-22.315,0.0,-2156.0,-2156.0,658.0,-14476.0,2535.0,17.51,-68.0,-12009.0,-11941.0,0.0,68.0,-11941.0,-20.532,0.0,-20.88,-20.88,568.6,-12320.0,2246.0,-10074.0,-17.322,,,,,,
394,14,2022,62286.0,59269.0,3017.0,4.844,4157.0,2249.0,0.0,6406.0,-3389.0,-5.441,0.0,-2682.0,-2682.0,1038.0,-5033.0,743.0,14.76,0.0,-4290.0,-4290.0,0.0,88.0,-4202.0,-6.746,0.0,-7.15,-7.15,587.6,-2351.0,2144.0,-207.0,-0.332,,,,,,
395,14,2023,66608.0,63106.0,3502.0,5.258,4187.0,2852.0,0.0,7039.0,-3537.0,-5.31,0.0,-2533.0,-2533.0,1048.0,-5022.0,-31.0,-0.62,0.0,-5053.0,-5053.0,0.0,118.0,-4935.0,-7.409,0.0,-8.3,-8.3,594.9,-2489.0,1979.0,-510.0,-0.766,,,,,,
396,17,2003,7337.062,3586.682,3750.38,51.116,2799.668,0.0,186.784,2986.452,763.928,10.412,0.0,-140.613,-140.613,74.503,697.818,-169.995,24.36,0.001,527.824,527.824,0.0,-37.777,490.047,6.679,0.0,0.709,0.702,695.806,763.928,561.403,1325.33,18.064,,,,,,
397,17,2004,8871.201,4263.063,4608.138,51.945,3488.533,0.0,62.97,3551.503,1056.635,11.911,0.0,-164.981,-164.981,44.079,935.733,-232.989,24.9,0.0,702.744,702.744,0.0,-66.748,635.996,7.169,0.0,0.921,0.913,694.206,1056.635,681.334,1737.97,19.591,,,,,,
398,17,2005,11614.792,5411.56,6203.232,53.408,3727.904,0.0,132.849,3860.753,2342.479,20.168,0.0,-233.163,-233.163,-530.04,1579.276,-361.946,22.92,-242.653,974.677,974.677,0.0,242.653,1217.33,10.481,0.0,1.271,1.263,772.584,2342.479,908.253,3250.732,27.988,,,,,,
399,17,2006,13805.356,6019.116,7786.24,56.4,5034.881,0.0,-156.341,4878.54,2907.7,21.062,271.227,-805.391,-534.164,-249.908,2123.628,-463.1,21.81,-589.831,1070.697,1070.697,0.0,589.831,1660.528,12.028,0.0,1.118,1.111,964.53,2929.019,1051.746,3980.765,28.835,,,,,,
400,17,2007,17563.911,7228.55,10335.361,58.844,6172.709,0.0,-150.458,6022.251,4313.11,24.557,219.087,-843.353,-624.266,-182.133,3506.711,-700.814,19.98,-943.658,1862.239,1862.239,0.0,943.658,2805.897,15.975,0.0,1.914,1.898,980.526,4350.064,1442.542,5792.606,32.98,,,,,,
401,17,2008,19735.0,8118.0,11617.0,58.865,6616.0,0.0,-930.0,5686.0,5931.0,30.053,157.0,-975.0,-818.0,-58.0,5055.0,-888.0,17.57,0.0,4167.0,4167.0,0.0,-1162.0,3005.0,15.227,0.0,3.08,3.06,981.0,6030.0,1408.0,7438.0,37.689,,,,,,
402,17,2009,23507.0,10336.0,13171.0,56.03,7713.0,0.0,-339.0,7374.0,5797.0,24.661,288.0,-1888.0,-1600.0,-397.0,3800.0,-674.0,17.74,0.0,3126.0,3126.0,0.0,-1199.0,1927.0,8.198,0.0,1.93,1.93,1000.0,5688.0,1912.0,7600.0,32.331,,,,,,
403,17,2010,36758.0,17198.0,19560.0,53.213,9973.0,0.0,-2135.0,7838.0,11722.0,31.89,347.0,-4766.0,-4419.0,360.0,7663.0,-1786.0,23.31,0.0,5877.0,5877.0,0.0,-1264.0,4613.0,12.55,0.0,2.91,2.9,1593.0,12429.0,2818.0,15247.0,41.479,,,,,,
404,17,2011,36297.0,16151.0,20146.0,55.503,9585.0,0.0,-305.0,9280.0,10866.0,29.936,316.0,-3189.0,-3840.0,656.0,7682.0,-1920.0,24.99,0.0,5762.0,5762.0,0.0,-1736.0,4026.0,11.092,0.0,2.53,2.5,1611.0,10871.0,2788.0,13659.0,37.631,,,,,,
405,17,2012,39046.0,16610.0,22436.0,57.46,10505.0,0.0,-504.0,10001.0,12435.0,31.847,324.0,-3013.0,-3297.0,547.0,9685.0,-1826.0,18.85,0.0,7859.0,7859.0,0.0,-2080.0,5779.0,14.801,0.0,3.62,3.58,1614.0,12698.0,2783.0,15481.0,39.648,,,,,,
406,17,2013,39758.0,16422.0,23336.0,58.695,11241.0,0.0,-506.0,10735.0,12601.0,31.694,206.0,-2438.0,-2325.0,729.0,11005.0,-1680.0,15.27,0.0,9325.0,9325.0,0.0,-2165.0,7160.0,18.009,0.0,4.48,4.4,1628.0,13443.0,2747.0,16190.0,40.721,,,,,,
407,17,2014,43195.0,17594.0,25601.0,59.268,12558.0,0.0,-661.0,11897.0,13704.0,31.726,286.0,-2521.0,-2047.0,6877.0,18534.0,-2016.0,10.88,0.0,16518.0,16518.0,0.0,-2124.0,14394.0,33.323,0.0,8.9,8.72,1650.0,21055.0,2985.0,24040.0,55.655,,,,,,
408,17,2015,47063.0,18756.0,28307.0,60.147,14385.0,0.0,-774.0,13611.0,14696.0,31.226,335.0,-2457.0,-1877.0,982.0,13801.0,-2499.0,18.11,0.0,11302.0,11302.0,0.0,-2086.0,9216.0,19.582,0.0,5.64,5.54,1665.0,16258.0,3353.0,19611.0,41.67,,,,,,
409,17,2016,43064.0,16597.0,26467.0,61.46,13732.0,0.0,-649.0,13083.0,13384.0,31.079,339.0,-2249.0,-2169.0,1246.0,12461.0,-2594.0,20.82,0.0,9867.0,9867.0,0.0,-1594.0,8273.0,19.211,0.0,5.05,4.96,1668.0,14710.0,3153.0,17863.0,41.48,,,,,,
410,17,2017,45517.0,17802.0,27715.0,60.889,15171.0,0.0,-377.0,14794.0,12921.0,28.387,561.0,-4841.0,-7676.0,-911.0,4334.0,-1613.0,37.22,48.0,2769.0,2721.0,48.0,-1528.0,1241.0,2.727,0.0,0.72,0.71,1755.0,9175.0,3477.0,12652.0,27.796,,,,,,
411,17,2018,54859.0,20975.0,33884.0,61.766,17760.0,0.0,-397.0,17363.0,16521.0,30.115,289.0,-5130.0,-5579.0,-678.0,10264.0,-1658.0,16.15,560.0,9166.0,8606.0,560.0,-1176.0,7990.0,14.565,0.0,4.05,3.98,2010.0,15394.0,4625.0,20019.0,36.492,,,,,,
412,17,2019,53041.0,19933.0,33108.0,62.42,16807.0,0.0,-121.0,16686.0,16422.0,30.961,435.0,-9261.0,-8826.0,145.0,7741.0,-2585.0,33.39,532.0,5688.0,5156.0,531.0,-1318.0,4370.0,8.239,0.0,2.21,2.17,2011.0,17002.0,4624.0,21626.0,40.772,,,,,,
413,17,2020,52329.0,20362.0,31967.0,61.088,16421.0,0.0,-221.0,16200.0,15767.0,30.131,410.0,-4894.0,-3720.0,729.0,12776.0,-2786.0,21.81,424.0,10414.0,9990.0,424.0,-1243.0,9171.0,17.526,0.0,4.62,4.53,2026.0,17670.0,4657.0,22327.0,42.667,,,,,,
414,17,2021,46881.0,19634.0,27247.0,58.119,15369.0,0.0,-730.0,14639.0,12608.0,26.894,465.0,-4650.0,-6027.0,-4502.0,2079.0,-1932.0,92.93,2055.0,2202.0,147.0,2055.0,-797.0,1405.0,2.997,0.0,0.7,0.69,2037.0,6729.0,4829.0,11558.0,24.654,,,,,,
415,17,2022,54304.0,23097.0,31207.0,57.467,17575.0,0.0,-573.0,17002.0,14205.0,26.158,231.0,-4340.0,-4923.0,-819.0,8463.0,-2350.0,27.77,1.0,6114.0,6113.0,0.0,-1444.0,4670.0,8.6,0.0,2.33,2.28,2045.0,12803.0,5052.0,17855.0,32.88,,,,,,
416,17,2023,57786.0,26305.0,31481.0,54.479,17555.0,0.0,-539.0,17016.0,14465.0,25.032,462.0,-4443.0,-3370.0,-1571.0,9524.0,-1928.0,20.24,1.0,7597.0,7596.0,0.0,-1628.0,5969.0,10.33,0.0,2.97,2.91,2050.0,13967.0,5078.0,19045.0,32.958,,,,,,
417,18,1994,11615.0,8407.0,3208.0,27.619,1742.0,0.0,668.0,2410.0,798.0,6.87,0.0,0.0,0.0,-75.0,723.0,-42.0,5.81,-29.0,652.0,681.0,0.0,0.0,652.0,5.613,0.0,0.765,0.76,857.895,798.0,668.0,1466.0,12.622,,,,,,
418,18,1995,14328.0,10151.0,4177.0,29.153,1850.0,0.0,683.0,2533.0,1644.0,11.474,0.0,0.0,0.0,-335.0,1309.0,-354.0,27.04,0.0,955.0,955.0,0.0,0.0,955.0,6.665,0.0,1.175,1.175,822.4,1644.0,683.0,2327.0,16.241,,,,,,
419,18,1996,16072.0,11318.0,4754.0,29.579,2098.0,0.0,682.0,2780.0,1974.0,12.282,0.0,0.0,0.0,-337.0,1637.0,-501.0,30.6,0.0,1136.0,1136.0,0.0,0.0,1136.0,7.068,0.0,1.43,1.42,800.0,1974.0,682.0,2656.0,16.526,,,,,,
420,18,1997,16522.0,11136.0,5386.0,32.599,2403.0,0.0,696.0,3099.0,2287.0,13.842,0.0,0.0,0.0,-313.0,1974.0,-613.0,31.05,0.0,1361.0,1361.0,0.0,0.0,1361.0,8.238,0.0,1.768,1.768,777.778,2287.0,696.0,2983.0,18.055,,,,,,
421,18,1998,18925.0,12636.0,6289.0,33.231,2232.0,528.0,738.0,3498.0,2791.0,14.748,0.0,0.0,0.0,-330.0,2461.0,-796.0,32.34,0.0,1665.0,1665.0,0.0,0.0,1665.0,8.798,0.0,2.22,2.185,762.014,2791.0,738.0,3529.0,18.647,,,,,,
422,18,1999,20977.0,14166.0,6811.0,32.469,2561.0,643.0,865.0,4069.0,2742.0,13.072,0.0,0.0,0.0,-564.0,2178.0,-665.0,30.53,0.0,1513.0,1513.0,0.0,0.0,1513.0,7.213,0.0,2.085,2.055,736.253,2742.0,865.0,3607.0,17.195,,,,,,
423,18,2000,19702.0,13536.0,6166.0,31.296,2541.0,626.0,945.0,4112.0,2054.0,10.425,0.0,0.0,0.0,-653.0,1401.0,-455.0,32.48,0.0,946.0,946.0,0.0,0.0,946.0,4.802,0.0,1.33,1.315,718.8,2054.0,945.0,2999.0,15.222,,,,,,
424,18,2001,20175.0,14497.0,5678.0,28.144,2604.0,649.0,0.0,3253.0,2425.0,12.02,0.0,0.0,0.0,-925.0,1500.0,-447.0,29.8,0.0,1053.0,1053.0,0.0,0.0,1053.0,5.219,0.0,1.52,1.51,697.351,2425.0,1022.0,3447.0,17.086,,,,,,
425,18,2002,20450.0,15219.0,5231.0,25.579,2567.0,696.0,657.0,3920.0,1311.0,6.411,0.0,0.0,0.0,-142.0,1169.0,-367.0,31.39,3.0,805.0,805.0,0.0,0.0,805.0,3.936,0.0,1.175,1.16,694.2,1311.0,1169.0,2480.0,12.127,,,,,,
426,18,2003,20152.0,15146.0,5006.0,24.841,2094.0,656.0,411.0,3161.0,1845.0,9.155,0.0,-800.0,-800.0,69.0,1114.0,-312.0,28.01,-4.0,798.0,798.0,0.0,0.0,798.0,3.96,0.0,1.16,1.15,693.8,1914.0,1220.0,3134.0,15.552,,,,,,
427,18,2004,22807.0,16997.0,5810.0,25.475,2322.0,669.0,675.0,3666.0,2144.0,9.401,0.0,-720.0,-720.0,53.0,1477.0,-398.0,26.95,20.0,1099.0,1099.0,0.0,0.0,1099.0,4.819,0.0,1.59,1.56,702.7,2197.0,1347.0,3544.0,15.539,,,,,,
428,18,2005,30306.0,23244.0,7062.0,23.302,2926.0,928.0,524.0,4378.0,2684.0,8.856,0.0,-750.0,-750.0,773.0,2707.0,-731.0,27.0,59.0,2035.0,2035.0,0.0,0.0,2035.0,6.715,0.0,1.485,1.44,1414.8,2684.0,1397.0,4081.0,13.466,,,,,,
429,18,2006,36339.0,26558.0,9781.0,26.916,3190.0,1084.0,955.0,5229.0,4552.0,12.527,0.0,-1028.0,-1028.0,377.0,3901.0,-1120.0,28.71,73.0,2854.0,2854.0,0.0,0.0,2854.0,7.854,0.0,4.21,4.04,705.8,4929.0,1477.0,6406.0,17.628,,,,,,
430,18,2007,41517.0,29549.0,11968.0,28.827,3706.0,1347.0,0.0,5053.0,6915.0,16.656,83.0,-1297.0,-1214.0,-840.0,4861.0,-1405.0,28.9,81.0,3537.0,3537.0,0.0,0.0,3537.0,8.519,0.0,5.37,5.17,683.8,6158.0,1602.0,7760.0,18.691,,,,,,
431,18,2008,44958.0,32626.0,12332.0,27.43,3821.0,1404.0,0.0,5225.0,7107.0,15.808,99.0,-1420.0,-1321.0,-796.0,4990.0,-1485.0,29.76,73.0,3578.0,3578.0,0.0,-37.0,3541.0,7.876,0.0,5.55,5.37,659.5,6410.0,1797.0,8207.0,18.255,,,,,,
432,18,2009,51324.0,38415.0,12909.0,25.152,4399.0,1728.0,0.0,6127.0,6782.0,13.214,101.0,-1427.0,-1326.0,-955.0,4501.0,-953.0,21.17,37.0,3585.0,3585.0,0.0,-28.0,3557.0,6.931,0.0,5.83,5.66,627.9,5928.0,1980.0,7908.0,15.408,,,,,,
433,18,2010,32396.0,23886.0,8510.0,26.269,3645.0,1421.0,0.0,5066.0,3444.0,10.631,98.0,-1434.0,-1336.0,-1539.0,569.0,270.0,-47.45,-12.0,827.0,827.0,0.0,68.0,895.0,2.763,0.0,1.45,1.43,626.0,2003.0,2336.0,4339.0,13.394,,,,,,
434,18,2011,42588.0,31281.0,11307.0,26.55,4248.0,1905.0,1191.0,7344.0,3963.0,9.305,86.0,-343.0,-257.0,44.0,3750.0,-968.0,25.81,-24.0,2758.0,2758.0,0.0,-58.0,2700.0,6.34,0.0,4.28,4.15,650.4,4093.0,2296.0,6389.0,15.002,,,,,,
435,18,2012,60138.0,44404.0,15734.0,26.163,5203.0,2297.0,1081.0,8581.0,7153.0,11.894,85.0,-396.0,-311.0,-117.0,6725.0,-1720.0,25.58,-24.0,4981.0,4981.0,0.0,-53.0,4928.0,8.195,0.0,7.64,7.4,666.1,7121.0,2527.0,9648.0,16.043,,,,,,
436,18,2013,65875.0,47852.0,18023.0,27.359,5919.0,2466.0,485.0,8870.0,9153.0,13.895,82.0,-467.0,-385.0,-532.0,8236.0,-2528.0,30.69,14.0,5722.0,5722.0,0.0,-41.0,5681.0,8.624,0.0,8.71,8.48,669.6,8703.0,2813.0,11516.0,17.482,,,,,,
437,18,2014,55656.0,41454.0,14202.0,25.517,5547.0,2046.0,981.0,8574.0,5628.0,10.112,84.0,-465.0,-381.0,-119.0,5128.0,-1319.0,25.72,-6.0,3803.0,3803.0,0.0,-14.0,3789.0,6.808,0.0,5.87,5.75,658.6,5593.0,3087.0,8680.0,15.596,,,,,,
438,18,2015,55184.0,41342.0,13842.0,25.083,6529.0,2380.0,1619.0,10528.0,3314.0,6.005,66.0,-484.0,-418.0,256.0,3152.0,-692.0,21.95,8.0,2468.0,2468.0,0.0,-16.0,2452.0,4.443,0.0,3.97,3.9,628.9,3636.0,3163.0,6799.0,12.321,,,,,,
